"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"IS18"	"IS19"	"State"	"MaxFC"	"InitialState"
"HPGDS"	"HPGDS"	0.778948880627716	-0.257897877724624	-0.060421082700949	0.320634440159828	0.0970674315970012	0.477076895131924	-0.282334553405821	-0.618537675103921	-0.133391565421632	0.91024482888514	-0.305409792806591	0.103948090291475	0.943543680773235	-0.142819406701809	-0.131707271641828	-0.198633545530323	0.379306218802699	-0.305779368059273	-0.100332817873875	"S06"	0.943543680773235	"IS13"
"CXCL8"	"CXCL8"	0.516351141068445	0.0235636320308349	-0.127959506449348	-0.0833539140050951	-0.0987578888837778	-0.108384371098867	0.0396257395831512	-0.234573335208867	-0.0482085726469266	-0.0693298273629465	1.76942275042245	0.00231002222509275	0.163595754225955	-0.213130013567724	-0.0107985364513691	-0.142206143385591	0.248000631279881	0.0197935410425299	-0.260974467595829	"S07"	1.76942275042245	"IS11"
"CSF2"	"CSF2"	0.402121858849475	-0.0642409753272137	-0.227673150229237	0.0446317472162568	0.0455966460605711	0.04695019803681	0.334394057356751	-0.348992714370069	-0.247447733667053	-0.124705240393034	1.74137679922395	-0.07922155500159	0.425692644596087	-0.230690157085207	-0.0180036624456973	-0.19599316919169	0.20415111129612	-0.109183270273461	-0.0383874934241635	"S07"	1.74137679922395	"IS11"
"NRG1"	"NRG1"	-0.00132135098823597	-0.0838933463717206	-0.00325137853584762	-0.109478071706354	-0.0982124636262487	-0.0976563406280863	-0.0247659390132672	-0.158327550006511	-0.000380599326925498	0.299662401116997	1.23670401488492	-0.0599017949452374	-0.11013651956816	0.111676348181685	0.206385110670231	-0.278067713914286	0.126849998487639	0.150236480940697	-0.0424366372256587	"S07"	1.23670401488492	"IS11"
"MMP1"	"MMP1"	0.121080204866342	-0.0459862065990564	-0.140946649479396	-0.0446651881477379	-0.132111873993562	-0.148503479150112	0.0713931424644516	-0.170303912877064	-0.192452303760997	-0.24029489148425	1.17237766832674	0.13277187723491	0.173774133777253	-0.120938175203747	0.0788077107252936	-0.13495199248999	0.604893193324801	0.0783983299199247	-0.0461997439345477	"S07"	1.17237766832674	"IS11"
"ACTBL2"	"ACTBL2"	0.140247509187847	0.0613127632271587	-0.106962782449057	0.0131651869900873	0.0553166141011144	0.100867531301803	0.477353359609659	-0.484253905932673	-0.245021860186587	-0.0393225099262774	1.07913969334553	0.0331105872324847	0.413712746129402	-0.105582250415099	0.206107921956616	-0.174855052402346	0.524915507006378	0.110891858361749	-0.0896920371044029	"S07"	1.07913969334553	"IS11"
"CXCL2"	"CXCL2"	0.286320024562303	-0.211376421486165	-0.151598681286252	0.0595408558823796	-0.0770204731977738	0.70191807002142	0.0203529104647156	-0.36582350229687	-0.28188811215465	0.774962092257399	1.04696668934281	0.0282057589704528	0.0451219886395185	-0.375398456501662	-0.179320926722015	-0.184357368533003	-0.173485373159456	-0.10996130556712	0.00743494063779977	"S07"	1.04696668934281	"IS11"
"TFPI2"	"TFPI2"	-0.0375319798005459	-0.179811116216313	-0.074597626719072	0.000811832867716642	0.0453556889027606	0.0333137293545399	0.0560410608659788	-0.148525351460245	-0.164310972658024	0.0334948333105465	0.987283380401062	0.146236652756575	0.0996862071116694	0.27183597814206	-0.0689495912778628	-0.0921348088956778	0.00786568696202877	-0.143701254543934	0.0313389924745795	"S07"	0.987283380401062	"IS11"
"KRT75"	"KRT75"	-0.0280931810120523	0.102527823373316	-0.0677152522659474	-0.115926691021907	-0.140755267028585	-0.0965493465800752	-0.088975764335914	-0.107118184204934	0.0109422269790722	-0.114781228694981	0.84233275300606	-0.141891674095522	0.0221371297950958	-0.000941794948016954	0.727858687915738	-0.138634016487905	0.104544593467035	0.0593222899242487	-0.0596482032308142	"S07"	0.84233275300606	"IS11"
"CSF3"	"CSF3"	0.254190933381372	-0.120874803837212	-0.185271438602195	-0.0250638967443416	-0.13987274638204	0.317066928555103	-0.0504696292335414	-0.213143449446852	-0.184273961516569	0.773492497375823	0.832614428001789	0.0757060981347143	-0.0664275936403508	-0.17973179733731	-0.123659974844659	-0.192024587069115	-1.87904253224105e-05	-0.0574381599750487	-0.0886860245125686	"S07"	0.832614428001789	"IS11"
"B3GNT5"	"B3GNT5"	0.0891070976310407	0.238241416311406	0.516370492363806	-0.0320939709384901	-0.0270711697032942	-0.258511454886898	0.200242433991616	-0.16024678617285	0.332812657206258	0.0656973318832936	0.786602924216794	0.0594086982049231	-0.0566774800325259	0.192092910791099	0.209550393420225	-0.386606856793353	-0.0344450918499629	0.386122918984941	-0.331796070856114	"S07"	0.786602924216794	"IS11"
"DCUN1D5"	"DCUN1D5"	-0.0623284131206129	0.100697991133198	0.0690041924418735	-0.0557619339259784	0.146647910312181	-0.150643948402714	0.133658854309399	0.0816322462533294	-0.0220373847331859	-0.227217329107193	0.712890776049277	-0.0610048131952482	-0.165715237071082	-0.105413360149821	0.00164927640995797	-0.143079143599025	0.198292854198783	0.0754677995847592	-0.172513035986838	"S07"	0.712890776049277	"IS11"
"MRGPRX3"	"MRGPRX3"	-0.191909472986321	-0.0425564151923121	0.0614354563985965	-0.0602071780686917	0.203651883571271	-0.134717199659083	-0.018060245937114	-0.0332433088823098	0.0202169767787183	0.169847846331218	0.553431103428833	-0.0822309927810587	-0.0429175323828299	0.492267670179814	0.228835518169897	-0.342430316761543	-0.182393209446838	0.0911848710801511	0.330814261526004	"S07"	0.553431103428833	"IS11"
"INHBA"	"INHBA"	0.600904059773691	-0.179649329419951	0.0374049016742743	-0.0897973280387689	-0.0777869309991457	-0.155977839038762	0.0994907745900539	-0.384919117373479	-0.328146418497122	-0.139581169555248	1.05253400816542	-0.0428270708708522	0.132503377535071	0.0748706962482857	0.143379509361237	-0.386235509915108	1.85544265205501	-0.116389274495635	-0.209789947781165	"S08"	1.85544265205501	"IS17"
"LUM"	"LUM"	0.384670358790396	-0.207004997644485	-0.12041875172493	0.223946249741771	-0.0963901523174521	-0.111859886424898	-0.11519011240236	-0.477440464025937	-0.178666171364775	0.334990851724029	0.00520419159126795	0.0748254823503289	0.345338274198035	-0.101468385718404	0.101347956715546	-0.302807984461403	1.82488137029523	-0.175347351847525	-0.152709470196426	"S08"	1.82488137029523	"IS17"
"METTL11B"	"METTL11B"	0.075358122346024	0.132646569525855	0.0558650195490212	-0.205387544953522	0.414824781047651	-0.343674957940481	-0.130172561710188	-0.12619505396566	-0.137665847653993	-0.440312126102311	0.109266485198297	0.0523778241482795	0.340842532714897	0.432236650619149	0.0736686117270391	-0.262859537640784	1.80236085887388	0.0748320506778297	-0.110863514853555	"S08"	1.80236085887388	"IS17"
"MMP13"	"MMP13"	-0.056307909064102	-0.153593993271264	-0.0924346596783272	-0.15339219072669	-0.125248923319627	-0.136875634989787	-0.0995210187232102	-0.174931477269782	-0.130591099136785	-0.264045503974609	0.4438291557528	0.0202188642196636	0.383595630494753	-0.0136035203289679	0.109625248595745	-0.217738522728344	1.71529052190501	-0.038866883801004	-0.0637390121283326	"S08"	1.71529052190501	"IS17"
"RUNX2"	"RUNX2"	0.0770518254485066	0.0116109895575269	-0.00119257982950337	0.0221836982321114	-0.0708786641664215	0.0924484122508843	-0.0732661352948762	-0.234742234191952	-0.0219293455244888	-0.0794103907980175	0.0725309735295852	-0.0133081384868821	0.00704358360706076	-0.0133530873874876	-0.0473886186257026	-0.242373223031962	1.56450257001732	-0.0256919145902968	0.0159316558503972	"S08"	1.56450257001732	"IS17"
"PDPN"	"PDPN"	0.443760395496946	-0.103639456771983	-0.157219604371173	0.143015719338658	-0.21437856407976	-0.17033272118329	0.013551275444796	-0.457954482870092	-0.367318886901531	0.348978581998021	0.758721632400396	0.00628512555154399	0.0958222059440854	-0.126042447174864	0.228983332023248	-0.408774929132282	1.55534472878153	0.00962348223781874	-0.0631573689021069	"S08"	1.55534472878153	"IS17"
"GPR1"	"GPR1"	0.0602294411142688	-0.121203768857935	-0.0942732758713762	-0.0589495688252767	-0.016448914691184	-0.284794835528898	0.105867387172446	-0.305421654593252	0.805059514803272	0.125886471440724	0.0107613608724062	0.0714224304874718	-0.00470392378234976	-0.11462577909482	0.343703716531529	-0.317761759281583	1.53128218748643	-0.161150085465739	-0.201949667160674	"S08"	1.53128218748643	"IS17"
"TNFAIP6"	"TNFAIP6"	0.447186414281426	0.0984645803298304	-0.154870469017475	0.0377789599680171	-0.0949129807659979	-0.230890086097081	0.130998455317007	-0.395023506947281	-0.253361981117668	0.140783386378436	0.547049253550188	0.229021312217141	0.200872634485557	-0.135163027636197	-0.0393361015842169	-0.271339763115793	1.44436164179712	0.260721410085245	-0.138968855842069	"S08"	1.44436164179712	"IS17"
"MSC"	"MSC"	0.436031400444289	0.077966695326256	-0.186972112380218	0.749636769103919	-0.176622598531022	-0.217977088117387	0.136271048723484	-0.571281663143114	-0.412096835175621	0.147269261308268	0.293566810057304	0.31286744803988	0.131423478741664	-0.193769867089817	0.0791504904107064	-0.287313868557882	1.17729221679346	-0.00141203093706123	-0.0145010851696419	"S08"	1.17729221679346	"IS17"
"AXL"	"AXL"	0.462956104136371	-0.300238246467844	-0.149294108565792	0.0825165134558772	-0.0727302458597395	0.130203557116666	0.174280664292327	-0.38794384066221	-0.24781290525333	0.593873308724851	0.574347699124733	0.00387482993537453	0.0768713282387235	-0.0297120568174936	-0.127978395446832	-0.323924926308783	0.941335832450184	-0.115169881098397	-0.0729695506386349	"S08"	0.941335832450184	"IS17"
"ACVR1"	"ACVR1"	0.242263919085549	-0.106401268333128	0.507618513155635	-0.0340215420876159	-0.145383467432129	-0.0472014244059136	-0.170943967879449	-0.20210408190841	-0.193784846897251	0.37085818724391	0.237959431655139	0.00145015681733328	0.152375693104244	0.00714353466575081	0.136677499159196	-0.416109404535217	0.840778861515123	0.240820827506762	-0.327962458294887	"S08"	0.840778861515123	"IS17"
"NKAIN3"	"NKAIN3"	-0.115762970511949	-0.0254817484047707	0.0514421017544047	-0.065131487395837	0.321437480132568	0.252439721038672	-0.168381654447117	-0.0119268630260476	-0.0367776579336137	0.0401749629494179	-0.113855546249157	0.386488738964239	-0.0185311989467809	0.217100670888801	-0.113955001575629	-0.141881550119046	0.544891792482535	0.220143133232354	-0.0933854068443302	"S08"	0.544891792482535	"IS17"
"GPR85"	"GPR85"	0.386415745021755	-0.0905830356424143	-0.0182180252277051	0.174761906185991	0.297043975326782	0.128045441735412	-0.0979029515514503	-0.257881230081498	-0.189581128280253	0.157488804618651	0.169322241049275	-0.140911847551743	0.167067488305329	0.0334467383104291	-0.169101122448466	-0.275017112968296	0.493783784003623	-0.229519694697505	0.378807124155299	"S08"	0.493783784003623	"IS17"
