"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072004"	"MS2010072925"	"MS2010072930"	"MS2010072932"	"MS2010072003"	"MS2010072019"	"MS2010072024"	"MS2010072037"	"MS2010072040"	"MS2010072908"	"MS2010072937"	"MS2010072036"	"MS2010072042"	"MS2010072813"	"MS2010072827"	"MS2010072828"	"MS2010072831"	"MS2010072838"	"MS2010072902"	"MS2010072913"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"MS2010072001"	"MS2010072034"	"MS2010072805"	"MS2010072835"	"MS2010072904"	"MS2010072917"	"MS2010072921"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072026"	"MS2010072038"	"MS2010072837"
"PRKCG"	4.50823810947741	5.60444787229219	5.22056505893705	4.39768264544907	8.03667183221684	6.90559786912151	3.5319471354162	4.13162627764325	3.05560738149176	4.14922388277305	4.55329418338005	3.58071123031339	4.03522997768463	5.86156196938657	5.80262988373612	3.43470564618057	3.33178674826638	3.33379085321994	3.60982862590695	5.56536242291014	4.00748712001028	3.6483050560315	2.87948718697363	4.50529870598758	2.98954694671479	2.85250740596777	3.27843755564865	3.70753213709406	3.70966133244039	3.55867116090162	3.30654288533652	3.77803208284581	4.43459677546693	4.88176833171092	3.8370066791079	4.0273105907535	5.72894531026656	3.3165596530376	5.21794376066504	4.40410401240846	3.60379404260871	3.95969872153524	4.97900318626662	5.0225444312522	3.70897042127849	5.90310631962624	4.42372996641298
"LOC728671"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CYP1A2"	2.32343088975317	3.26246436838683	4.08970721059922	4.2703665451132	9.37423728427951	3.32211049919799	2.80989816285406	4.01684575458547	3.60258735909962	4.08607445480743	4.24419359526914	3.35969247534782	3.47050378744208	2.96102020318637	3.69299466106528	5.14227335527432	3.94959290271144	3.63196544741948	3.21847870540987	3.53418080698357	3.24516049868376	3.89854461192913	3.74501208544061	2.80726316356154	4.70661064994244	2.91409816098077	5.55011941886632	4.5315568404328	3.83823449664258	3.68559978250733	3.41818672830491	4.83056617776446	4.28744936937004	3.24784333164793	5.45320919067951	2.94475130726518	3.42935775278573	2.89863755019995	4.1317794505811	3.89785045689085	3.10201091156514	2.8379739770872	3.88243262857726	2.65485488210142	2.5022500738519	6.54820630303799	4.19263675364231
"CCDC135"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100129596"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TMEM132D"	3.00802641790087	6.07765731108361	5.38159717650365	3.66505027628582	8.02501023497185	6.23688141891456	3.34386918021402	2.99540700109809	2.84397598435378	5.67310354292882	5.58891669796435	3.00811348781922	4.11974374697729	3.85737141405831	2.95977403732867	2.30245848284566	5.22423098625276	5.17418259761576	3.19145619228771	2.73243599987961	5.14877255214132	5.06421358543586	2.6570174379103	2.03173283318983	5.4442487545099	4.8923036638472	3.04325242001144	4.98504451344999	5.08874499452964	5.0215625139759	5.72068368384697	2.10349894375903	5.37966667707584	3.08585486673635	5.30559104225294	2.8165699927834	2.81871159450397	4.87295313239329	3.24564342399418	2.59948815603159	2.65413032286257	2.38339514419042	2.95190608954296	2.8451740878235	4.99086756365447	3.54760121831665	5.6915712736384
"NANOG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IGLL3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOA2"	2.72114862249687	3.59377270956919	3.88571884108092	2.92357149802634	6.74702692822137	4.26263793437354	2.53051236777024	3.09530206246109	3.22032755961831	1.3211837491336	2.61058992722464	2.98740898625713	2.55355325659508	2.96005657385055	2.23295582505803	3.01403669924943	2.98944807703827	3.23611654883782	3.14894488386765	4.87931486895947	5.05504200457746	5.50581576602803	2.39416251314291	4.16635149244635	2.98460960219167	1.55177644398993	2.51963421548044	2.85584269771437	3.19908585993426	5.34674567274554	4.36121799721781	5.24822319369054	3.13523137216862	2.76685971109384	3.10087724550939	2.4920545536496	4.71590598072431	2.32729345677711	2.7425325787949	1.3521454763766	2.38552544670747	2.26375439127533	2.71260842120982	4.2066136510484	2.49913339655718	2.40072413999928	3.03879089112703
"HES4"	2.96633209260781	6.42698019132524	7.01744217350787	5.07458924241632	8.35421143059029	5.1467856958865	7.19165830665616	5.40433256503577	7.20162588726574	6.2169101235277	2.49599728352752	5.56336806598326	3.61006758120041	3.94809828534703	6.99433062098882	7.46199671259122	4.13838152827437	6.78279841493117	3.66161875573228	6.0689585802808	3.53678456924777	5.44165120387433	5.82966919474083	5.96207122057354	4.90816203966427	5.01083738961454	5.40880831354591	5.56301875748905	3.79742277591463	4.48327386552562	5.87109881532802	7.28640329498473	6.34859873563955	5.54061850317552	5.91378328837899	6.30524267662354	5.70675063739123	5.51214890902978	3.62266754288497	5.148947918039	6.64795406870673	2.05998309051882	5.91502755169512	6.08301260729398	4.47550322165143	5.44855627754437	8.23230927586656
"RBPJL"	6.97455846898645	6.4803565821939	3.14124600807075	5.0881764386332	7.3985928561986	6.25019652152803	3.44948300770304	5.12493113182415	3.457367215063	3.28815561580088	6.13731698219932	4.56504495079819	5.05024404897042	3.21748013679698	5.38790815541187	5.66079674467185	3.97480511704242	5.70893570581467	5.5099688415775	3.94126732957891	4.3642098921384	5.71416293694868	5.66966309638589	5.75983108567276	4.24949670167431	5.09962504111305	3.94254810900945	3.16648412549414	6.21362181871326	3.28037043323207	5.79173467391671	2.50964971027791	2.05523288861776	3.15946225489244	4.09031317795068	2.11377544312742	5.43632043572339	3.78409235504597	6.94879695400277	4.27933996120715	5.21354263912826	5.92574713642362	2.94040828684399	4.89645989599957	4.123751061407	4.43094903112358	2.95652486134301
"METRN"	4.29788614955083	7.13096817282481	6.02343444792207	4.60943510433699	8.39172118010081	4.46024047396605	6.18355098254022	6.17126969102123	7.51931710200376	6.66501810337994	4.62895695611759	4.33752929217045	6.26403509944045	5.96810844286818	6.35880499537871	6.33778171892771	6.24559940964317	6.52529159762673	5.64374874550441	5.72097263126144	6.36951791323691	6.30006213247717	6.20341798386663	5.37012314517493	6.18648903493322	3.78614197564679	6.12521647070505	5.40363950522647	7.06485119139358	5.54082334099961	7.01847640328312	7.08503353925445	6.92300720317374	6.29058410593096	6.40036304014243	5.34567535932734	5.91966468840438	6.36639069075085	5.69971792486447	5.35986890224077	3.9457688888051	6.10893845964364	5.36006660480054	3.36494301725302	6.39215811787841	6.27510236576563	5.43137358203446
"C21orf84"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLIP2"	6.41194167287656	7.14787276810513	7.15881685088893	7.75597957182395	9.61975345927751	4.02969504061488	8.27734012696198	4.56672774653604	2.67503770081486	8.23227001051259	8.43253658267461	6.51234974092665	5.87422936745613	8.20980828660425	7.42728708908781	5.6543026244911	6.13179143259326	6.27849199278774	7.82000396549326	3.75503438656871	8.64827086545448	3.62412992070241	8.41091266200368	7.33860401848857	6.85303126165199	5.31853504123705	5.84302376176034	7.76380794150479	5.9828368333617	6.90046984260299	3.83707823247969	6.98547585744022	3.80898984679463	8.21787321445693	7.73925762828515	8.45353664996156	8.26801431655753	7.93688938473161	3.22121397034456	7.15948837544107	7.19554624303813	7.70589864904526	7.16663782218537	6.51027985077656	7.41398341895492	6.94144824015722	7.63900128437637
"C3orf20"	2.77355651711643	4.03883869284607	3.17167014565127	2.37354140446548	7.12143062964189	3.03262086853458	1.93999989064633	3.02540019539836	3.57268850083016	2.55086145087355	3.1534681668027	2.87656413454811	4.52320270379089	2.41347101713304	3.10968841990519	2.78059094043229	2.92208066566228	2.24079752525545	2.32394110905376	3.65696960586599	2.12638275801501	2.77843907611678	2.075786693544	1.95352627339287	2.37407399158015	3.51023912685043	1.83432616049189	2.01267081567724	2.95409876850178	3.55937629847105	2.69183231512863	2.22432235520211	2.29176136644235	4.31459509783436	2.02429165317095	3.81315556440832	2.18160800175864	2.16118826650187	2.11172561672057	2.44626800637088	2.93464317300991	2.89068659413643	2.27450769095337	2.28701501324238	2.90891780532757	2.88456045169111	3.06114549207362
"LOC100288420"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288414"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288658"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100289179"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FBXW12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACY3"	8.48104119208959	9.20284665909254	10.2280098941464	7.69421439826997	8.26795862598216	7.98840210450252	8.33325638267734	10.2266694763928	11.452298778765	8.79415682563328	9.47542141548758	9.96127068643791	8.435904081196	6.45099941096505	6.27023980308654	6.49671666208243	4.85759754485308	5.50630047266748	6.72899712956502	9.35410335195321	7.0086931416921	8.85008585283894	5.11795204155913	5.43389753182378	4.88940839980838	5.56158134965624	4.5764933600966	2.69138415700994	7.30440896414395	6.93643515023818	10.303423144717	6.98945408377968	6.10521639313547	5.59665005124778	5.78470844827694	7.19006368031506	7.68467013472672	6.01573576165847	6.76361953436978	6.64916548138067	8.2679454398403	7.42308887669553	6.37625205613719	5.79487956186014	8.57585976931624	8.75060655546785	9.05697237684999
"SEPT12"	3.1281758904801	4.4665434454701	2.77570003009606	4.01045602621858	7.80728484523288	3.43429584197703	3.8231440097629	3.22355750080317	3.27735103850656	3.08024589739329	2.41337857116694	2.51029348938228	3.02403465141197	3.01440640602509	3.26525293836399	3.30981382938953	2.23280754982537	3.52121752807082	3.93482052585762	2.62564466027137	3.53613680672127	3.36927256735665	2.3366184877016	2.70317300929733	2.20340610952134	2.53958545021294	3.53322564375228	3.6065918853655	2.18013294307703	2.90387164163255	2.4122178676259	3.36844992273745	3.57608399379175	3.82600649486185	3.26738959876019	2.52790369251109	2.62824125685662	2.53094311831105	3.25763613143714	2.39792955186064	3.36628045080649	2.5891310697124	2.81849910756711	3.56294212422147	2.77566392002164	3.15539672024449	3.11954882864492
"LOC100287647"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MGAT5B"	3.77475052954924	4.72745484056232	3.23352242297336	4.03472216638956	8.31826317788599	4.13279360581735	4.45927351848811	3.68055142024956	3.55843811976671	3.37576958685425	3.8026156522515	2.88747806125187	2.59151095835212	2.76392159759833	3.48442502399883	2.45512444098512	3.0309227355972	2.65233418939916	3.09050028437224	2.49189120547823	4.0780914165136	3.89353824303399	3.47506605103994	3.61690339268079	3.86534591390688	2.81716948462288	2.24751791677056	2.758724150905	2.94080861724394	3.26874140926393	3.4274226853139	2.86620426044464	5.11261017410424	3.15459378450555	3.68020730473985	5.26468254324132	3.52388645718958	2.6695107223791	4.09396989029408	2.65546278374273	2.16531314836694	2.96073711294546	3.43722078002165	3.289333863174	2.87796347922337	3.49668899483945	3.34520989060149
"FAM173A"	9.38684557422826	9.03233978336646	9.48777938828232	9.41054286249615	4.75165555506259	8.99283494601937	9.40074185984892	9.25648740005103	9.50158593558613	10.0379985500271	9.7230201924272	10.11449418952	10.1123236048074	9.1670962165256	9.92516012882904	9.70014637191116	10.1588584241764	9.67004625112487	8.80356547604135	9.54332326927694	9.54388764501734	9.83383256833725	8.82008923905369	8.5649135819755	9.16292405789191	8.65531868230098	9.04168212634373	9.12222801434635	9.40996218864334	8.41441888337769	10.1873539483902	9.2531759687526	9.31934188874768	9.58901105966278	9.36719019665423	9.30087072376821	8.61453968478824	9.36903167011453	8.7188295838963	8.54041772076954	9.37025159821884	9.28189200628126	8.84826385927301	8.8785436660501	9.36444723366239	9.21887661892199	8.71905192170093
"LOC100286968"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POLR2I"	12.4325305343146	11.2543504474862	10.875763287156	10.9100184538139	8.9686630073929	11.257389390976	11.3459493061549	11.3248567218489	10.6691490502063	11.4588765722392	11.2800247489363	11.5669870720651	11.697602660054	10.6683417117963	11.0470949169055	10.2051245198373	11.6755349930777	11.2691744810431	11.5692638373345	11.5500711321823	10.8779684982678	11.8303253574884	9.94048867964022	10.3436237424758	10.1458396967119	10.7587967848138	10.0506708082405	10.9218872177937	10.7223586985604	10.4985195338825	10.430438910274	11.1185305984595	11.1595013607853	11.0914898437819	10.4592400949154	10.7970295976558	10.9025443079117	10.4267655082482	10.5565429362128	10.1348899502508	9.82977677740993	10.4817008774461	10.3204595528154	10.9025907736162	10.2622674363859	10.9295961298201	10.6916213085349
"MRPS24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100132169"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DRD4"	3.06080686667518	4.64262168428881	1.83674905601063	3.14809833939814	5.72817142378516	3.01099694671693	2.56970918251555	2.09502807007271	1.98466132302127	1.97046642151428	2.75769303534621	2.76497836314204	2.9996815383006	1.85802933217211	5.18233172943306	2.36693930569142	2.73784644952985	2.37518061695539	2.79711204066151	2.04818597874548	5.62705525736532	3.25938605305935	4.63040168087342	4.68249391318905	4.77657668906708	1.60099953670324	2.49784569957365	2.42190587533072	4.01089543861319	2.34041902124294	1.99797438058858	1.95451507002664	2.15747833656448	1.95884919536789	5.48526887246802	5.39585299489083	2.71103806770592	3.0304035701662	3.26362349362023	2.47970600047242	3.09484843022081	3.02497557509259	2.00691033793505	3.98820723965229	2.98654959979582	3.0034075852755	1.78737052044405
"SYNGR4"	6.53294287281474	5.87038192300459	5.8325285963445	5.48323304816787	5.73375237765516	6.08496265064375	5.9879053097587	4.75222278783874	5.27595058818558	4.48340388233615	4.60109488188594	5.71694766836243	6.31205326038116	5.23942123751353	1.23026278230883	3.08891147251058	3.76176304768862	1.90028163968981	4.18253192188439	5.03431400961206	5.68264209470644	2.09085887523518	1.09784824393693	3.52167840729768	4.31609952566126	4.73656193594343	5.29625293207762	4.7232763391259	4.11404003926972	2.75373657930315	4.8494039198343	4.86227828625234	5.17100187592229	4.07228449624825	3.35048104330907	5.37498581511527	5.76447638173415	5.16648804354351	5.25437244539698	4.97291398642432	5.40973933315306	3.22698852849831	6.11204148176919	4.15757114123882	1.53793510887544	3.74568230179708	5.05260028994357
"LOC440829"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TTMA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP1A3"	7.5360435591587	3.08112438252763	2.92608975919551	2.1379827607168	8.21144965336745	5.31408379947666	3.60627130245317	2.73189521044797	5.15872521681688	1.7412647373117	3.47612529071042	5.72400942327508	5.23522801552199	1.61445294352181	3.21749713124257	4.50666447393377	1.94033802296906	3.97975547500663	3.41704881026594	2.6833064712395	4.55129910639305	3.06715419203436	1.57732598776723	2.64458117804374	1.55650158039697	3.31124879534779	2.23519128944404	2.33279050650835	5.30050899909386	3.93051951918363	5.71697713243757	2.23290679536557	2.88095240320969	3.41695200410123	5.2664523945522	4.50586139298404	1.03721503580332	5.76526955210135	4.27234793476914	2.1442446280991	5.29477501070632	2.50008135633649	5.06381808392956	1.84988340078992	4.17484521418195	2.86828875563228	2.03874989049102
"G6PC"	2.92270068412762	3.84940902275489	5.02791797754057	2.45407319886996	7.88930554419172	4.94457069967177	4.05250104844272	5.08401872917914	2.97680612668966	1.9062561558301	4.79181036569085	4.58293660813611	4.3905938102033	2.42140757321366	4.64632590800603	1.79554033077018	2.1794345133339	5.17985878796773	3.02666505929397	3.51347034538926	4.23088223666183	5.01073452571246	2.42235686965147	4.11221704971251	4.0130129795191	3.87114569903925	2.36044593885599	3.56565255061534	3.02136571629644	1.51257543751119	4.27509861829389	3.7283428399891	2.87933659104814	3.67223050301279	3.68143413483644	4.37568900858165	4.34825387674826	1.91349081994053	3.0190824543596	4.9213140086939	1.12930461111371	5.15693994692094	4.86890107153038	3.16540235069935	1.72523033879943	2.79655218538198	5.21631276463244
"LOC100287283"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZNF771"	5.38839596653768	3.7418571480852	6.15574029289036	6.98511470922416	10.2361218045125	6.10326150759203	5.76171860501067	3.58594673336072	6.38541082532512	6.07935335512828	3.36076019022325	4.76762454700423	3.25697662554214	6.78447683965889	5.15083272387976	2.95844880793163	4.90218501439308	3.95799967865516	4.73580693019616	3.86022698768898	4.16778020323437	3.85741321326581	4.3852115421797	2.22276979882583	5.63576276140554	4.35835651234424	4.80314338389542	3.60512083703223	4.92433355964243	6.37270715787962	5.28716551516685	4.35793874739785	4.76789162211085	4.86541515136603	6.58179571653294	3.36728899001345	5.22834288775525	6.38775074823579	4.30553179758466	3.82714703703744	5.98673212735585	4.71656590569874	5.66852972410278	6.60352149738555	5.68795821697964	3.7576926099173	5.37873815901115
"SCN10A"	3.98838986871578	6.33421525637454	1.94503845512462	4.65633562093771	8.21161380058852	5.93949682992632	5.31998850788621	4.8677627835182	6.39980015446806	6.2078337120855	5.23125735015355	5.47424777682841	6.27417041109214	3.03270987914412	6.15097480925504	5.68859264561436	3.65466664843965	1.91542463523262	5.62333582717843	2.00397041821886	4.88533913305858	2.70774883512088	5.68149935843776	4.17826013597517	5.73867104446874	4.51171281258854	1.67942983781515	5.07162026333337	5.9572531367761	6.28736537357078	5.10239837131893	5.1799256400443	4.54913518157549	2.207099876309	3.42235925082323	5.85091519093345	4.75754128911184	6.61517975357868	5.78602776563149	4.02034007642368	2.57367553521073	5.15735336578899	4.83176942003726	4.43586614304857	6.30204286820465	5.92316734509857	4.77236533933712
"AIPL1"	3.65404010090239	5.75768522991175	3.5868705795485	6.59165459963981	7.33385352466604	6.08350763964233	2.9001201984855	3.55520860874831	3.7781454254786	5.43094599873345	5.17162376246479	4.76685687244906	5.04591983550586	4.16882311716713	5.44270791937999	5.33736189307176	4.90146353511182	2.86067825892293	3.87732621586038	3.53306931275236	3.9776050218434	4.02400598741352	3.35151807272176	4.19243832718005	2.65390792848931	5.12620787541416	2.59506047766748	3.22012568431254	3.87432326898565	4.10612514780689	5.76173065924024	4.02309318558424	2.50977577444705	3.36836992846587	5.92232645736803	3.61837031315105	5.67982451732019	4.00707545290379	3.07335101730292	5.50379069465213	2.59050091425974	3.86332035480459	3.85595737500316	2.43867520062581	2.95547103285704	5.76173135483574	6.37132933180165
"RNASEK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C20orf195"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287751"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRND"	2.84548975656711	7.56155321694648	2.70974753458362	5.44994998053944	8.73549884053805	5.70167975831019	6.64038370929621	5.73367811581645	4.36057915772144	6.64161553219255	5.94078020966882	4.86466942428608	5.80662500545111	5.06303518094795	6.09268065113466	5.6930401611384	5.27617130702911	6.65758714247496	6.06959577642404	5.1465790384737	6.75205814430859	5.75138518023596	6.90081982485659	4.74435348598966	5.0311298786648	4.91383225594323	5.5019653081672	4.94223680896268	5.10065406995405	4.91744828380084	5.59339537353042	4.20122653249253	5.54963158934762	5.24538311908	3.06136913682378	4.57995624710453	5.59350329705109	5.76716103202051	6.15835108860349	6.0238413340585	7.19781105957516	4.82530724658274	4.61783643880833	6.40314284098409	3.92691200581934	5.49825283268839	7.99236007767073
"LOC100130958"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288944"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C1orf189"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100289498"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NPB"	3.37862206940129	7.94257667984594	4.52877809596604	4.16549784390827	8.22376634224343	4.96467700554272	9.29822895775673	4.60779015722566	4.8489312827166	6.29056510780739	3.92432038813183	7.20228231953255	5.0316819542316	4.50105560544127	3.96180260341214	6.8249015051565	5.21741626090486	3.87912429545346	4.29769077419883	3.04825531617865	4.79616672885683	5.07733463156323	4.01688027956658	3.82241536143722	3.89629225052387	6.07538963414428	4.73866716063623	6.96709545564846	5.15519323688373	4.58378352060752	5.7333862822056	5.97403629577315	5.03773489804184	6.61667131864273	4.20673008089196	4.01393098730061	5.74830028189663	4.06344047627056	6.22917205921635	4.9068226674347	4.79145163479639	4.14235280550482	3.37310526165898	3.7566552027701	4.19642654403134	4.23739348711576	4.13428397096774
"PADI6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR2C1"	5.89840061267018	4.62292755211291	5.84369600039033	5.34041894808138	7.74496323239203	6.15874303411634	2.88655997088999	3.19514947934992	4.32794710700943	5.91260321746365	5.92870228429114	2.2618171825159	6.51198325086323	6.03349792241866	2.74157313376363	3.53837724737211	4.63887488124188	5.96578149213285	2.9629253098148	5.36665430400941	1.92015802950332	2.74263268572853	2.32254928398079	3.64868584877472	5.85140836570111	5.94880280479038	5.38314667477576	6.01599060993937	3.87706556507837	4.47755773620613	5.35587388842443	5.22013849803316	2.56460196779581	2.85311772866261	2.47760925562936	1.96203064809593	3.13136454118869	5.18719850827155	5.72907088321911	6.44520205445572	2.02377971603764	4.98865892355751	6.25944363134713	4.70182374167139	5.53821711374065	4.21283459027302	5.62460832037323
