"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072004"	"MS2010072925"	"MS2010072930"	"MS2010072932"	"MS2010072003"	"MS2010072019"	"MS2010072024"	"MS2010072037"	"MS2010072040"	"MS2010072908"	"MS2010072937"	"MS2010072036"	"MS2010072042"	"MS2010072813"	"MS2010072827"	"MS2010072828"	"MS2010072831"	"MS2010072838"	"MS2010072902"	"MS2010072913"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"MS2010072001"	"MS2010072034"	"MS2010072805"	"MS2010072835"	"MS2010072904"	"MS2010072917"	"MS2010072921"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072026"	"MS2010072038"	"MS2010072837"
"LOC100287000"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC113230"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SEC1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100289446"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZDHHC19"	4.27893149885193	5.09195739233724	6.19660946737241	3.4534573971831	8.16677853514207	6.5322848353543	5.23318593795568	6.22745032559659	5.02158243167556	6.4878914211569	5.22003564484072	6.24563851095491	3.66021365453433	4.27819027179735	4.2357467042909	5.23968749520579	5.38673507054653	3.9839052519966	3.91280679605596	4.04910742441898	5.11628379029597	5.6117444007356	5.33024547906968	3.96764412162693	5.93735329621377	4.81756026200761	3.20227253004508	5.23568335103061	5.9944482055871	5.05040153984044	5.30982475619223	3.97028130076678	5.27300513639488	4.50912984913931	4.76182213075915	5.29236797927308	4.11929083036258	3.08347403229102	5.70127441462052	1.87158909405428	3.81979919245043	4.29293909984867	5.8614378992036	3.40423732310174	5.55491359697412	4.55366349046157	3.97344922209239
"LOC100287998"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KEL"	3.2768379292272	8.87080727779995	5.93473747523541	2.41581181741043	8.04922831558881	4.92584863229833	7.76349038715478	7.13126907052604	4.18501189255949	6.08615100363835	3.00476813298762	5.37922762055009	3.2197574685897	6.81666652208762	2.98871965852954	6.41239695409764	6.355505313074	3.3336986258311	4.09397838216932	5.69253826671469	6.53661410892342	7.04466360456217	6.8340299871542	5.51942665107537	5.94394597623225	5.1968353229433	7.82909892105311	7.25875195501866	7.61526501796788	7.61444845389215	7.09795009611689	6.18092934755397	6.57202765202732	7.44500192474294	7.14068027681339	6.36905699489067	3.9445824221082	6.55950858825468	5.96963692804534	6.88491618315107	4.14593882000396	6.96700286782036	7.99353123017531	4.80455634981287	4.43933893807664	5.47593217663555	4.29721810668278
"PRR5"	6.17834826870047	4.39398720786989	7.10232038902448	5.10496611161226	8.72095714554825	6.2200454843681	5.3940591396543	5.87376733871405	4.66279504730687	7.18533922611865	3.47159378840232	4.14543282892062	6.33393378893258	5.9648720130793	7.97030576015568	8.13107212432571	5.15968162761307	6.7695950884179	5.78477376444069	6.34131613499002	6.26412870855268	9.30430436636749	6.61605515349563	5.63464346548071	5.94564196116016	6.55131078598628	7.48926101402981	6.86437258255791	6.43671237914912	5.94708892420268	6.58148121009617	7.26558828316359	4.53038079241714	6.02870466185137	6.70840663131011	6.30330287999393	6.98128520001962	7.34609313231998	6.45971094937992	5.29282932835967	6.50142180109315	6.2036422781661	8.40843308130224	5.55077758007165	6.73384202855946	6.23486202228457	7.48553920195761
"SPATC1"	4.04837650984774	4.65291059718866	6.02902329901931	7.56389133705478	11.1308352087306	6.98321608841369	5.80492367289332	6.44145037084354	6.79473423669063	7.68316275365908	4.01560659578166	6.0578750559285	7.03711181346444	6.62495916116327	7.03229101779556	6.2942602890445	6.21513755173763	4.50576142679656	6.00456778242373	6.4453588520205	6.27720713904222	5.11491622992016	2.64510280136896	5.49476111214153	6.96044113557496	3.02314041712368	5.94945161811817	5.71231631986595	6.36105538009374	3.96881343856334	6.61129260954918	6.81811883317434	6.66991849695557	5.95191150948792	6.20725791574308	3.87381555039447	6.00049347463471	5.76701028760215	3.22140123127457	2.67821263263689	4.59840752486916	3.59218706173593	5.32737029144886	5.48165628486069	4.54075249608644	7.52126200836555	6.50290879085716
"C19orf60"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SIGLECP3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"P2RX2"	4.27837970791716	6.29812873275468	5.23509043734175	3.61517804377307	7.57755757618996	3.95470224529065	3.38285974739249	5.71563121678241	3.95968000874202	5.11273697472133	3.53911143576722	4.27103575055583	4.62212817639216	5.47279753187098	4.08437516431893	5.17913635492758	5.59040654549288	5.6991916012624	4.37664098898535	4.80711930308532	2.50792476345591	3.60741368336764	3.26376742219865	4.2203582192002	4.06064862556683	3.76019978805304	4.06751851056578	3.17915495887583	6.01926887499951	3.67973167645816	4.8584758535416	4.42707144811833	4.46297339485881	3.74766016451761	5.5377203806363	6.11317747151704	3.9465118429428	5.76737431864094	6.04914588763326	3.39884180014629	3.14743122337752	4.45738907053232	4.05408772975545	4.69504657069712	4.26794095700295	5.61802594551568	4.97329858041323
"SLC27A1"	7.51026666974758	8.7749353234768	7.41522274642377	8.04494754601579	9.37137435881	7.90997871151369	8.49217877489158	6.73591400407233	8.26351979369765	7.48833524181533	7.47682383576175	7.5266018658396	7.25078433818606	6.83730810069692	5.60401443348929	6.08265444254261	6.70528037750535	8.04802784445793	8.06575307860799	7.81926925124966	8.17609245279405	7.66573279037714	8.82435748012904	7.69179007915572	8.84742277772731	8.16072780635364	7.74166713411097	7.71159411670289	8.26083963877828	8.29048267272363	7.2934635670079	7.48476783034665	7.14107577505572	8.34846278774189	7.74848440061244	8.09443621594216	8.33702710335864	7.94335884731276	7.19012207078628	8.07477556216485	7.79074958125213	8.73132553636004	8.0714623903685	8.85805755608946	7.42529982129416	8.61439570810395	9.02602558387658
"BSCL2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EGFL7"	2.96182158264077	5.82731649635328	6.14771056172701	3.93306812668948	9.04422053733159	5.51290747264443	6.18010671389933	4.15385379247709	3.1408642389555	3.13360004708798	2.77460667807799	4.50214515437392	3.72031487096614	3.18648800411226	3.07526837364057	8.51793707875531	4.75551319955836	7.39146926320237	3.15043383279236	4.02574658314276	5.12390357716793	4.40186206671223	6.81871590350951	3.02394720348476	3.67630335829865	2.67772528795204	3.74760327824224	2.40754548059103	2.96784898053567	6.411388441559	4.09062341024462	3.84204270720104	3.23932851272363	3.21548805145708	3.09494825048237	2.48901156517775	6.68728220855096	5.45912134444989	4.21667815515898	5.78163888232252	4.5047708661793	2.68857248591661	6.29690418856957	2.269028053383	5.71112902342829	4.65449577919217	9.06307652365214
"PPAN"	9.6696107455507	9.53532545723902	9.07277266071508	10.2905464884132	7.14824981375767	8.72819047746545	9.12173762206568	9.31385453507655	9.75671113125305	9.73227724252879	9.23959792739	9.75987982590484	9.57460461156517	10.2970083087844	9.54672172866822	9.13279953070663	9.87972664038006	10.0693383602028	9.43934474107954	9.69363345648971	9.1443188304063	10.3932149169847	8.47295858688723	8.68713685246244	8.39845387989372	9.52064453425411	9.85289864852644	9.85496442321109	9.42395522099119	9.02972839368504	8.97238609729332	9.3008635940071	8.67326742106203	9.98298728347608	8.47639726291516	10.5309251024587	9.11910030893461	10.0683224110875	9.52576369435672	9.44078016405153	9.81315014568876	9.35430776938831	9.40621934617666	10.7003095485251	8.72766512371167	9.90865923643037	9.40726075505848
"VTN"	6.69558151399857	6.98350471305824	5.40244644708787	4.75450323844967	8.33935211449455	5.89409106250119	1.88950689995048	6.14228489914314	5.51671493466247	4.12417328253926	5.37057895479345	4.50242386317041	2.37051976036527	5.46133108972866	2.77685198583485	6.32221376244464	6.26566683897258	4.40982550629093	7.15551075281553	3.85534477133544	4.54714139539249	5.90996367317483	3.69339709298273	1.88809612161056	3.04491436048026	3.41640605087178	5.76299549557892	2.02446857045041	5.99594028741049	4.08455700846023	4.6154151757852	6.29448749064671	4.89260374682276	6.60622011583804	4.5962967957098	6.19638337030588	5.50291888050761	6.12370190034222	5.06731907879548	2.45310166410464	5.62144665351348	2.88115003341094	3.12893784418569	4.78266178316073	2.60678873266849	2.32734994154453	5.44787118404274
"TTLL9"	4.90508968653833	6.14931182351483	4.63880586072081	5.26983971212586	7.54384801073402	2.86820776561966	3.61626356432123	4.35605557908127	3.14931250474154	5.1793797866486	5.9909646138913	5.18011699548482	5.15026538497521	3.71323454892553	5.61447447830008	5.28821202115262	2.63765059701516	3.49600765532565	4.22986215258088	3.25237051021499	3.26550333026162	3.82605643564527	4.75250408575304	4.37746011149986	4.33117025234693	3.23822245142741	2.87751018244645	4.08561605739083	4.83423822452038	5.82486257426207	5.77536532104981	5.76031290647492	3.11907074901862	4.8445457066874	4.65736581173813	4.66682571063959	4.42673384353001	5.86550344210329	3.92378214267851	2.62984501530162	6.0874458919838	5.16802733135798	4.96157572880904	3.11871047673986	5.81624758963179	3.5499475588183	4.68363772814844
"LOC400406"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287697"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100128440"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRR17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FLJ36070"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HSPB9"	3.19905171626623	2.45966162065079	2.300548043606	4.76758589045638	9.08871480201948	5.3806006735701	2.36863519238981	3.3195652216562	5.13272616101025	3.39860569966355	2.96869762656142	4.2264851470585	5.17824761716081	4.14104388746318	2.40838738724932	5.14165960382046	3.62760341624793	1.68405992653731	4.87844695208233	2.6404236620867	6.18603577971306	2.49414591668413	2.54502613079612	5.27660724825901	4.47657809020974	2.88094179019152	2.63415766662822	5.48403831835583	5.83247102229033	3.514687602928	5.15182007611032	3.90112171972344	3.5234961903154	5.06856606444564	4.97696187274583	5.52627321686486	5.74739017082896	4.87966082784069	5.43091942172021	5.49386638468602	1.34742014376666	4.64900670235186	2.73717042541075	2.62458141525099	2.48481135511264	3.29929500976854	5.02229963057411
"C7orf34"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SRGAP3"	7.63174452734375	7.31838743496679	6.74631546393128	4.88387970177328	8.20342555093381	6.5190145236657	5.5185040706004	6.88990818509691	4.40545388408379	6.42786556717715	6.13083902868973	5.46102334537187	4.98144741324583	5.83473875564377	6.44437408061031	4.99244566521338	6.67258286490499	6.29341748268917	6.09630659493831	5.69505521732287	6.81412576412278	6.95336397990046	7.13783742857268	3.15808755170492	6.88096892464397	6.16329175450461	6.17291204474698	7.30557013176385	6.33479888523418	6.09012428250139	6.01498654459339	6.0997737590609	6.48493134975369	6.40310767268947	4.56650973787347	4.87003140887258	4.72498891449057	7.09164002017353	6.87555393940099	5.27455629786255	6.01318235333875	6.44949361766146	7.02097184478821	6.63388893720116	6.77664100137333	6.31710854731996	6.58149690741546
"UPB1"	4.86943656953646	6.08577690777984	6.19428639502518	5.388393355414	7.98971821572395	4.8236541200885	3.73892764599764	3.07051664608383	4.37474146574756	3.59261186165348	5.6298662804746	4.39654149350911	3.67220060716156	3.35766651452261	4.00066957495358	7.47396694242953	3.86382206180657	5.9172637519019	3.84695944309774	5.41396099852619	6.16867710264512	3.69375021988244	5.57468207485588	5.15561323275781	4.61179520937016	4.21101057902575	4.90940961442262	4.55319795151394	6.41023721461487	5.46209594928543	4.0203559444828	5.75675052144856	3.53010007781739	3.54168489902779	3.7556194594407	2.49262881964302	4.84537773112219	6.97807466107001	3.8294312451551	3.67290266360744	3.07272949147668	6.4689449045197	5.78291610610403	4.85483687331019	6.30160488071605	5.49543075288922	6.19202808357501
"MDGA1"	4.09277188705172	6.73798069703333	4.92979589642134	6.41506643461292	8.18364631362426	4.02311066624875	3.32793395594903	4.0903869245769	3.74979988268679	3.67030652007588	3.10321557196267	4.00695932859773	3.74834183933825	4.18031466436828	4.13565056110715	3.85383881892364	4.88101640587333	4.80241163590768	4.15603178785727	5.04235425080821	3.80216327051926	4.43453738889882	4.76497641453206	3.54770321899232	5.08223521991161	3.2687955835005	3.28642133391493	3.33881327769573	4.47553185380987	5.38566286065408	5.08088795706733	4.12344833714512	3.76709945571358	4.40471608006434	6.34187067328949	3.34280103277539	6.06103669601282	3.74765404454984	4.84025968011014	3.51512433497158	3.0390279189656	2.6490972280334	3.3055797053143	4.04829308941122	3.76457325986414	3.38700939219535	3.95583507105816
"IER3"	8.37769479237584	11.0585015952664	11.023991056497	8.97365872033814	9.69682948280815	9.30912613780869	10.8038191549434	9.5351066875093	10.2173808646242	9.66226453439261	10.9785817819703	10.8679993071431	10.2429988787136	10.0334301741562	10.4476002760213	12.124508180602	9.4624503052733	10.7284320702012	10.9433197114695	9.99622060654049	10.0743461728578	9.56381260602063	10.018826071117	10.9967723741428	10.4483766587797	10.8872324352921	10.031526641073	10.1441787561207	11.3456123868552	10.9230090910684	9.45327664453637	10.4661304536416	10.0806094758734	9.65132110546961	10.8359015220292	10.9169224764156	9.87865185434333	10.1360422329652	10.5626440436208	10.4667828588284	11.3842003762206	11.2383618044321	12.7472548482795	13.629745364666	10.0412987109862	12.6068945976225	11.2350940456069
"LOC100132288"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100129999"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TUBB8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KCNH4"	5.94150033936261	2.75548581976837	4.26049998989665	3.82949147851482	7.10332464484919	3.78578664868848	3.60656493322427	3.05622323231501	3.45373652787241	2.41784577952659	5.38580509864827	4.12055287568482	4.11067265089438	4.75120090723314	4.21844174569965	5.61499198653328	5.53365959756097	6.69063194043976	4.68914087856766	5.43696841896091	6.12637504094048	4.32541930516282	5.53930650826274	3.51028522826753	5.06376396333461	3.28884598591005	3.56279274031487	4.87558393152984	5.48092602169277	5.6756049061933	5.69120648253571	4.71180047174492	5.53077779694489	6.5235737085398	6.08015844160926	2.15243841203865	5.6818494233742	6.05084409216912	5.64573520065821	3.13374199607347	3.67985911969021	5.28256389352922	5.00953317572836	3.67632492470462	5.1723056024748	6.08040601095669	4.82859845324972
"NKD2"	6.97703816260907	7.75698639795664	6.58402078748004	2.52018746179354	6.67903710351822	5.2244127717014	2.51161186650815	3.88765800720596	1.87862244595767	6.41752599137667	3.60383504349424	5.77840558241512	4.39994806419431	3.06397640015126	4.21192036625778	6.40226909211212	5.50301004198227	5.99279308348805	6.22002040749675	4.83258715937678	6.89269400342135	2.44984144576939	5.77518142321802	4.87537516630892	4.78458785387013	6.88388047777144	6.77504314759866	5.76508469619393	4.71947371639341	6.66903893857687	6.79906741747054	6.70562241935623	2.93919506867239	4.35742160655504	5.45843686155264	6.26495059058226	5.26173769740817	6.57414282013274	6.47951060225523	6.50306273076289	4.59947001344638	5.40145878739169	7.44885483455767	6.07169761914288	6.16832942091253	2.86063646359053	5.6891526190545
"UPK2"	6.22941113971391	7.16138616861687	2.32768163374119	4.99099017942951	7.31987612118096	6.19057901641778	2.2315064532922	6.12358600471652	2.80108265091513	4.23511705673714	4.18807638218357	3.4047381362209	2.32737654819036	5.01396067590706	4.69189391998958	6.13171105459492	5.43523408671918	3.74191522789406	1.01004686436213	4.98837788020154	6.11422476730678	4.81815222051757	3.81348585746645	5.31633704252198	1.92875450651908	2.44536902875467	3.2003513323109	4.30466822531286	5.92150659565758	4.34891596781735	4.086796015374	3.38328431429416	4.71939555904145	5.12291985989961	4.70713663328582	1.68521334468415	3.77501888654304	3.66164769742502	4.84883048984056	4.20356214173432	2.45778125639748	5.21204828899804	3.85091970776901	5.63792090094228	2.65618482247786	2.15841169284686	3.70876714803162
"MIIP"	8.59148672755865	8.50063335613083	7.92243297676393	8.69792382409472	8.78586787606524	8.48417088946815	8.58772267993239	8.37210169822455	7.77882339300638	8.99050587916757	7.63446431737079	9.32822577106308	8.46206490975258	8.54862878897025	8.54606575913941	7.90150334685906	8.90120533192361	7.9864366000574	8.29776091464027	8.22303510260442	9.17650603051553	8.48168152181291	8.53474181411889	8.2892039848739	8.1383344814306	7.47040642729884	7.31135472649751	8.42368377209151	8.72793173163303	9.39657610224059	8.18053192488318	8.54006576467104	8.9793721103503	8.83590347256144	9.23223722040897	8.71115439597125	8.35703982313988	8.40257369151568	7.18815617894651	7.47455435032076	7.32868869561957	7.14304775645387	7.6709788151812	7.79462565688394	9.18980146445587	8.99575428785323	8.46450400577132
"LOC100288656"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRSS36"	6.722860121863	7.60445217892792	6.72863742978452	7.55920586247221	9.5702986602325	6.92231283003203	6.57965986563538	5.78586999613089	7.24792632756693	5.57767451451728	6.78386866080881	6.67936759991738	7.66084611348079	6.75215819092455	6.34561202482793	6.9392033303997	6.28566039859908	5.97916240144507	5.97363900622219	6.3479725385102	6.7411636862956	6.5252757143987	6.79824990767928	6.56591854484336	6.96583936985434	6.28833877090867	4.70212752934421	5.60551917147395	4.46548425700798	7.07288655050931	5.78663495715918	6.84937366694563	6.20638773448148	6.43811343492716	7.24280486500251	6.39873535844434	5.65833441379229	6.11805013958814	7.05425843575634	5.64951590278619	6.052856528545	6.21048011723826	6.73655610629372	6.43467456538256	6.89428983381347	7.38183768519552	6.56100222232384
"INSRR"	3.40995824397923	3.12750304137777	2.41470767685387	4.67693396912717	5.07371495591269	2.39484014173262	1.88063468091655	2.22937310021737	2.70506121495248	2.76030540836322	2.99508224925587	2.63872085860501	2.4005002733018	3.56959550980473	3.03774769222497	2.49132460448955	2.66507526870747	2.34826406253621	3.05708657472358	2.5657626375096	2.83094288404796	5.14043083666495	3.63149181784675	3.23203836103884	2.11214919315537	2.51559598419573	1.98339300037831	2.32440397855496	2.1698361914754	3.00606099561765	2.78852159702203	2.27206908182319	2.75085542980121	2.52058544992829	2.97465278335311	3.15913505606821	2.24353670793364	2.22719412781069	4.1433979819319	1.99208060698293	2.5809857652622	2.910019003763	3.53832588212702	1.60957775671893	3.05664694384019	3.20841523407451	2.36013064554868
"NT5DC4"	5.57230789838622	8.97340694040366	7.38862959453436	6.45082892963144	8.08812206217704	8.87527212124848	6.04169063763432	2.57269393916177	6.02583221196817	5.4487340073999	7.49882097485152	6.21107157717958	5.62644266559963	7.36390542927658	3.38881473143636	5.9333148014076	5.68249326893832	5.92075028193747	5.51530648197729	6.06783833487684	6.5037305013808	6.546049846677	6.74027243610721	7.30638794510528	6.2185848149024	5.49260193368024	7.5289039662522	8.77934077746694	5.57478049466708	6.23887876423784	6.39162904830855	6.68082793960464	5.65571927217435	8.0413656338659	6.48639236304514	6.37712034406198	4.97240918453811	4.59670208899112	4.98874978447075	6.23524198141748	5.63977229166824	5.30456885469215	10.3241969426626	6.78753020354748	5.97189679936593	6.57195359082426	6.0677271768744
"C19orf28"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100129633"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FBXO2"	7.471319292477	7.65128848758351	7.26495061895304	7.21759932637635	5.31420667738157	7.60352915950795	6.19449221918712	4.23353768103909	6.32624892152048	7.06990405849801	6.16922768413225	3.12882283342116	7.4118319254879	7.32074413140533	7.85203005419395	6.15982028237223	7.70161148760461	7.32740311004918	7.0224636305767	7.49975883444982	7.54166854566538	6.50412691359137	6.36525299986311	5.10778883795082	6.81498039607377	6.00545746023316	6.2191628458414	7.00201250494694	8.04816197709691	7.1404826761455	7.35340029280384	7.34103349355687	7.0608982543596	6.41114815609017	6.23121408241184	6.20640601878064	6.20685261234841	4.09799061027938	7.69802648374221	6.69894312836567	3.95181035516176	5.80957048178688	6.17278619265068	5.08133965926846	7.05697491698106	6.95428944405981	5.39631703382027
"FAM127B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CHMP4A"	11.8537955710128	10.8768927101656	11.163250805972	11.3170578284922	10.1483796388952	11.0430794520925	11.2824577479501	11.5879289120964	10.9985519192177	11.5739756244874	11.5470995632908	11.7160497634259	11.4819098906346	10.9858691979021	11.5831346271925	11.884744653036	11.2245190255052	11.1820252793478	11.247508893121	11.6209920269384	11.3478788085989	11.7934094214735	11.2523054518741	11.1038675518569	11.2742046819578	11.2891721270317	11.2008909632304	11.6004353824474	11.5344437369835	11.2610425376987	11.7197060846919	11.4475107227408	11.5452802178649	11.4912713054434	11.0900525446827	11.5279194068429	11.3377552822009	10.9699788836242	10.8233281006716	11.3038888378101	11.0455040268398	11.1217745215381	11.2192826481057	11.1567514572589	11.1724800077468	11.1637001013344	10.7333728691536
"EIF3G"	11.9956162581498	11.3915020807872	12.5279900038543	12.2368249766093	10.3089870967407	12.0306293271125	12.3231369574082	11.8813587564169	11.3843374366686	12.2730736485198	12.0609311515685	12.4209884268456	12.6870853362907	12.1983479308587	12.381344878223	11.7813567497642	12.5199025572406	12.6866348968719	12.82086090626	12.480331951	12.6524613895608	12.3228793653393	11.9611317132398	12.1131565554521	12.2339887489993	11.4380910086294	12.2251927309629	12.0009757855707	12.6782175301016	12.1751359450407	11.7036838008782	12.0495170959376	12.2895369355065	12.6803989279574	11.917036826747	12.4054101296362	12.2320068927011	12.037517446488	11.0969317475156	12.3680631891218	11.2677419999716	11.6517849946386	11.230183831937	12.1162709308839	12.1887804287117	12.3531020293683	11.8326874285473
"TMEM151B"	6.29147739924949	5.79878790976385	4.79570161747373	3.27212410500967	9.18103123890272	3.39998468507246	4.19163599185434	4.88457974792401	5.83997836166373	5.18946163089006	5.42332048707066	3.45619611383457	4.8625643186674	3.35514888441295	4.20655245113304	2.9538138126657	4.78353259050561	5.13707213082793	3.66499098161826	2.81963245089247	3.32373820327161	4.26874371171988	4.43763264000314	3.0736131128011	2.87876927538613	4.7509674741338	4.42690093543283	3.59824450059273	5.37171652867728	4.94487350038738	5.01324217109227	4.80592398919909	4.21486745668849	5.68857899801629	4.03208669173704	3.29192270563065	4.04800531230748	5.20888665825775	4.99322618125514	1.87702088957877	5.12142130965353	2.83767514733388	2.62311151265439	5.39095878448428	4.07394117217791	6.38529746959706	3.56356856700897
"C19orf67"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C1QTNF4"	2.81270085496882	4.85048733530855	4.38871210089033	1.99555934255159	7.90863477128564	3.75868865950625	1.80356363307725	1.77530971632007	2.41235875037229	1.84076879688762	3.3493083186617	2.17383026600338	3.56192222150028	1.95492287728984	3.36958309025513	2.52917680370263	3.8331136254288	3.54208525202585	2.49892223580583	3.39878149966573	2.53728600900774	2.31787502140904	3.3602317621586	1.63590900011584	1.82211234182704	1.76560790188638	1.44071457084753	3.01813123916255	2.36962753703535	3.82562985926923	3.67565414417813	3.73618477774382	2.61726354187209	3.65689407546721	2.19904646741529	2.04519547986128	3.33451777746393	3.8853826624056	2.45287866183774	1.66457125411174	3.52001967503601	3.46933923840637	1.82497174295371	2.11557691651811	3.28123231083535	1.96212048448487	3.72929977689594
"JSRP1"	4.54545518266444	6.09692211938389	4.16848064353188	4.46039532753008	5.36789559684902	4.44458093130183	4.27006145264414	3.94286015392288	6.11606499875788	2.3726089435481	4.16825262125279	4.63172276021892	7.8297489645469	4.44844641307387	6.01060047115556	4.28967245131043	3.77770125616978	5.6072316472189	4.01087796955302	2.65850117823347	3.90733578807082	4.71492543713559	3.21634657684566	4.19059143542929	5.20299256275342	3.81106262565629	3.70558553488781	1.86674703296684	3.54876045008529	4.01328037711483	6.23483854802051	6.27505334150939	2.36709810581993	2.25926437753877	3.97926346698783	3.08157030588379	5.3826451872883	2.26740186784118	2.51495958897528	6.14395594620634	6.70173975044165	5.96307016704698	3.45185364569566	2.71035997817945	6.13386839636997	2.3663148224705	5.36158023839821
