"TCGA.44.6775.01A.11R.1858.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.73.4662.01A.01R.1206.07"	"TCGA.60.2721.01A.01R.0851.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.66.2788.01A.01R.0980.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.34.5239.01A.21R.1820.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.56.A5DS.01A.11R.A27Q.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.05.4410.01A.21R.1858.07"	"TCGA.55.6970.01A.11R.1949.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.77.8008.01A.21R.2187.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.85.7950.01A.11R.2187.07"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.63.A5MM.01A.11R.A26W.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.O1.A52J.01A.11R.A262.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T6.01A.32R.A262.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.39.5011.01A.01R.1443.07"	"TCGA.55.8085.01A.11R.2241.07"	"TCGA.55.8619.01A.11R.2403.07"	"TCGA.37.A5EM.01A.21R.A27Q.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.62.8398.01A.11R.2326.07"	"TCGA.78.7161.01A.11R.2039.07"	"TCGA.55.A48Y.01A.11R.A24H.07"	"TCGA.62.A470.01A.11R.A24H.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.75.6211.01A.11R.1755.07"	"TCGA.75.7031.01A.11R.1949.07"	"TCGA.62.8394.01A.11R.2326.07"	"TCGA.78.7159.01A.11R.2039.07"	"TCGA.50.5946.02A.11R.2090.07"	"TCGA.J2.8194.01A.11R.2241.07"	"TCGA.50.7109.01A.11R.2039.07"	"TCGA.50.6673.01A.11R.1949.07"	"TCGA.55.8087.01A.11R.2241.07"	"TCGA.86.6562.01A.11R.1755.07"	"TCGA.95.A4VK.01A.11R.A262.07"	"TCGA.44.7659.01A.11R.2066.07"	"TCGA.55.7913.01B.11R.2241.07"	"TCGA.55.8508.01A.11R.2403.07"	"TCGA.4B.A93V.01A.11R.A39D.07"	"TCGA.66.2756.01A.01R.0851.07"	"TCGA.43.7658.01A.11R.2125.07"	"TCGA.56.7223.01A.11R.2045.07"	"TCGA.60.2703.01A.11R.2045.07"	"TCGA.98.8021.01A.11R.2247.07"	"TCGA.85.A4JB.01A.51R.A262.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.60.2695.01A.01R.0851.07"	"TCGA.37.4132.01A.01R.1100.07"	"TCGA.55.8620.01A.11R.2403.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.37.5819.01A.01R.1635.07"	"TCGA.34.8456.01A.21R.2326.07"	"TCGA.O2.A52S.01A.11R.A262.07"	"TCGA.77.8139.01A.11R.2247.07"	"TCGA.22.5483.01A.01R.1820.07"	"TCGA.55.7570.01A.11R.2039.07"	"TCGA.33.4533.01A.01R.1201.07"	"TCGA.64.5774.01A.01R.1628.07"
"SRMS"	-0.17285662204584	0.71520445534189	-0.0946681423966613	0.423165799706749	-0.614872470718828	-0.712986189791023	0.911548626983645	-0.294964092807985	1.52112071262563	1.75718761864945	2.68608874833925	2.42463935330951	-0.76842443896756	1.40519044690883	-0.640412467297862	-0.554685844589506	0.981915805092877	-0.430710895854653	-0.674413280608885	-0.626051944481978	-0.088989570746084	-0.238821513958386	1.904216235709	1.34439273820606	-0.746548657474884	1.37240496143932	-0.763793354933351	1.98576830513026	-0.249238490153642	-0.840780282366179	-0.663148346163825	-0.666842013984069	-0.732003158763799	-0.752270836471752	0.508754503700813	2.50822931042807	-0.678535195424945	1.62561994543759	0.250746350380917	-0.656024004259594	-0.774520528395484	-0.655726814654256	-0.694129176263388	1.32792535674403	1.47185760864437	0.0466149504413652	-0.576519439212445	-0.733061016286021	1.91127221680769	-0.251505191356034	-0.221819986317946	-0.745320628883597	-0.230067253314631	1.69041611434179	1.75835628898943	-0.305692956794342	-0.803250416470555	0.167192864516945	1.39868178832517	-0.319313897276994	-0.846352626552396	-0.70050433739684	-0.731070446851686	-0.295916474220698	-0.293306903001236	0.719213377415221	0.88254566490627	-0.277164653494649	-0.670878694589602	2.46189462772168	-0.65164643783567	1.30781291145691	-0.225162254686084	1.37118530667894	2.14001786868452	2.14652362581618	0.493386740954882	1.32287750595136	0.205586229743211	-0.228636153770441	-0.261622379894397	-0.583436202800654	2.18526382137795	-0.107973612493533	2.61265196877939	2.316132572686	-0.738887328565929	0.699943876330971	1.91414018494131	-0.833694349234817	1.55402780189926	1.31772203468272	1.37302820324207	-0.794155937500959	2.01039123539881	-0.62962793070098	-0.621459965074651	-0.770074113067361	-0.662055835271319	-0.772162058578161	-0.622027040743078	-0.694220606315987	-0.277058007673277	-0.746051148786954	0.825478589402195	-0.590116845197268	-0.664140644059619	-0.239395197490513	2.02432769835405
"ZFAT"	0.0641232737768754	1.53238857635877	-0.149665768999602	1.35403718029255	0.113669005617392	-0.196604584508036	1.53730084370335	1.62003179363426	-0.266580204762878	1.69983996030179	-0.0253331559204472	-0.0807481326371114	0.00744728039337694	-0.413966126298491	1.50460311338162	-0.180835689555375	-0.043051681032907	1.78535188372134	0.0115667719659648	-0.0185310237771966	1.65850159563719	-0.094077964741418	1.63187645976986	-0.186057685497062	0.004624866666271	0.119327741255549	-0.00379857470837107	-0.162973623769814	-0.0178167510776875	1.74906497440472	-0.0475077780518011	-0.410666449968775	1.77098642182018	0.161135113057458	1.41951808724472	0.220200753844175	0.540142489551692	1.47946838890435	1.78072444944177	1.90616173239353	-1.07696797119604	0.0256251567671149	-0.138611592244907	-0.0305922406579183	-0.291591445415701	-1.2498061677796	-0.561814023795801	0.190188955995569	0.306533415724187	0.151148429532149	-0.0475966416872099	-0.53229111014556	-0.750081038720572	-0.180403781273072	0.0665657128300349	-0.0212960849761004	1.70047758689033	0.0871229279080197	-0.530511230979705	-0.170267579416156	-0.105404515658823	-0.503101681319203	-1.23808951420357	1.59514986388332	-0.0531279913584013	-1.26847725640161	0.119817965300652	1.50686209945754	0.168676157159792	-0.754655682387281	1.70870949873775	0.113766351845702	1.72220306532263	1.72687209345979	1.81866412133574	1.50047376393785	1.69832504767702	-0.168480787029308	-0.249019082223067	1.43083787319251	0.0807146011680316	1.95067960048073	0.445021592798452	0.168143967928306	-0.351450211561496	-1.2251895099435	0.250203601698597	-0.437928104026909	1.85845384648523	2.92923145497791	2.67001833404839	-0.143387586361698	-0.298770868695944	0.267302042965388	1.69836880756284	0.495207170181593	-0.0229888204661371	1.77701140595602	-0.783079655133748	-0.23608847812446	-0.056288477966777	0.0885707864699512	-0.0592519833859148	0.529644374757065	1.63185971769031	-0.258051999040702	-0.406852968143873	0.0208527318325686	-0.648133470356886
"RP11.514O12.4"	0.0184830811063382	1.75018732291313	1.75235435508518	-1.24166744761313	-1.11762182829821	0.105399333375173	-0.582900442731928	0.0529265399183118	0.228109220833133	0.313810319395841	-0.335959846415017	1.74070315870119	0.100591694036244	-0.153236667188799	0.253749050326408	0.258939002174093	-0.131468131854071	0.149307602317495	0.243068182912226	-0.233658388849336	0.180458691139973	-0.255478814452567	0.183704819689321	-0.187465600025346	0.232308148790135	0.275838752988137	0.255336691704823	-1.22686098135536	1.73352520864498	-0.846009825143955	1.74127360505629	1.70294108637707	1.75012508576294	0.281251885843597	-0.151772878917934	2.47930173160289	-0.356970070216646	1.75674019855604	1.78343356110464	-1.23000033221657	0.173143540850207	0.139549287640738	1.74147870703118	-1.22208358240979	0.178617916030655	-1.08006779435819	1.74496804823412	-0.551732557160727	-0.170444272002634	-0.61041886093443	1.74563977856071	0.151567505594381	1.72075153482056	0.0922674365960938	-1.29680020144276	1.71875358913691	0.0873760990113607	-0.0465010657735816	1.74540069177154	-0.686756711283844	0.0689832433108829	-0.0582830340045754	0.207102530852447	0.14324045946755	0.125681188277623	-0.438441109002402	1.68741924575587	0.00798676577106831	1.75207438061277	1.7071038617554	0.34155773429368	0.325726407635951	1.66685778442844	1.75033413755446	0.0172003138564891	0.235835035799744	1.72746839846174	-0.636419240603186	1.73055759092299	0.112705579880222	0.355501496120283	1.71100094850047	0.205498886601792	1.71627060224159	-0.0322127286785445	-0.806227222272858	-0.142337849098785	-1.22447831389981	1.75378516392792	1.79514603169284	-1.16476704742716	0.190012827522512	-1.28478546393446	0.250629070348815	1.73312871561245	0.26326608023742	-0.0177504544150515	-0.774060064442088	-0.723670682167321	1.69390513072873	0.140568215261819	1.70513785730547	-1.27651665722138	1.7278615560715	0.169386779956638	-0.165280216341342	0.408011150668179	0.465795400423562	-1.29240029079702
"VIL1"	-0.956366449755469	-0.956366449755469	1.6561768468815	-0.241750903837786	-0.290920915631013	1.47485564119362	1.48114836604338	1.59948834515488	0.896486269638571	-0.120714092032076	0.579766098802763	-0.956366449755469	-0.956366449755469	1.25540662580359	1.46857040207005	-0.956366449755469	0.378714928638077	1.49732760053223	0.123314082714657	0.656472913883976	1.49100038528776	0.792622234801703	1.47309500396366	1.46860532674424	-0.956366449755469	-0.246164708400387	1.23387021686088	1.50222082881875	-0.956366449755469	-0.956366449755469	-0.5872648156488	-0.956366449755469	0.881897674333617	-0.956366449755469	1.2221355614227	-0.144263757331988	-0.956366449755469	1.51078179591804	1.6061658613462	0.505667852988526	0.169102316081189	0.459028977383524	-0.956366449755469	-0.956366449755469	-0.956366449755469	-0.956366449755469	1.47568722129877	-0.956366449755469	1.48410966120046	0.116020891418851	-0.503518780243075	0.687758659048069	0.644084702701315	1.60102309514629	1.31828785890007	-0.421080850902156	-0.336661366338695	1.48438030278598	0.855912438374479	-0.186795384271043	-0.956366449755469	0.886938108693443	-0.956366449755469	-0.956366449755469	0.153609261885774	-0.262200775438973	0.384514221055104	-0.956366449755469	1.51165106433514	1.48733173391803	1.50630379372723	1.01972679928713	1.51649531623254	0.821470946537657	0.530578553189308	1.54320705083858	1.50856565953749	1.56564967698043	1.4903522054505	1.4886195344965	0.615840658844557	-0.956366449755469	1.51367891018679	-0.956366449755469	-0.956366449755469	-0.956366449755469	-0.956366449755469	1.5729635573386	1.53205202614618	-0.430776385499302	1.47557294998192	-0.956366449755469	0.555633217314633	0.324409032065548	0.315002597291732	-0.956366449755469	1.63627245888206	1.47789220336761	0.970733704499631	1.70829532844157	-0.731501574693743	1.63854461179565	0.357780881242242	-0.716167551429195	-0.956366449755469	1.53516641374726	1.50451572046205	-0.956366449755469	1.49008450551761
"C3orf30"	-0.745384276156387	-0.745384276156387	-0.72042808891186	1.24692711697079	-0.279201147820196	1.19039899466797	-0.27949721332653	-0.700989317775874	2.12664980607467	-0.505662982021803	1.2007063921059	1.40311082259387	-0.654505275814267	1.41227129822958	-0.745384276156387	-0.715730726563087	-0.745384276156387	1.74677992747778	-0.379198096260622	-0.640185712792351	-0.248835721710577	-0.63454655761459	2.68910610979683	-0.575119053884556	-0.745384276156387	-0.210184489031733	-0.745384276156387	1.38224837699201	-0.745384276156387	-0.0962098353471832	0.468929897237225	-0.66738541533148	-0.745384276156387	-0.745384276156387	-0.745384276156387	0.651116491149108	-0.11402746454483	2.29910885806873	0.667233588009111	-0.289149336361632	-0.384064423963422	-0.178519077274582	-0.745384276156387	-0.148929830065213	1.25762962699903	-0.745384276156387	-0.281002217246721	-0.745384276156387	1.28103381444035	-0.17528211760543	1.36950352399917	-0.656942660669669	1.09381059406519	1.37945534948645	3.17999444629578	-0.35522588353203	-0.709161425439775	3.48211026212631	0.162493655709301	-0.682958863424205	-0.644709111320878	1.10199029656054	-0.745384276156387	-0.745384276156387	1.31654068377499	1.34380020390829	-0.745384276156387	1.30140287451725	1.19856921210284	-0.745384276156387	1.16003669979582	1.06437943933745	2.0010584072065	-0.267976973814767	2.3129350885967	-0.689841523023966	1.31383445201448	-0.745384276156387	1.33057869035387	1.27506684615913	1.54796583643577	1.55504547313064	2.36300135592037	1.03737632319169	-0.738010232114886	-0.727737963104415	-0.745384276156387	2.25489088852226	0.49248165270063	-0.713789061926839	2.79601838079212	-0.745384276156387	-0.635536363518292	2.25505576890235	-0.0888747936604299	-0.335539064818877	1.32302282332757	-0.149271212620281	-0.62499709599425	1.47869043146121	-0.745384276156387	2.30833687780089	0.0613371733643984	-0.506989640805006	-0.745384276156387	-0.224338072396907	-0.655242297561337	-0.745384276156387	2.44082682126611
"LEPROTL1"	0.490259394065374	-1.03736784599836	1.88825965562426	0.31062320424296	0.48762037762901	1.49252438312876	-1.11620471297366	1.80242892020841	1.3449254850701	-0.893265084532542	1.17006340514371	0.997710785284391	1.35124744770534	1.45609535784097	0.988024841902992	1.12569349367094	0.576328593798361	0.179287848789355	0.494563973026773	-1.03623995962582	0.709252596998381	-1.06141628654073	-1.18881637232204	-0.887443687281089	0.812865646698598	-1.2355342782656	0.345364114919118	-0.0525870256488828	1.50853947105884	0.534880772034409	1.30103745305234	-1.09023117442632	-0.595820812663711	0.481385400996193	1.54297119254685	1.26446891161971	1.36238741142635	1.47703956002369	0.371527952147337	1.59955072858239	0.138241828074613	1.5225929574568	1.45384761427766	-1.14600518709996	-1.21833271712148	-0.85352570491849	-0.104088195966145	-0.304531419963214	-1.05021984293827	-0.576883437933218	-0.755619423171386	0.49933769326633	-0.607294314866289	-0.55111185992035	0.730914385411469	-0.06237846780002	-0.612349602856208	1.26060110816916	-0.120388763937112	0.297268364312556	-0.175052943759081	-0.182871277121847	-0.809983683031226	-0.332338047522498	-0.936038190631885	-0.200909821795025	1.55595671769732	-1.05139426113298	1.72179730562715	1.34369688675762	0.00586686587149082	1.27425736404069	1.43760077629487	1.62736269207348	1.57483288553794	1.21021001995898	-0.589001191024985	-0.989497626719228	0.690671659147641	1.07458965004043	-0.792244694431309	2.19750226513301	-0.530893108350342	1.43518810105705	1.02225527858664	-0.964579751785196	0.0656242167345239	0.927029330100143	0.254728658993407	1.35851686366542	-0.171170949814383	-0.787904647907454	0.0920275511912881	-0.912266102664921	-1.0406532978102	-1.1252886791758	-0.143593493975575	-0.656750761546111	-0.780808791408078	1.17566548288161	-0.965432479166006	0.304531196753459	1.29341295946496	-0.897983410714854	-0.817384602969866	-0.232044633788308	0.249390048638925	-0.452981083293575	0.806740705328971
"CRYGN"	1.52133857291481	1.77496014989719	-0.796302185305137	1.36765868440886	0.983100006539573	-0.480994107345598	0.272708353458041	-0.607767522381548	1.46216850072769	-0.460635274518437	0.308780604718758	3.26800513220132	-0.379821392300491	0.0494734678886113	-0.517067610388728	-0.637742522606462	-0.33664046803893	2.05037276766542	-0.650394377267442	0.750701102221218	-0.377619748765885	-0.780916590009362	1.73467558163562	-0.686631190326793	0.175579057477571	-0.702427121103057	0.163326341480696	2.23822320686154	-0.800011103158202	0.508016722207372	-0.687618153014134	0.273245969666195	-0.270425246082716	-0.589037925316697	1.27532724842762	1.29069495776128	-0.688120003788428	2.3939513399296	2.16174416370994	-0.830341957751166	-0.628488957838256	1.25355833851091	-0.707221671500279	1.17967541099106	1.23826243346836	-0.697911476297788	-0.703700755993048	-0.727585573536435	-0.779126293552885	-0.768808082408298	1.28678037928517	-0.088508926125079	1.75611556171152	1.43820483133316	2.24212063847766	1.34214314113565	2.66153315087135	-0.752429008221394	-0.302818757131127	-0.706226608782659	-0.822487474221384	-0.775589298777542	0.881551706526531	-0.635427838745078	1.9242246666182	0.674348559403847	2.29280538900502	-0.361043567913728	0.304572634014601	-0.690549379981773	1.57047662590637	-0.638200131065289	-0.703176783770935	1.29704200425432	1.21861906133028	1.58154634281145	-0.787843237181628	0.825940273265972	1.47423438608012	1.35129185518721	-0.254611432126503	1.78251743095953	0.257929885415852	1.54160870131325	2.13589326391412	-0.490859488130548	-0.260080292168822	-0.337754493742137	2.13118791948755	1.60632542367666	-0.342136463007257	-0.758885875574211	-0.684786807764232	1.19846081169642	-0.330580881935158	-0.783663437017581	-0.503427298776014	-0.817840502723664	-0.666518987164219	-0.193711967483305	1.02666041498092	0.0576491452727035	-0.329449678283558	-0.752468144179478	-0.675826850354787	-0.691844951844925	-0.791517546535958	-0.2981589404261	1.56918842170574
"DDIT4L"	-0.2433326648466	-0.672848688234881	-0.587620333861609	-0.0390635946117826	-0.013599548454681	1.94178025114131	-0.641852395562993	1.99666416025693	0.0496970100922969	2.92025173948999	2.01805990595264	1.94745354771177	-0.610053859013209	-0.334731871041878	0.0806628909362093	-0.578870133462139	-0.492446964472282	1.93508649124473	-0.166243443798112	-0.295584922169902	-0.311470519391461	-0.573141702321367	-0.467821354611654	-0.656824325372662	-0.533012358660322	-0.254658836384874	-0.209582528671838	1.96070187486445	1.9540710730805	-0.522515095287936	-0.663915321089733	-0.455560788772659	-0.0910845427148765	-0.380776563572404	2.20330809618728	1.95401949228634	-0.405892911935794	-0.317640602547665	0.267329720686016	-0.706097538118087	-0.647351337517776	-0.0402760667140542	-0.352871799172106	-0.618441105272618	-0.0259373410821912	-0.705422220025026	-0.480875495840783	-0.551586237869563	0.184579868091845	-0.461746872926703	-0.524539641351195	1.93149298388341	1.94327589004383	1.91988709477714	-0.705728356135877	1.93450636889022	1.8981203998132	2.33909403146733	-0.460593112677148	-0.652839287736889	-0.706916461489086	-0.559103748209886	-0.0839846500195962	-0.676172151744079	-0.342698578420664	0.59419747840657	1.93045673036071	-0.63854185271141	-0.583516089331152	1.95018690611674	-0.232705363359057	1.97305541855718	0.00874777877277792	1.88055936872878	1.89221760305645	1.96929961769399	2.00772674168015	0.115258286461996	-0.226495422488227	-0.372918944922623	1.91356090614783	2.20595805335196	-0.492723195588478	-0.663831757535473	-0.316499586747503	1.86636300639373	-0.65978504179544	0.0600661992738062	-0.146078619179995	0.564983667475231	1.88705096921404	-0.621189828170109	-0.207373987625918	1.94886438417168	-0.310744883766349	-0.524884070606346	-0.666256593085186	-0.526718726602071	-0.705478060417463	-0.706467907609166	1.93254187111047	-0.444813652599879	-0.719332965181092	-0.699555157906163	-0.707907774156749	-0.229640165670211	-0.662141583011385	1.97205846770017	1.93774980166306
"C4BPB"	1.895793058945	-0.796459945401823	2.28052850608839	1.79934277122416	1.19661700323096	-0.718417067073785	-0.752384388673477	3.84644306528371	1.18216454879879	1.25272726131955	0.953106178429767	-0.741907012040849	-0.70742629713372	-0.551220710103573	-0.395123301027314	0.503495525356411	-0.776969524205666	1.37849520772221	-0.675891308880948	0.904512711922392	-0.756183352527489	-0.601278942725349	1.63791254129375	-0.673154055346361	-0.786632599293934	-0.590473688984934	-0.579060545117937	2.00940771722131	-0.785392514926591	-0.747476177269288	-0.46323049417075	-0.696683127374055	1.76894556893122	-0.799643356530739	2.25683670595315	2.36570201593339	-0.51159684427455	0.886810463960168	2.31977850882104	-0.639904913252236	-0.546140330044655	-0.559736225035258	-0.173150245234286	-0.587459693302714	0.361040010340631	-0.686882526884058	1.39429050083546	-0.78799557252036	2.31888923913387	1.27267587751316	-0.795938705472629	1.27759448495612	0.471109460512339	1.17069644207293	1.17944502452356	0.0151703688958806	-0.742349884641361	0.212607332350329	0.924662166178908	-0.784694277369273	-0.5616023437928	3.01151968063435	1.36468341886872	-0.438193646656908	1.33753385461432	1.55812778121593	-0.437425209491955	-0.670445866979089	-0.68022046364135	0.64236499557641	1.47002854013514	0.777627030055452	1.33096207303271	1.64247355512649	-0.694565184870729	1.62337944718464	1.47937475509485	1.45926300431997	1.8572473154675	1.13025777576983	-0.533348705335582	1.52693897301818	-0.483239855135083	0.270792873143871	-0.687324916157793	-0.408142355983016	-0.638544320026563	0.500847505297793	1.76848242332684	0.831057847933097	0.358540902198064	-0.789254719678231	-0.684218512260596	-0.711958269744386	-0.662959300758883	-0.755436473632838	0.727823898597817	-0.646876593020723	-0.780653953276576	0.231958869131686	-0.700822816399375	3.20487544099245	-0.755018265275129	-0.739302615939516	-0.806090175027092	-0.795071797493045	-0.541470676097731	-0.792472640536322	2.32055151235318
"RTN4RL2"	1.80577270304733	-0.189672394452024	-0.877009015983253	-0.0976509218927421	2.06429327123588	1.6207620562464	-0.785672360077047	1.71897534823907	2.15862710497489	2.53307006658667	1.95897767314319	0.296345443234032	-0.257022828034461	0.0966067174838452	0.232373534848151	-0.337073275042558	-0.621450825111629	1.92849115220875	-0.233992994493462	0.482999503717805	0.023351009472433	-0.685340137650786	1.60251231973797	-0.504001164556288	-0.396102887337126	-0.789020636679456	-0.337972164750209	2.40109997311793	-0.748000068811914	-0.54895336069936	-0.582575476616359	-0.195663816953689	0.55301971434067	-0.567207115842105	2.05317715393322	-0.812730223676715	-0.621609503410285	0.159386449889561	1.89221633989345	-0.702077468845567	-0.730359667073703	-0.250628592467597	-0.55794053257291	-0.767385659055208	-0.610645350759884	-0.806857422598955	-0.827978252983581	0.566775645549517	1.99390908333788	-0.0404553373998856	0.229318223962023	0.0445969836130225	1.65755427807693	2.2501377712429	0.383688213386772	0.411209521956799	1.86884761045739	-0.722079374180805	-0.680631613057585	-0.520435529594059	-0.799382516234281	-0.386928628401481	0.844907472002459	-0.423681624776358	2.21423871718344	1.73547855273913	2.27410366770979	-0.27484702241131	1.6834015733342	-0.496387840283432	-0.187450130797488	-0.573381632948996	0.000301768990396792	-0.307151163095136	1.54296518239653	-0.556557061152444	-0.715901929087156	-0.222588710382528	2.00143644848798	2.99853565729682	0.982558678704645	1.47973925020662	0.27933108969868	1.57014693874492	1.57164113766981	-0.638877321593047	1.80139081501567	0.0533478934992654	1.72750196198709	-0.225278577097288	0.409360945833859	1.78518479298091	-0.753686977001165	0.339561068934877	0.030267482779384	-0.324779085550281	-0.196051619435559	-0.865733125180121	-0.867008239659602	1.48288267987093	0.624054516574275	1.92815848362449	-0.712597597582685	0.183505377626868	-0.0826974968523787	-0.819833469706723	-0.846357959446584	-0.323772375525753	1.49412803234186
"CT83"	-0.677755776545463	0.344801229432473	-0.719735966589211	1.27965450871014	0.550989900320792	2.84030128261323	1.87089664979291	1.74693135598575	-0.263681389666674	1.10678295143388	1.15355175386978	-0.717158469873903	0.771746243141586	1.3507609851766	-0.475123432349276	-0.647382772752493	-0.721304349832636	0.664212640948523	-0.523929618248517	1.30482338281556	-0.211041558267104	-0.718544999141561	-0.273252515768111	-0.71876463511748	0.0455990283307341	-0.353554718608772	-0.72136356835441	0.492368840827564	2.34486720976578	-0.72136356835441	-0.293633855322958	-0.215929524204364	-0.712593661661877	-0.247012411193046	2.23940625658858	2.42291816992207	-0.383716669381445	-0.72136356835441	1.17196875346737	1.99477758071729	0.128612976543066	-0.72136356835441	1.09005152341236	-0.720712065448324	-0.72136356835441	-0.713590369300955	-0.141637696885706	1.34485439710614	1.29385894696129	-0.718090592796148	-0.693376031501779	2.0595851020965	0.0255579928894012	-0.0911432869542522	-0.717643156396114	-0.72136356835441	-0.712945651261843	-0.682105206006791	-0.488309171389393	-0.699162592852604	-0.715480278169174	-0.72136356835441	-0.719500087817412	-0.706708848157843	-0.706596066126186	-0.186812320429366	1.78435666774615	-0.72073757091854	-0.440354301413957	-0.092082881350426	2.31041445402895	1.82520807048777	-0.71721130883025	-0.714009010341757	2.43349256554254	1.53464996615324	-0.676551683326142	1.13455913203371	-0.514311785601737	0.165478907351402	-0.611167205151261	-0.72136356835441	1.06302430559941	-0.470662853313691	-0.719367495501261	1.52193693785432	1.40578810614352	2.33437282968614	1.16605868476354	1.85843497305484	-0.72136356835441	-0.72136356835441	-0.715263884483291	-0.31594234726519	1.08200669469387	-0.7103060334146	-0.718697252120134	-0.72136356835441	-0.713152815130592	-0.72136356835441	-0.72136356835441	2.87128843650365	-0.117855775800283	-0.72136356835441	-0.72136356835441	2.50799430012471	1.1451950154865	-0.72136356835441	2.67505711362442
"KBTBD12"	2.01335209537736	-0.769170091542501	-0.625572434356418	0.347847665992234	-0.768356685454643	0.261236805357566	1.66600855527505	-0.607370285793753	0.065248946945624	-0.00130468954948158	1.49516024294843	0.460241207944292	-0.875218371747947	-0.100777092569571	1.8355706784497	0.166469750173443	-0.91935011445641	1.94037913464801	-0.477741983472078	1.75856747627859	0.0505177602588993	-0.369231453675937	2.47518096461196	-0.887013349678907	-0.871405046945993	-0.591533574967694	-0.118836362155924	1.67811653281288	-0.387128360532388	-0.911399472006868	-0.426797219851928	-0.512389814774247	-0.149494954661354	-0.872992740040756	-0.772506520726164	1.74447693769718	0.156929576050818	1.29787451782671	1.74263853474923	-0.664051746248484	-0.842896720601995	0.143397749438348	-0.435609457593926	-0.423713816871759	0.0192031165774086	-0.917525055745633	-0.137742389458176	-0.832177782050629	-0.617783480734967	-0.0435287097021619	-0.144218126529065	-0.616661211760961	-0.69042253626206	-0.340711709766269	0.37747717170918	1.56589487975844	-0.887496349478773	-0.734775551351258	1.68976603332265	1.73094136538313	-0.361469113285403	0.180268205247889	0.041139277937694	-0.42268999518171	-0.342732727635788	1.74355057591887	1.67707066639634	-0.851597980806622	-0.848959792981358	-0.524503534976943	-0.548664220937614	1.69354988807107	0.619205139489338	0.174844489818205	1.60113973685503	1.58090018154806	0.269607917910112	1.79086531733344	1.5660387595825	1.73753856937261	0.103465279168366	0.727263105790344	1.57952162123727	-0.602700198839135	-0.770661795952799	1.96480625404816	-0.336218975051614	2.47728635100449	-0.515740700476601	-0.731620375925461	2.24847630226663	1.48003487290709	-0.816167928736415	-0.437475274526406	1.59847369949038	1.57009190051165	2.52509020033195	1.68092237275719	0.162802655892746	-0.830483612029975	-0.318792735655247	1.76865966040773	0.324291813731026	-0.430290473331284	-0.708142474365407	-0.91655679123213	-0.0249530205001481	1.72405431915247	-0.859603922650233
