"V1"	"TCGA.FD.A5C0.01A.11R.A28M.07"
"PRKG1"	"PRKG1"	0.0281661667348095
"ITGA10"	"ITGA10"	-0.607705554990853
"HAVCR2"	"HAVCR2"	-0.154243674528095
"SEMA5B"	"SEMA5B"	-0.648437642684689
"LYL1"	"LYL1"	-0.600520979233375
"MYL4"	"MYL4"	-0.0820833071794591
"GPR1"	"GPR1"	0.109187041137454
"SLIT2"	"SLIT2"	-0.143141795077036
"GAS1"	"GAS1"	0.406894737120213
"PDGFRB"	"PDGFRB"	0.03333819230008
"RASGRF2"	"RASGRF2"	-0.674925378643978
"PGGT1B"	"PGGT1B"	0.632779512131492
"CPA2"	"CPA2"	-0.203322715167607
"MED7"	"MED7"	-0.815061883150299
"ZNF469"	"ZNF469"	0.664219453130089
"MMP2"	"MMP2"	0.450748287787683
"CLIC6"	"CLIC6"	0.418941030175723
"UCN2"	"UCN2"	-0.641776906346265
"GPC6"	"GPC6"	-0.100637406863576
"MYL3"	"MYL3"	0.1211888273173
"ANKRD30A"	"ANKRD30A"	-0.164880295227698
"ISM1"	"ISM1"	-0.214316887837536
"CX3CR1"	"CX3CR1"	-0.341675472286514
"IFFO1"	"IFFO1"	-0.187036227463441
"PRND"	"PRND"	-0.187493213090876
"GCSAM"	"GCSAM"	1.08630465530827
"JAM2"	"JAM2"	-0.555857452884424
"ERBB3"	"ERBB3"	1.13820650483652
"CD248"	"CD248"	-0.585797942083832
"RBM3"	"RBM3"	0.181453156921719
"FLNA"	"FLNA"	0.212913194765358
"AARD"	"AARD"	0.223949814250409
"UPRT"	"UPRT"	1.76910621191576
"HNRNPUL2.BSCL2"	"HNRNPUL2.BSCL2"	0.404464616598863
"ATXN1"	"ATXN1"	-0.851332492838817
"VCAM1"	"VCAM1"	0.0054115604604186
"TRIP13"	"TRIP13"	-0.239531132101239
"MYO5C"	"MYO5C"	0.23417752915416
"ACTA2"	"ACTA2"	0.460736783913605
"CAMSAP3"	"CAMSAP3"	1.08584501600108
"MYH11"	"MYH11"	0.842591129426001
"PLD4"	"PLD4"	0.0173527206618446
"YIPF5"	"YIPF5"	-0.0752338688774146
"RUFY1"	"RUFY1"	0.369791838441117
"ALX1"	"ALX1"	-0.382290294954942
"DHRS12"	"DHRS12"	0.128523494667293
"CCL3L3"	"CCL3L3"	-0.246269869850749
"FXYD4"	"FXYD4"	-0.816496788404692
"TIMP2"	"TIMP2"	-0.367205564997899
"CCDC136"	"CCDC136"	-0.30323126455547
"C16orf62"	"C16orf62"	1.10994819689108
"CUL3"	"CUL3"	0.305541071418895
"SHTN1"	"SHTN1"	1.01026801763599
"PTGIR"	"PTGIR"	0.347109494672382
"LHFP"	"LHFP"	0.396766303797714
"METTL25"	"METTL25"	-0.406408723995084
"LRRC32"	"LRRC32"	0.159007899991203
"ARFIP1"	"ARFIP1"	2.07181542196689
"MRFAP1"	"MRFAP1"	0.863711720639074
"KCNK2"	"KCNK2"	-0.138823249485817
"FAM78A"	"FAM78A"	-0.398329637637562
"HTRA1"	"HTRA1"	0.194440679752306
"CRYGS"	"CRYGS"	-0.997851634464314
"RAB14"	"RAB14"	0.776635903725585
"SPEG"	"SPEG"	0.455745843043331
"FAM53A"	"FAM53A"	0.587270730566812
"FITM1"	"FITM1"	0.213761139405478
"GLIS1"	"GLIS1"	0.159766186538602
"SPTLC1"	"SPTLC1"	1.30319589001714
"STAM2"	"STAM2"	-0.765829341725716
"NACA"	"NACA"	-0.483162025937261
"ASB2"	"ASB2"	0.150222843202084
"STAR"	"STAR"	-0.342634834735203
"KRTAP8.1"	"KRTAP8.1"	-0.119075418446556
"MMP16"	"MMP16"	0.0567416737076855
"KCNMA1"	"KCNMA1"	0.152095692450411
"MAP4K5"	"MAP4K5"	0.726091037073981
"ANGEL2"	"ANGEL2"	-0.290922628817351
"MYO3B"	"MYO3B"	-0.373566472924081
"FGF4"	"FGF4"	-0.147283369007758
"PDPN"	"PDPN"	-0.321950226696332
