"TCGA.05.4410.01A.21R.1858.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.95.A4VK.01A.11R.A262.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.50.5066.01A.01R.1628.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.63.A5MT.01A.21R.A26W.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.NJ.A4YG.01A.22R.A262.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.J2.8194.01A.11R.2241.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.55.8087.01A.11R.2241.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.95.8494.01A.11R.2326.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.34.5241.01A.01R.1443.07"	"TCGA.63.A5MM.01A.11R.A26W.07"	"TCGA.66.2734.01A.01R.0980.07"	"TCGA.66.2768.01A.01R.0851.07"	"TCGA.66.2788.01A.01R.0980.07"	"TCGA.85.8351.01A.11R.2296.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.50.5946.02A.11R.2090.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.64.1679.01A.21R.2066.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.77.8008.01A.21R.2187.07"	"TCGA.85.8288.01A.11R.2296.07"	"TCGA.86.6562.01A.11R.1755.07"	"TCGA.92.7340.01A.21R.2045.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"
"FUT7"	0.425646458278344	2.14460143520136	0.98381927380564	1.89352598232632	1.29803887182672	0.803558981029155	0.762584654894567	1.54695291182401	0.253782553028334	1.15402521173858	0.612025624384009	1.40935907800029	0.578000979001814	0.806432056982146	0.656410240982928	1.69770021990352	1.32066166157789	1.03787480123992	1.78719929678404	0.946522258755102	1.21107627973058	1.88612604653612	0.531009083609764	1.52188496056934	0.352005110303856	2.29054741694027	0.487369063612944	1.03596848625482	1.32843237782472	0.960652476429707	1.20609530386843	1.07518351989312	0.573136529819972	0.604467436912999	0.651913104657092	0.397905722766234	0.891201552377796	0.62726882278282	0.804052237281346	0.769450118755086	1.30563450831717	0.539054633682823	0.983285511665911	0.865649371388004	0.290671941750073	0.593236168672176	0.0985698341459895	0.627938165722422	0.593552818082141	0.437352565286868	1.28708142787888	0.589403232603351	0.144371761549118	0.77541344449881	0.599945896258339	0.277362977254781	0.499096966674643	0.228032276723609	0.404184400457639	0.546587050556571	0.193987104449453	0.315328136756417	0.394997675639553	0.134979046074534	0.672803831803272	1.30819098664859	1.58129911906407	1.40877135364091	0.618751847286429	1.09585720175225	1.51613236915984	0.929957681460975	0.532600259661407	0.762239214305919	0.447933123493033	0.22161456555604	0.410063035943223	0.33717473690949	0.770919698397331	0.310469778848852	1.42635817179796	1.02996347657579	0.154259799896035	1.28700628565816	1.05823982479653	0.695002979737307	0.712003599948464	0.417169240002357	0.328574832711959	1.07623456667211
"TIGIT"	2.98180298269906	3.48930347956257	3.91894894729956	4.5481714414405	4.07141406785651	3.36206510020265	3.5184544180773	3.8280450078272	3.20387709905822	4.76313872398807	3.83604822089331	3.82895626703979	3.89390654278613	3.16608025471502	4.17854332086453	4.37376265723857	4.04560295556254	4.51538253933118	3.82478700446709	4.34267405954988	3.60008530304482	4.64464889205932	4.06305343293083	3.92036330242368	3.30140171858349	4.58211729813545	3.98729487991334	4.05582961843605	4.5902942324678	5.08485947400044	3.49903656925395	2.84813966635638	2.14361070943255	1.90494237062136	1.96124872262001	0.936661911844007	3.58780230089051	3.36495999635235	2.10280348948377	2.78930456235415	2.99457633882412	2.69070104503374	3.89760342707918	3.81037705445367	2.50318219934541	3.33625255356692	3.28941055267364	2.74557910672453	1.67693539091696	1.00766350137956	1.69597292298735	1.45998525103831	0.920670872273591	2.50925928833354	2.58254032032061	0.903650153291469	1.7485415797951	2.01425994149248	2.13550267385639	1.95964683675435	1.81876285189124	2.1714126110965	2.17660906777141	1.24403198207922	1.34306913330234	2.32319104722032	3.99948252607492	3.22656346409456	1.31037235480065	3.42893225680734	2.01907402093626	1.96184720764894	2.93010437640828	2.39006449816811	0.788419992404089	1.90762421606666	3.19085115233659	1.10918121614954	3.05449971470288	2.44000385582832	2.48394007217	3.2364569481783	2.89431815893653	1.73478743668501	2.40952174868001	2.51196873217359	2.69940371167167	1.3331231013406	3.00097980309191	2.9298588410468
"CTLA4"	2.39561434855457	3.48359043943796	3.06971704201875	2.52586465366783	3.25095383630845	2.85493911424955	2.63367944448503	3.19325305068635	1.87158385995274	3.30394335226391	2.59465437588371	2.80643152043055	3.00004293367306	2.48168370485406	3.18073257413804	3.18750107498221	2.76271301085659	3.35716561706177	3.50104713145607	3.03722595967325	4.06953730570613	3.33511697004544	3.19446997233294	2.71374265350477	2.04799929668445	3.62824283209114	3.14707199551855	3.00352364358245	3.3660791185739	4.03628936297093	2.93237474948276	2.0631951706635	1.13569612307375	1.12596065457499	1.38884412669784	0.224869039665084	2.93529551949237	2.35876429947867	1.75360322297988	2.30830931243043	2.04507765723156	2.63333106342122	2.64287637600213	2.47228060305454	2.0327398234986	2.18256670489931	1.97838083263422	2.31863614893869	0.60399403633955	0.8254165763461	0.803427022151739	0.809348098531756	1.19757221228456	2.59485442603802	2.2727846174529	0.795743507524294	0.791028201452303	1.42032173910317	2.01192639622586	0.755523278515271	1.00644996352507	1.5597858639014	1.6071335899316	1.32926693964748	1.66436595313533	1.43097838426191	3.05611501790262	3.17462770699816	1.01007262381768	2.70526997366633	1.9014278546018	2.10111610914205	1.87250557542991	3.21385167187534	0.672531070242363	1.35142230520759	1.47412878715999	1.20143997336318	1.86777136527502	1.64898014015603	2.3862270972392	2.7124328285633	1.97226241911055	1.20715247501103	1.89676998798715	1.55220480447605	2.14866965879765	0.873857249569157	2.25300655196015	2.80962942540282
"FDCSP"	4.04587882251169	4.73463661086823	10.9627218723717	7.89598017686472	2.92495800212488	4.05644924380354	5.46011052478689	5.37679535582832	0.719389166216932	5.84022468192197	1.76612490156437	3.85866185488631	3.28956346752623	4.13807832915704	3.10809025415687	1.28744937874326	8.26970509019429	4.34308987744632	11.5016940093638	5.97247119333262	6.06997737383014	4.62682762897945	5.23534643014299	4.92019375999262	6.02169605837504	6.34085871612751	6.03737943530318	3.30590530011112	3.93386247950935	6.37153243174895	5.44399406670966	2.86697706623054	2.7795903538681	0.932321803230677	1.92976387394645	0	3.14767913256927	1.38554588695715	2.5904544004918	4.82597873440211	4.21077091251106	4.47009661889363	4.81549173083272	0.551415366759979	5.75584138306408	0.0678924609712832	0.181997634996495	3.22035083438361	1.95146294453807	0.197286971663492	0.112160803317521	0.103744974595793	0	0.267869914958511	3.75295659276468	0	0.707142546129128	0.146743415166556	3.72410414658585	0	0.296064470079411	0.918107984212575	0.166134599138634	2.33032248454494	2.48069706858527	3.37629625312546	3.47212794051089	5.21564882938927	0.228685529282946	4.57047004627734	0	1.52361818368237	1.6622219583272	0.755970254735828	2.20506425933498	2.38806455110996	10.3460637772795	0.899054440905903	5.56013562828604	0.686193172910882	0.367926321622294	2.96249634912401	4.48226967282156	0.148769218742702	2.13062845946615	7.1879198049226	4.65138495197865	1.81245389028937	4.94469817404704	4.28544348349592
"CD69"	3.58306780570484	4.21874099804925	3.76313572684428	5.87076996159075	4.63462457744097	4.83179817359888	3.91619119821584	5.66195179291051	2.70354990302153	4.2517372222145	4.06781904437466	3.83187603723019	5.12508170135157	4.21595553754461	4.2384569535588	3.75185836880102	3.99166226770857	3.44472663197624	3.805812163096	4.30294629529164	5.03107434742137	4.25138258620311	3.97271309589345	4.02806695456456	3.72198515755472	4.30564767331906	4.87796196755111	3.88963853843402	3.96815532648486	5.60728876817322	4.59777458700428	3.77882847185049	2.87089930472864	4.23656104500573	4.82312223443538	5.13277183436414	3.77675149720562	6.01431308728125	4.66078464802009	4.249254570661	5.03852406608114	5.00563181234015	3.03222373732451	3.62707940567413	2.76174960240538	3.23863398713786	2.75021418935382	3.329069252521	4.26216662346043	4.62020186701074	3.8666664462439	3.47269511802721	4.43255368034674	6.42176300705099	3.18426147083584	3.46357478864828	3.50500240370318	3.86571689920139	4.2958453607362	4.94087700646379	5.51595090695115	5.61598448692971	4.51575328121208	4.53955664953617	3.02254967347318	2.88505671424599	3.88031272702561	3.83836546782827	1.92077363907331	4.1822751469351	3.93911453763819	1.63387773409215	4.13164709016125	3.69858922557241	2.94546034174561	4.20587896488593	3.12568940904338	2.65535237853683	4.35693205590462	2.3529066467276	3.44428153747014	2.84224220651129	2.59582811434274	1.89392408443049	3.1283356131622	2.32670139984938	3.0253507659066	2.68504770499001	3.14518493329303	3.97229111720968
"CD52"	7.46136514628297	8.24137988318035	7.59404950565454	9.42571560841694	7.71838854659811	7.53544589012274	8.74242760431266	8.98043273099687	6.52933767159276	7.97968763903662	7.1342762225309	8.10156316260564	7.60056024011302	7.52923335789694	7.62511734336319	8.10028730809832	8.76904948538613	7.95537421402642	7.47206842313336	7.64293362470016	8.28958003892645	8.19321830279486	7.72538540588457	8.63435275264954	7.17775285620194	8.60103221507894	7.78440622416961	7.44356365666898	8.03349901934654	8.41960548077884	8.23596438707839	7.27690125544324	7.07167559409063	9.65242641506406	10.0862419663785	10.6023904250407	7.94858236482487	9.43340931085725	10.6239171537784	9.41691320713766	9.20656461970755	8.71381591086309	6.73351382392427	7.18960667081539	5.4618468814659	7.66941009285845	5.83770950141548	8.1797496023292	9.80603178888877	9.83924407944421	9.93024471408132	9.10374751107542	8.81967483816365	9.39285564409181	6.98027252179877	9.10652660748915	9.1110850278391	9.64338878548082	9.08233147135447	9.21995670223957	10.3577479926059	9.87851715674766	10.0156638652461	7.87169135884546	5.4331071699863	7.37157073358716	8.17013282393797	7.69703058694097	7.34740599605427	7.9214282512193	7.68772232109248	7.05218354720296	7.96016404046688	6.37680602430481	6.41149816280488	6.1136486261846	6.54021581573151	5.44641470165394	7.95568086209021	6.23155471768001	6.57411091982804	6.83751005041605	4.62920481449093	6.2248410768249	7.59863351304078	6.10754796367809	5.93797955054902	6.6777338078517	6.79945554127363	8.28379545983339
"PLCG2"	4.04198063917996	4.01827269610813	3.99462969053266	4.98980297623225	3.69483239886354	3.74075563380355	4.00654274375251	4.09907689239004	5.05396626773718	4.80446867850151	5.63590704255974	4.21536863456842	4.74520407173202	4.29072264705622	4.22806196853443	4.4151439440786	5.1500901596988	4.73431925241485	3.49015028239128	4.91412651130671	4.93018740983246	5.13975693175397	4.61506783120813	3.92892912273228	3.62686309990212	4.90327688943474	4.66141884363168	4.03272811876444	4.18941977593883	5.09588194601103	4.30292327988673	3.64921352438368	3.84287737326177	3.94524157784132	4.00106741132248	3.62472151323891	3.98335066433892	4.38419010055805	3.9485011150814	3.82089243506969	4.47674568617526	2.73871767504518	4.12231839987651	3.95079835795949	3.62992449953187	3.09001775920842	3.58024289740159	3.21881031194084	3.96594990464281	3.63408443083424	3.93379190950302	3.96456140839535	3.14412270646826	4.0768048855061	3.17935720244869	3.42098859510083	3.93597573754566	3.5406564980765	4.67980337070937	3.84621970111538	3.43864383661915	4.11958584425459	4.0928413288112	3.2668928945451	3.09528811757679	5.15490396086369	3.84271222215093	4.24053164548921	4.08064573912826	3.6571696622272	2.69065179727861	3.07703238862654	3.17372841759949	2.7882728456702	3.33256593600724	2.88868009317525	3.90177838976378	2.63093234263489	3.94437378918543	3.31437211770665	3.18846052769329	3.71800650639665	3.59143823708279	2.70587183920413	2.95758485348966	3.8173287814692	4.24768876648932	3.3171227033171	3.29590237678896	4.02073182199089
"MAP4K1"	4.34715555651132	4.11634801410415	3.88141300427946	4.91198070832923	5.23838321950339	3.9288057135456	3.75730512643758	4.58773813908298	4.30693089178056	4.90188298958855	5.02690379660974	4.98723395339038	4.60761406533413	4.43479349205336	4.71336640264779	4.63179564159652	5.91822960734925	5.10560224667624	4.28478139107203	5.02416902618501	5.434206934314	5.52737970754766	4.656674277164	4.44828151993167	4.52028484081164	5.49186535187019	4.11787178053197	4.65557419115779	5.40510370129708	5.81366685343859	5.34822107786374	3.71340367699759	3.85103591859991	3.08850439452873	4.019920750338	2.77778586541055	3.95155267868334	4.57530828096515	4.12983805894691	3.98579847992493	4.22570505574361	3.45458998217017	3.97887820522223	4.64651131113847	3.39006793565824	3.81834428575582	5.52788558091747	3.75424561295248	3.60709411675461	2.6563815954115	3.35394906601092	3.53615557566301	3.37581735885167	3.97706174109672	3.65456075859691	3.16047313143254	3.45089915045566	3.47557087033028	3.88583982027369	3.29081273746167	3.03527915288148	3.57489455929053	3.77468030142629	3.51124244063809	2.92927109863309	3.31073787890266	4.61742628373994	5.21086713951463	3.27871053680128	4.35373085937441	3.77887915959244	3.51164047692422	3.94879403797549	3.39498843153264	2.33096009700593	2.97241459355755	3.3735142164469	2.79027846700274	4.01064293955922	4.15852557633131	3.14115802905872	3.93906414244855	3.29281444544021	2.84943198233317	3.19254846497109	3.64348988876426	3.99212003587941	3.28324226411118	3.26674344807402	4.59861293701873
"IKZF3"	3.80765282589445	2.63548737813141	2.41877626793984	3.98981610552206	3.80381635550793	3.16713019642131	1.97622429349829	2.85682460831743	3.47036886756455	3.91617578947946	3.38184964860053	3.36645413159214	3.15145221898519	3.01536261928068	3.63483427686714	3.63300261445135	3.31556831563979	3.24778546093638	3.06026925037333	2.86060488187132	3.22282772371528	4.71542035152978	4.0403839766681	3.49119561313171	2.45917095499719	3.96034056318287	3.35784446576786	3.3505982900217	3.38561172869567	3.85660579694038	3.60491427381585	2.16660662710172	1.99473591479764	1.24779873185627	2.44587642411105	0.624226526345137	2.2294181621523	2.98373418690867	1.65044994407812	2.03539787950587	3.5347007393325	1.52032742659821	3.22606045132502	2.72696117537757	2.01336056828773	2.04617361254512	1.77826013693434	1.52848196669875	2.46556077791311	1.4681602779388	2.2545935757634	1.86974103979757	1.77619230044903	2.34563056084892	2.5939583027999	1.1230705801655	1.65146623656792	1.96899930714824	2.55988958513652	1.92725368691811	1.63185004590889	2.54242512401975	2.39858729105328	1.58346802535778	2.16710579707372	1.6464935866829	3.2242552339724	2.80943203596639	1.38133212983524	2.45063030917233	0.952993292637551	0.786457129724714	1.10204075663545	1.55015136726776	0.817846579453419	1.72848896392593	2.03745408881018	1.13494751094938	2.42636666937085	3.08585437680288	1.93629766710889	1.9833497192793	2.08290637637383	2.18521830280954	1.37692965901196	2.01150202921213	3.07779941979403	2.01626612742959	2.67537080111146	2.39336053412177
"CSF2RB"	3.62362813785438	4.55721375413467	4.78633612893553	4.09829239379193	4.28091649879777	4.10856415093804	3.72497918314262	3.71220361783911	3.56046596058257	4.70312759833206	2.76477631454655	3.69501385102329	4.31847594442918	5.04112027937293	4.17511670551118	4.42938250226586	3.97766702124039	3.38009031427833	4.03985584443393	4.20809398921714	3.3849329160006	4.1223917677608	3.37855179939377	3.73795411512096	2.40748374769808	4.59064059407708	4.25042122106002	3.16472115428988	3.62459141862988	4.51211722914106	3.11832313088392	3.54699304635502	3.87779837754275	4.0419751174525	4.27414241778357	3.35128805827364	4.0862115592219	4.26041974979829	4.09029652827375	3.93860250381171	5.00078622865984	2.07247298521326	3.6451011168048	4.09854387700569	2.57003813039589	3.77229153530144	2.80696187032973	2.23573322567934	3.88641846938532	3.96361135442444	4.26661799389313	4.26874472344513	2.93483264238677	4.65966269803341	2.76123099796827	3.60368444398478	3.78616932151012	3.8803378218436	3.37236824311501	3.99136635418649	2.51949975767568	3.74950702636559	3.97703573343368	3.35990920962298	3.14879555836861	3.80005074339143	3.91777966419218	3.73281150102322	2.68158833543552	3.37976665815075	2.66398581564046	2.5751549405614	2.28916120138647	2.85252402705059	4.10360752303915	2.58938397684162	3.29456916492757	1.73926147686652	3.21318132793374	2.27152158720439	3.47216068270909	3.64005030228198	1.67443815678772	2.8351197675302	3.33572824684456	3.37561114211752	2.91847156731294	2.60595380428224	2.63358229478934	3.10198193758679
"KCNN3"	3.00576714489065	2.18436463347336	4.01725413596965	2.00328350010449	1.94933116194313	3.1089451632844	3.36416135598387	3.30091987960916	4.75789312904149	3.56914054312933	4.68255273997434	3.28650836147778	3.45348826820245	3.68046617726555	3.26282407655028	2.82357435820921	1.70204573136151	2.92046438926151	2.72373219978709	3.49138595510608	3.40064802158435	4.0049290207511	3.84053042070575	1.56689424692522	0.715188401425475	3.01356074180055	3.29671365884321	2.24449016864746	3.27391904903233	3.36469826834651	1.89700699215534	1.97471402002114	1.16414874362144	1.12334017798194	1.97334488821179	0.586182459661368	2.18212573372861	2.7653661020418	2.00694394755444	1.03774804929861	1.97534672658406	1.97750683017391	3.53930246073217	1.59722384161113	1.02669038883259	1.31859732374917	2.74736888707736	0.713378971877053	1.67399666197322	1.32744640503199	1.53271645125902	1.41408538422889	1.42500762160903	1.13127119987913	1.05618286031865	1.83718805209119	2.9954484866465	1.20253242453757	2.78449593523712	1.2035292922245	0.717882319269011	1.39491161022397	1.16752247330987	1.7211768890527	0.86030931848245	1.1811220738252	3.04493054963203	1.3824243955225	1.01927783357555	0.646732275130388	0.340179273100951	0.485420609778922	0.542723080187941	0.701107246619077	0.583623974830249	0.272301771849876	3.16474021180788	0.251929956620698	2.44933851503353	2.46314233128227	2.10274752605199	2.47124263376192	0.743573298933967	1.12415972810486	2.03245177731697	2.6433734077717	2.15876342198272	1.91968890705327	2.0113499397878	2.6032532995143
"CST7"	4.31800001880421	5.43418487180942	4.36139632631528	5.85721296303319	5.41796457402302	4.97014516499519	5.30726457566135	5.61938329956281	4.65774715278708	4.93105586260927	4.34445172738578	4.75749699783765	4.63135118337953	4.69204390117863	4.51000414404959	6.8946540130263	3.49337397648938	5.82471272716043	4.80674090499454	5.27208457156878	4.77379375862829	5.50055365927083	4.58897562124955	5.31186663418988	4.87463969947776	4.59479370399214	4.56384797794845	4.78647387613013	5.19389297846216	5.67706371301868	4.64313732544338	3.35410567157653	3.58995001581851	5.12249697352111	5.20314092647136	3.79404267288955	3.64920433366336	5.64556176879259	4.27426759771559	5.19399494653012	4.97814749547354	5.09778205610973	4.25882395078806	3.97760211246482	3.8894499117774	5.07079993706368	3.10093308128564	3.02016061856196	5.036931623054	4.87627240952571	5.28083698064592	4.72898832015157	3.7319991687809	4.78254189843913	7.30201986193793	4.59271596952359	4.54323080521876	3.9684152884468	4.17935579206247	4.95102996237416	5.6081436959402	5.22634659034886	4.38291924834859	4.53464200168792	6.04155146449725	4.12074171665998	3.59312030851661	6.52826820833383	2.92209135906851	3.85735832354267	3.79621663251916	3.37936683336086	4.08492864356946	3.89457262461996	3.30414655963407	3.57774095561912	4.01396342598	2.67877276836037	4.74269817350238	3.42655747894476	4.24127716854951	4.2021307983803	3.02777765977266	4.08296573816284	3.89238796543652	4.42509972226947	4.36889650806416	3.14957261305574	3.88070272929298	5.57299780117662
"PTPN7"	4.30111306539788	4.30381305083852	4.02528170746257	4.57546072484589	4.63321309022336	3.78348682456876	3.74442109843561	4.78816036148719	4.47878080040579	4.98173259468411	4.82750090687301	4.69933464867248	3.90130511226274	4.6209196147163	4.64352375008115	4.75212906211523	4.77273482587964	4.38801544280624	4.6620556676741	4.39243925168258	4.58628366262683	5.54033973582657	4.67122532758637	4.68377405912025	3.55792678274692	5.45095807715677	4.15082630222926	4.25141873264357	4.99739634419346	4.99643187555439	4.01007747842674	3.74253089633593	2.62346819725242	3.00702081163243	2.89090330617374	1.45536327644537	3.95503138898725	3.93067274677098	2.28567355567256	3.55194932577948	3.98089391433612	3.065752338779	4.29725059345126	4.36543156711653	2.2853547729407	4.08512152954096	3.083921949553	3.04425896792606	3.28481732073192	2.103155347892	2.71707961795955	2.58639289839869	2.11112212701879	2.97446214472142	2.87882335418259	1.74059718216549	2.42113075696279	2.88091171706831	3.13099349503936	2.81969782581635	2.44886582954628	3.10491059601563	2.60949091828532	2.42277373884702	2.59264214315788	3.27861435415154	4.35394258979108	4.18246683946833	2.4899385530211	3.72085591113762	3.18157097010168	2.60116320337642	2.99885997417877	3.3004445566055	2.61656466188786	2.8370310097992	3.64485729129815	2.46426978926901	3.50045318102702	3.13873929483113	3.56146548622553	3.79587437557669	2.12104771152059	3.02436731691911	3.31863020416521	3.64638009473586	3.05780116362347	2.51636321255363	2.7310642209529	3.60541605928356
"IL7R"	4.64975503683353	6.58142113179709	4.72272108100946	6.66292744072979	5.00778096427001	5.84738290334176	6.04552609760252	5.4519503488859	5.20856632363548	6.32660921944186	4.02497166479687	4.75587074294086	6.15514028573914	5.67961393329777	6.2930198348048	6.17858918238308	3.94926856667057	4.98857049449784	4.42622293974019	5.85041631166534	5.05115844716673	4.70426550839878	5.40272071588714	5.29286383011957	4.73837208764088	5.36992735728013	6.3870613187773	5.24998284624464	4.75692153517532	6.67915404740317	5.37299582318887	4.82724263244862	5.51302300369402	6.41324890511185	7.04916336049074	5.49769348325171	4.87819013234517	5.76328909194943	6.40937243844918	4.59123924317977	6.38276237714202	4.15450868417241	5.5968941883597	4.44532428588979	4.91835315415775	5.08567053044882	3.45481349066628	3.38790920592288	5.84217002331643	6.87866704424691	6.6726684012964	7.24860263896844	6.98027975573193	7.48893515705889	4.95879193621924	6.5483299429922	5.82288560233081	6.14577805774125	4.1738365769161	5.77286588812626	5.8774683427763	6.99736546803195	6.70980365617669	6.83101954083958	5.20896958206515	3.53427642268489	5.8311399498464	4.14888516574215	3.47994164040523	4.95917638794093	3.1539338789624	4.83767035564306	4.61224806950754	4.40956932063911	3.87783664878746	4.63218292094393	5.42916468314798	3.01849729746364	5.71948052907886	4.09890842036266	5.22806995002048	4.92952402786851	3.89935219759813	4.22647055635811	5.28448454075182	6.29314783430107	3.94403543451458	4.23265048911782	4.70821216460804	5.41592359655587
"HEMGN"	0.0805220658831151	0.124180217143666	0.0946454706222889	0.512386958587226	0.0190030402115682	0.0852630014087952	0.203176821722059	0.0716503677999561	0.0343286348605101	0.0463138057521768	0.0354811607055768	0.0362374669477227	0.0612378942864132	0.0945174469873924	0.0555034523317414	0.0893995209155498	0.44482028651255	0	0.0156398916999275	0.0525761076048159	0.052618053199113	0.0449282145801385	0.0472238119494497	0.103055740129822	0.022153035615554	0.113558326316925	0.0646457633343238	0.0442744970907506	0.046706621365039	0.310075699818146	0.323183893313245	0.113129873417225	0.117338229134856	0.413624352910802	0.169600566470203	0.205792531256073	0.084568036665877	0.160523018020479	0.304024544226674	0.0377319757344987	0.0639674323165369	0.0449406337935299	0.0267570879462861	0.0215045028862354	0.0393514179194094	0.0144741877198348	0	0	0.147899431704206	0.88551126839235	0.307712569052001	0.405760604412161	0.270088230111766	0.414091382467516	0	0.0624791783881538	0.190523500017826	0.195024150512204	0.135277509267239	0.229271221612437	0.267460180578162	0.315306842473453	0.158886991629901	0.687034368829037	0	0.0677501043510926	0.299793552191798	0.215729469065352	0.0166842596062084	0.0307387690274922	0.0522869751193224	0	0.0924503918708922	0	0	0.0380292264129034	0.0541711513695387	0	0	0.0178657951048482	0	0	0.057282044261425	0	0	0.033976668567434	0.0636344399021729	0.0819324473995934	0.0613087313655594	0.0219415153424207
"HLA.DQA1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLEC4C"	0.650840928299558	1.65415607756624	0.400420163344263	0.52341117456611	1.00550799782583	0.45800389907555	1.30194605720766	0.675408735943168	0.21950757258998	0.778129453028793	0.360358316231665	0.339363074488827	1.57050572797383	0.649766479297472	0.855268680826695	0.577125977053038	0.420364178026331	0.709145848271499	0.264964940047056	0.923360845634584	0.250410757607933	0.827927939587382	0.559071966909947	0.583008330046766	0.597427228087061	1.22556618731018	1.38198413896817	0.950243931584894	0.863238606587825	1.43372295125291	0.384514008827405	1.10755063632207	1.09951540972254	0.574432214075617	0.465462226999975	0.0704857136440123	0.67662146719864	0.466967832166016	0.681569222619218	0.545588587961822	1.24799121823966	0.217825882034376	0.483252131368919	1.31411092369128	0.924771543306567	0.226149025560796	0.63887232408067	0.647696952409234	0.186091470914385	0.706267854170565	0.771338187754659	0.79215989777387	0.253836997683273	0.92370855509704	0.502456441946965	0	0.318752770410773	0.605893523349068	0.362053452951792	0.370424576135428	0.706915817246476	0.498183547425364	0.530707600400917	0.436812468289634	0.605056701497637	0.713143787042601	0.874025854904437	0.480148103203545	0.359524013973755	0.501587706097117	0.689699554439115	0.0549897959316799	0.571852501045261	0.512674798316303	0.53771759286615	0.170066372405774	0.457777482360276	0.178256272089384	1.54430140315515	0.115009533720655	0.188857851069493	0.284804377489978	0.452873594399958	0.10134721981422	0.167467872867614	0.393523607375608	0.332098412960518	0.42763993380574	0.392721634037484	0.452667929742403
