"TCGA.05.4410.01A.21R.1858.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.95.A4VK.01A.11R.A262.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.50.5066.01A.01R.1628.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.63.A5MT.01A.21R.A26W.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.NJ.A4YG.01A.22R.A262.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.J2.8194.01A.11R.2241.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.55.8087.01A.11R.2241.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.95.8494.01A.11R.2326.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.34.5241.01A.01R.1443.07"	"TCGA.63.A5MM.01A.11R.A26W.07"	"TCGA.66.2734.01A.01R.0980.07"	"TCGA.66.2768.01A.01R.0851.07"	"TCGA.66.2788.01A.01R.0980.07"	"TCGA.85.8351.01A.11R.2296.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.50.5946.02A.11R.2090.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.64.1679.01A.21R.2066.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.77.8008.01A.21R.2187.07"	"TCGA.85.8288.01A.11R.2296.07"	"TCGA.86.6562.01A.11R.1755.07"	"TCGA.92.7340.01A.21R.2045.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"
"IFNL1"	0.193334912726708	0.09918912349647	0.527575762643651	0	0.274330566868639	0.0777526003881062	0.0735412042746061	0.0579520371662326	0	0.214868583512118	0.176964672623531	0.955898814700036	0	0	0	0.130760435063919	0	0.0889753659880716	0.182205035720469	0.447957493330443	0.611605373163947	0.155066900826067	0.120247978872772	0.0421407387916885	0.109893816531417	0.0619886716785375	0.462444480678864	0.114901824876631	0.345591429444066	0.282836703900184	0.210850457185674	0.111495690471099	0.305499769355348	0.0265484191700422	0.0659464487693269	0.0304302411919132	0.270142730850109	0.150289308006346	0	0.0503558637543354	0	0.104161623268295	0.187322883670068	0.0570735574619468	2.95601099040424	0.132785550968866	0	0.20734963775438	0.065578111999757	0.105796867381315	0.139306883805585	0.105862532133696	0	0.067694953465032	0	0	0	0	0	0.0407670078799602	0.0973927247662444	0	0.0804796446581407	0.0913149304825638	0	0.269297668830591	0.143092247750071	0	0.0411129561407474	0.347119760550494	0	0	0.80488086537122	0.299637860155336	0	1.16132908123737	0.449787614597216	0	0.123081524833808	0.282799536762668	0.0826918304755045	0.229826896150805	0	0.177211558528851	0.0847343160572202	0.0400187406439421	0.0569091636840545	0	0	0
"CXCR6"	3.90491100694009	4.11112300464799	3.18890727799637	4.34236199938205	4.52456617202747	2.93930173396863	3.93811665883486	4.6720590225612	3.39147391298622	4.51840544910004	3.72700666739397	3.55662252946426	3.35175673354942	3.93849045668685	4.18764594823288	4.10448029231845	2.28459420712431	4.21877326803895	4.37300198448781	3.43187179842753	3.51315893812644	5.02876422783718	3.94830301193994	3.66114766469323	2.20067501214369	4.38867789295011	3.86898835802909	3.4561282265502	3.95478281322189	4.58601897078645	2.90307445343745	2.81105913937918	1.64675354211196	3.37393898745213	3.94354049557532	1.72679538486371	2.61065114034033	4.01740021545619	2.5551778286616	3.35069071921822	3.4602540891045	4.0744304420592	3.32279561678287	4.16645584565106	1.51582073567275	2.88836971860148	2.85746942023355	2.28865649246921	3.76989538828893	2.19672728198211	3.06339195807085	2.82082508413889	2.31647874959997	3.63483219106473	2.76041030460529	0.9623199302819	2.21868302307481	2.89794954833393	2.65575902747697	1.51417461696639	4.54961340136155	3.46598988721833	3.66726984069966	2.13892723058828	2.16760940659991	2.05099136825551	3.53012603760336	2.73526060249663	1.36151160951225	2.72685826238446	1.03655092025026	1.79091336466911	3.34744780561695	2.85047603641988	1.68193112554225	2.5644250917251	2.72215643706797	1.27751725396283	4.28049148459179	2.71081732431863	2.85619009568356	3.00463323583841	2.11128144547485	1.36766334388135	1.89146399325087	2.17778845803555	2.17288772946207	2.19763577288842	2.72505014257246	2.2755412893291
"KLRC1"	2.23682507626693	1.65532330714106	1.48250194354132	1.80957867743771	1.50283056460549	0.761480332652467	0.714849909810949	1.71995798779928	2.44829531766536	1.85827185325077	1.77837113753367	2.72602298048312	2.03465420727206	1.34070930257324	2.84301032014518	2.21658050486559	1.24717054877115	2.1785413430443	1.19053280159416	1.78626351225298	2.22459126132297	3.32976187556161	1.91674875029957	1.55394400796625	1.43711278845378	1.53681480903935	3.08608769414219	2.52554998141169	2.80623165635831	2.16808931547481	1.96667243235031	1.06592039207803	1.29469261394604	0.622417390217032	0.54963621946132	1.37239637196909	1.39448362027	2.58516468520599	1.34327157226473	1.19820534013587	2.21760517226272	3.14365024461533	1.20514336130364	2.44944901010128	1.0856624091974	1.44392867573481	1.96181022029441	0.784983225094358	1.53396426251938	1.70091490767488	1.51272876776992	1.45488963901442	1.62375263969934	2.25159833149054	1.19442480804088	0.740376072167386	1.05813795515255	1.27084422782132	1.54323711726494	1.53237918775972	2.16764369986572	2.05248978809693	2.06692123118309	1.14955299508176	0.587952917239771	0.393626196130247	1.06194823408119	3.05981230321137	0.679992775321938	1.56075672992216	1.49308523643083	0.406133511923791	1.96265938042164	1.80078846729442	0.773605913922922	1.57268726090514	0.710830047136461	1.8086920266052	0.725080002114795	1.40056948657094	2.03565270125516	0.991231643658205	0.722595918062957	1.54990452012222	0.640306962436281	1.55276414002737	1.23139139657762	1.06732801145735	0.665477138146357	1.06667221053306
"PDCD1LG2"	2.96228012595973	3.4108210699216	3.33851530052864	2.9907954735585	3.66381430816808	2.93918060074573	3.23979205087873	4.06777232227797	2.24336403456989	3.31540674715611	2.77227226622172	2.71031302417876	3.93136530863901	3.10835554697768	2.83067142682189	4.03184367258802	2.01511775559283	2.60933345589405	3.34254029847074	2.66355028529445	2.4011635817855	3.46835569294346	2.20678631530647	2.7409267643552	1.21203438279122	3.65179719061214	3.69490505591709	2.37487833791695	3.06939396369954	3.22856944695919	2.22851382102204	2.9582576712955	2.52960008810665	2.82780381348396	3.53790307436218	3.19977104546959	3.32682541277748	3.09673539982381	2.94506386382499	2.40346112957587	3.57085532413616	3.33951309573334	3.62460660301009	3.43814517271501	1.9101013847011	3.82662571202538	1.74910513646825	1.23064845007967	2.42289216117463	3.3444380651221	3.47136793005504	3.06275153726282	3.06929751954762	2.76801173680779	1.61750290120161	2.52818052435394	3.30441058012481	2.57355946520926	2.54765530868984	2.58802491846393	4.11112534784336	3.1191528111816	2.62679485866008	3.03462958172073	1.75703711259656	2.07490941929312	2.28158273819783	1.80959835061486	1.12551764019163	2.02185780094659	1.38609899799707	2.91105816686627	2.28837946311238	3.54340006593259	1.88222793032173	2.19703725536288	3.00390069195206	1.41641683790107	2.37662029791547	1.99959592419675	2.87311154601375	2.24359691078606	1.28245704641037	2.64880785568203	2.14559932478597	2.87363701978907	2.06621373323212	1.91246392297263	2.23920271518942	2.00131902448282
"IL2RA"	2.4280363322088	3.90103221568391	4.50997588514504	3.60091248606383	4.56179960384052	4.29787100743628	2.90968188046018	3.17429470562601	2.80702115012221	3.72206760570428	2.83052046049903	2.52182653016318	4.95146248383891	4.04346428530121	3.21454009331831	4.87155467895346	2.45802693058354	2.64778158340466	3.82621722022411	3.4395151751455	2.97896790249963	3.29555472393676	3.0843679495154	3.26206387128524	1.92737519703657	3.73392292090665	4.21385618010032	3.00399603442421	3.24667739656969	4.42817317685574	2.14005607179004	3.78403762869248	2.95072620670821	1.83921598813855	0.837414198926487	0.910118805318351	3.86159257323726	2.03298066336982	1.52783045509846	2.47107423092391	2.83485935022313	2.97155732089167	3.56170462753377	3.21904062883018	3.61787132434866	4.4994209534743	2.31054099306142	1.93623786209528	1.02688605532647	1.7344880880104	1.53558242196501	0.743693858349939	0.922088170113023	1.49137416201262	1.83905381281059	0.926931521870406	1.32012356984735	1.36162105598752	1.31432873379956	0.96150033790661	0.599382457703513	1.87256239158871	2.18586079106015	1.09427736381983	3.06424398279572	1.93822721191726	3.04360151670657	2.50989380232759	0.963452119377644	3.06828291001653	1.66793785564248	2.71130432968636	2.90279658905219	3.66569535089467	3.36393749828001	1.91481822512413	3.74421489641236	1.38177289188948	2.36395129974802	2.39178591324002	3.26999302974559	2.97844204107958	1.43393696641933	2.25453626746917	2.7719158268777	3.68519279567865	2.27592757473522	2.13608496910885	3.09609873650527	3.12540781178829
"HLA.DRB5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IL12RB1"	2.94182403754213	3.13732613978766	3.00576260306902	3.39193429192107	3.67779727193246	2.75070790715773	2.62941587656975	3.27160493476236	2.58570664612895	3.4784977880359	3.10842138056834	3.43450658428715	2.74487299857771	3.27273946466679	3.52508740902775	3.54532843491581	3.46391275141219	3.420225169863	3.24210325470072	3.17888958490413	3.16232497969683	4.04917405339809	3.0220935074922	3.3708760622395	2.42477964259803	3.9250539759355	2.63165568948308	2.94026814306008	3.35329781041548	3.9071641267893	2.95943827947967	2.84581666365668	2.31373726820652	3.11383840682057	3.68491076812557	2.94794831234649	2.59235913033655	3.34763114290595	3.37886446292444	2.96044467594899	3.35332527407127	2.06068723560067	3.63608336714409	3.3683534995724	2.62315885454392	2.4590582421015	2.45322519179572	2.18271022994136	2.64856700164904	2.38573209872561	2.90883905015268	2.91357625370293	2.14733071228174	2.9961653477925	2.01925531962852	2.22486287582657	2.82716736628002	3.09565863326909	2.93593084728973	2.92392951148451	2.60023178503473	2.8293127619439	2.95685131595715	2.47771456630229	1.68320881400477	2.22173532474843	2.71325515989697	2.98094972990801	1.44417380381914	2.53332116070469	1.93558311490991	2.31879073517023	1.68662438730104	3.27394551963867	1.80691787425319	2.51011131242188	2.19981253349835	1.47758739980774	2.06193361875577	1.99424206109077	2.59182313244325	2.97600329437942	1.8169892805183	1.69038180613356	2.08178622524334	2.43400875903329	2.50607092943915	1.89471548003536	1.84141735152787	2.69953026619513
"IL12RB2"	1.17975741027049	1.86865778831893	1.68932568932228	0.758910205684612	1.70338460560123	0.889068445897393	2.69094074600225	1.5316142903387	0.604605943563279	2.24975716156309	1.26979944681772	1.83844508946697	1.99925440944172	4.10585429156617	1.59899583239098	3.27552047484555	0.598558665154751	1.9446030627397	2.12174199776979	2.32432403286464	0.808322393368775	2.23477536985688	2.59897409064051	1.13414079382564	0.971117025428221	1.70344267631935	2.06539479136525	1.24506108956119	2.86263285482732	1.80924989156788	0.69139712433848	2.70941912444855	2.46099671268249	0.477512296384715	0.590283227998326	0.205540064394612	0.926643724379243	0.902269194321012	0.609558880290668	0.931225983092062	0.81588414734031	1.35272458723647	1.21589172769009	1.83700327758146	1.40200490987003	0.857837237883768	1.20132618922075	0.264525837006547	0.802524564298533	0.36401572628574	0.525333355983067	0.665558057108121	0.352123621769976	0.408622801570519	0.73600261443503	0.130996537566985	0.781395199818711	0.70262774761219	0.451295744465509	0.332637741101789	1.16684757427969	0.992884874539266	0.751720742440431	0.818988178990049	0.355932324457375	0.382886193703935	0.693395997375356	1.80226253016081	0.380936525850489	0.44496595804873	0.462635214052328	0.795439231362495	5.08758420067819	1.02209355088412	3.71928311540372	3.98455060927355	3.74154368046494	4.49906622257959	2.59543043858664	1.81075834174309	0.794713219454504	3.63449084040114	4.3832431828649	0.358152976239507	0.401952257552578	3.28065136368899	0.86252663992831	0.30811104763951	2.9897919495558	0.908237592902458
"CD70"	1.24713228750874	1.71316493860585	5.50806563658758	2.3079426598589	1.74888432010936	1.73483106001197	1.08842644016159	2.28953188229531	0.995891928993072	2.19693107457413	1.63946152372344	1.95261219637904	1.48924684267854	5.87141759411194	1.24850127085512	2.9700773130171	1.55185561323857	1.8652436253284	2.72235998130963	1.85843240400207	1.59589272376094	1.83428481402399	1.62195234505286	1.94397312959784	1.32934437668725	2.25290984585865	1.51654665776441	2.08076691139562	2.01487094666541	2.13158122597003	1.12694290483327	3.80001793495746	0.88017025294172	1.07496691031323	0.982361286564287	0.186546608420868	1.67533915568022	1.18729213030076	1.12894603837392	1.50879248178728	1.15236969229704	3.71380138898183	1.75704172054903	1.68269162461386	0.910853689719164	1.02830154999121	0.351407787433729	0.635537094477768	0.964993984207437	0.533702370847095	0.541025167016339	0.552523413805697	0.416958396683113	1.16384745108812	0.648872629398121	1.5020121122188	1.70436812654398	0.736891817475804	0.506097616467993	0.318724445050068	0.892857642125126	0.9163731823543	0.294624986490139	0.942214976050465	0.834814642590703	0.884851706702619	3.22707221518185	1.3508147884173	0.634515835334923	1.27135572008256	1.14073471578192	1.04810529597619	2.57433082146504	1.64621536245143	0.384188802518597	4.13593709438488	1.0566484276245	0.548519695698696	1.30079295606199	0.77365112041084	1.59238907203187	2.05847555092435	2.26736193876796	2.01051401039439	1.33922656467765	2.01115506289272	4.41755952748082	0.418044665594322	1.55148838125459	2.74267346887173
"CD80"	1.10010075911242	2.5664297210155	2.2485323304103	1.64783831751942	2.39069002522226	2.19194212161097	1.88395045683836	2.27738700743696	0.825581660725641	2.04866092057543	1.29144713469995	1.94495794399841	2.72545067018506	1.87426922088696	1.75112258287431	2.61622960939708	1.84883803823028	1.9104675178083	2.2313403378401	1.45884708938946	2.24838830061943	1.87452414273111	1.46766159488465	1.87450006225418	1.01011422879561	2.43103576032188	2.26280849491334	1.91165599707522	1.83618901675436	2.80471873823988	1.90133120130068	2.0000882660771	1.58662497461646	1.77010186955137	2.06794557475928	1.1682321661268	2.44153171997932	2.5950389730013	1.84779388717124	2.02793208372126	2.24430152206541	1.99248943119582	1.77586161887263	1.67853429074484	2.20626967687513	2.30595908520048	1.55929576660343	1.80407346229697	1.70050563443997	2.03087062983114	1.83089727005478	1.58308009964077	1.4112751052111	1.70617285322241	1.19120577363253	2.69081126852047	1.60095451306135	1.14059475570557	1.62500105427905	1.91813849510993	1.469805404786	2.0329292817834	2.21092620969389	1.71964778945615	1.42828396774214	1.93616175047511	1.82355413726172	2.47701282010345	1.10681926595027	2.4375217738422	2.36609911790851	1.75954552562472	1.54387096803847	2.34662652396789	1.36546549250202	1.88313599620734	1.42722652075644	1.02043832172662	1.19064821997168	0.811678631484763	1.73722851403247	1.62657199570267	0.783553699925777	2.01337908422084	2.08665792685208	2.18632219296335	1.23466439725182	1.17265376098321	1.2774052683835	2.37934152594703
"FBXO39"	0.409081598997658	0.11158399070646	0.340383336649809	0.287525293988704	0.648407801365167	0.352022411758645	1.26466966181111	0.280973560207992	0.519559677367619	0.272379310157646	0.391838214943441	0.275498074569196	0.402628867087881	0.183549419013102	0.178410421913115	0.445404697583706	0.417162269014695	0.291295450068835	0.372848854259722	0.66671759147523	0.587683875782139	0.478519684613249	0	0.300502714082038	0.569194699366467	0.150424758987342	0.519743713704426	0.396725725263939	0.377416201293864	0.324706742793399	0.509970551712297	0.30757016207468	0.576678422878494	0.220569737080757	0.170832429770362	0.0151584491519128	0.345396633447186	0.248729739270084	0.259212481795522	0.257564959227073	0.317495577581454	0.351031438854304	0.250488616251285	0.162077018959404	0	0.35444447327424	0.0940257710354638	0.485677362926687	0.102940099047576	0.178404758454111	0.288387890208941	0.187427125195475	0.237949298081929	1.32557871298059	0.40624396855303	0.256931076931423	0.0428401551711907	0.244699804513537	1.54898087466259	0.419860739451487	0.197701227173982	0.149484401869552	0.273394058696497	0.176535752718075	0.0709714286846985	0.165923125475922	0.136454368087583	0.27049593482855	0.26200317284281	0.992269066967699	0.176880293254865	0.191033090300508	0.743641119669814	0.775860246838629	0.933156230633673	0.720723217474746	0.653779499852265	1.72100325691364	0.934370149384764	0.218850354717223	0.554801133387569	0.7979017063519	0.42825578760595	0.112504520070986	0.329711421189965	1.21448951556283	0.177871543110679	0.161049859740148	0.672567975204313	0.12194926234369
"AF165138.7"	0.40869905513157	0.58044935456105	0.141294507408232	0.198629285287156	0.223400366920905	1.18316164830332	0.365760461014345	0.647374261051799	1.14385911758614	0.48460419579367	0.176533152307172	1.04723818695283	0.532519242020515	0.288520070506013	0.756183758884453	1.80250315573583	0.527069649126143	0.192720201220742	0.367527343045961	0.368271078196038	0.519269501430223	0.76540722389569	0.155491871444	0.606369927024741	0.0928642083486589	0.446438486520654	0.814919811885724	0.456310533123568	0.610735746156898	0.575173111148119	0.262061143334269	0.262211841397994	0.242612036988555	0.238297236251691	0.120220240867401	0	0.0607494646202521	0.237791689259378	0.0504109225649893	0.0775508031659977	0.534131536208848	2.2419521094707	0.240902138646347	0.380237290035148	0.515817404633738	0.363991806946699	0.151332686356375	0.158441286433369	0.0524855787621008	0.137689509860387	0	0	0	0	2.12174058628398	0	0	0.0942171364858522	0.0565010624683575	0	0	0.0646914060121555	0	0	0.0426192976992828	0.355605582554849	0.271735743889687	1.46338581540623	0.0522091110298358	1.07564103527399	0.0559634624342524	0.0985393869795161	0	0.221221424423612	0.118207125082766	0.300952718993049	0.353894682101123	0.067932387419688	0.124739947856186	1.47982845398258	0.201348727431612	1.01215180132678	0.061537047545928	1.69163848667099	0.209730348815146	0.323963668312889	0.130389120661065	0.804219251222904	0.157785806841336	0.638388986763048
"PRKAG3"	0	0	0.0410617946486395	0	0.646834695937842	0.0213235258038204	0	0.0785335208242649	0.0690661981664527	0.0370197287424579	0	0.0641961527351231	0.0475055539040285	0.0799962045780149	0.065381155025472	0.176451714181104	0.136327811663934	1.24613424236974	0.0693401162506356	0.0975616898186459	0.0665112107027149	0.517090054510197	0	0.092680308579455	0.0262471953638215	0.162547664561401	0.0279776798888054	0.0465551076603857	0	0.0318773215752258	0.290727279213857	0	0.245642369832903	0.0259472993553655	0	0	0.0482460681429873	0.161437575319807	0.0628597657241142	0.124124661003947	0.0498982366111086	0.01768842064919	0.0521548426372392	0.0369115831606541	0.808593310589565	0.0166346424779041	0	0.0370938277308665	0.0835449603478278	0.0411066318877434	0.0698297491998496	0.112721819404401	0	0.317066007610737	0	0.107828718274273	0.661256985006899	0.59258779242867	0.158310056250298	0.200871998643978	0	0.0313178736453387	0.0768430712697013	0.0716969494342236	0.0246604937778953	0.0138314674992893	0	0	0.0277911071737716	0.135054542407291	0	0.0276300775705713	0	0	0.0130000433245468	0.160658732053677	0.0809189619943816	0.0276065880074449	0.0418843511706091	0	0.0412237042606817	0	0.095449079409863	0.0477727631587032	0	0.155306065460333	0.254417326162467	0	0	0.0572351026422925
"MURC"	0.236274635779668	0.334090773412165	1.04952754599685	0.120212625866785	0.64278579081101	0.571976477459091	0.242106970165362	0.241399586109976	1.88466311939033	0.464947989477709	0.377308376081024	0.282694372415942	0.837001917687633	0.427519099262685	0.279904348597845	0.397199981387511	0.436622430578181	0.867087607462379	1.2480436842769	0.925828615211689	0.476399491016093	0.453499111640868	0.55821222345957	0.249929903606816	0.551771585047404	0.46492359045099	0.253317538291807	0.663294154934662	0.977009740217953	0.302474008028479	0.303415491676351	0.627939923797178	0.539179193763585	0.15991547497701	0.444392528575619	0.37031782045677	0.994177319978826	0.504712527908196	0.556566685917701	0.284231098204629	0.577771935507314	0.231396128741297	1.02435288799163	0.17742151913848	0.521364905242778	0.334041915136798	1.04921896598386	0.498647601045124	0.387327938999695	0.395163219851515	0.415850058547825	0.522918289315487	0.347922541532797	0.602617857140613	0.42565308609811	0.291348797661878	0.433874455606244	0.736147216830559	0.50858819777367	0.369807713030267	0.287116601469138	0.392815648815476	0.784580291737837	0.33674320051515	0.424865372587882	0.336520701528264	0.368495959426055	0.522847614559487	0.442736573237796	0.450210599552342	0.444005768646563	0.414929736231552	0.340635392779115	0.5296995492723	0.154488429844208	0.411434133010533	0.901425227224689	0.295628284822935	0.529682765524503	0.53329310173363	0.626341828098371	0.350688083837537	1.08776628401051	0.822199696977043	0.319832348737435	0.779095809859072	0.671932836837429	0.639343930131874	0.586061755406758	0.364904644448489
"SPTB"	3.71905715688352	2.81863697284459	0.801713232083093	2.45938258139841	0.638477341682991	2.98383139583799	0.687240246460858	0.166307952985501	2.46614169608109	2.76853833671504	0.293728563759739	3.49503265361892	0.950677289541974	0.703444607913043	0.269076453234306	3.82020078192062	1.74255624050235	1.069440940341	0.458685819318164	0.548356380114958	1.1343493926273	3.33730446252284	3.72042898817804	1.52290504464714	2.42534209171426	4.99742840485207	0.622889136434875	4.65530329123004	4.93820929813898	1.72737776222282	2.69443772053283	3.7548280441497	1.25402657303632	0.608708551327723	0.978716843639639	0.585331951596139	1.76175182368678	1.04276618343841	0.674283023280165	0.470622828448771	2.1441504149294	0.931609878147895	0.326620516266123	0.731051409989908	0.883534422657073	5.92084098094732	4.31990286848377	2.90225964961761	1.11121746554499	0.850474347070216	0.978891269252216	0.810297733921554	0.905500688319237	1.04764151739786	3.87405220966764	0.679371180345178	1.01139017964826	1.10209752741682	0.432076445934252	0.915562880007208	0.190602417280738	0.480653612519304	0.695074624745195	1.30082808685208	1.28005690138886	2.778425142848	1.24209737162199	3.9990231326223	0.661336353000857	3.25072516225262	4.95907428638698	5.38201146942061	0.344215596806689	0.447606686745082	0.857775940542063	0.731264783692471	0.525194321090887	0.412807498699688	0.6581359401195	2.4358052221245	3.55865434115316	0.360449261756236	0.594550435420424	2.93246438248034	3.87525271244938	0.408539224638395	0.387355175523363	4.39632338709338	0.414426583689946	4.31139478817659
"KLHL30"	0.630164451995865	0.228495151235967	0.193875374539349	0.474706434259513	0.17197882925948	0.132363115022402	0.210879369961693	0.267738031328677	0.682798094192524	0.464680285154391	0.649381765687848	0.236090063222447	0.187488140796668	0.0609872466653868	0.572277376678646	0.136576611542737	0.272373721792119	0.284445492609442	0.0732515037455217	0.369441507150542	0.251456864648108	1.19838715073284	0.293683348339177	1.39037990042845	1.82859883026393	0.686537491943798	0.32619998648997	0.421552650356715	0.575813905615387	0.285858583650265	0.644680551673317	0.18598515481824	0.658771358951348	0.316358565853511	0.579134178452865	0.543004954407257	0.929209990597312	0.573522928985198	0.552471558125951	0.609046679760282	0.512360809956439	0.246889875824289	0.238912868141618	0.28373966394326	0.333118901520017	0.344612159434199	1.13008466936209	0.42848427220924	0.597017210739542	0.486288393563647	0.513321053933085	0.707295138099794	0.700230901783543	0.740815857461787	0.470934145807324	0.849529760857199	0.713081956014397	0.780229994190433	0.762827859660639	0.77350038295193	0.464035762022869	0.434076853644658	0.367203492652785	0.586503619740952	1.45205887389105	0.326511854119552	0.342699951643138	0.236166837110809	0.249302838694475	0.235374450942967	0.255587601105116	0.460289123882241	0.0813045968179122	1.71174702353861	0.195112346372	0.746864404256667	0.212040928315974	1.19716010693214	0.2749674019474	0.629883266606875	0.166349092779755	0.625426203562648	0.199610454465269	0.48886034895851	0.185557654361978	0.842521291414524	0.261017951441214	0.711509948789468	0.0815552594355941	0.435329249936095
"AKAP6"	2.15402760877519	1.79742195624266	1.12014019932999	0.75220585012186	0.729453782414397	1.78971236073274	1.1954939577596	0.701863594867916	1.22121908128133	1.43562525632675	0.793182542302097	1.29763916359056	1.46469718084067	0.397713646725794	1.65517549427386	1.46738837514083	1.14141609815187	1.31113013457332	0.731757193370414	1.09803321155192	0.621760685610728	1.66955781244836	0.969395250684671	1.61351512723803	1.52035717096541	1.71313819786683	1.00843970678494	2.10133268792159	3.00597246639045	1.65736311795159	2.76602055034481	1.88903543141199	1.48134198427115	0.988298443184661	1.87777539904429	1.0032747688633	1.60214240955219	1.267107015473	2.10229824931006	1.48730136173798	1.26723626965662	0.598714040851325	0.447730131262436	1.48084243694456	1.50569393578315	4.71952037353084	4.23031733335071	0.632635626613373	1.22052100293124	1.81048129013471	2.06897378682084	1.18735243202291	2.22792478682673	1.03781017808588	2.14696113416906	1.39330573724281	2.29900632687152	1.42472396852016	1.71804740202777	1.88814909095917	1.35873040420817	1.81373950478472	1.76560286848599	2.35182986369889	1.80034093126896	0.70273009100601	1.85724812306269	2.08913426479988	0.841256676277946	1.35600610427744	1.70696641104121	1.18252125664101	1.02422829302455	0.609891926505679	0.828576205107123	0.471597480142951	2.75636704217053	1.01020369279721	0.718986461979284	1.18133139192812	2.33266073627994	0.453389152218578	0.657137271625531	1.82164213509474	1.35016917760196	0.883971915625296	0.873784165330353	1.84995893148698	0.808059492483169	1.87212976749632
