"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072805"	"MS2010072902"	"MS2010072925"	"MS2010072930"	"MS2010072004"	"MS2010072828"	"MS2010072835"	"MS2010072912"	"MS2010072937"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"MS2010072024"	"MS2010072037"	"MS2010072040"	"MS2010072834"	"MS2010072932"
"DOLK"	8.67229186711673	7.98309367655144	8.01924370569417	8.13700365551867	8.60843563326427	8.05830059734645	8.34809031784351	8.21316295701127	8.48770540940906	7.74003667302066	7.69007863293002	7.3925528342046	7.99630247786584	9.34994882676445	8.38663900318181	7.38626503956717	8.1532362196448
"LOC100132429"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSGLCA.T"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PHKA1"	6.51439336357012	7.0296486758153	6.65171781521045	6.46214731372607	7.11453105486184	8.60102976028783	7.06951985974333	6.44262340195052	6.88188862153517	5.04841913135297	4.48128575761899	6.01681239081661	5.47322361344385	5.72295587819146	5.0673775701159	3.93166882093456	5.33770779913182
"GHRH"	5.36548749200961	2.84430926117565	2.1844959780778	2.54844504032776	2.36132753835401	8.84059871475192	2.50373931836671	4.24573924708181	2.62089627426132	2.23802220158901	2.06254100982858	5.01919125894379	2.20016793847281	3.87319100865901	1.95633196149625	4.23701412077775	1.81716641100811
"PSMC2"	10.0414295886011	9.18811243449776	9.94546514248813	9.58434160153506	8.58145490703475	10.0397382376437	9.51569466297838	9.25985306373528	9.42664033074959	9.21625735053837	9.47022365507701	9.56200301383502	9.41730605382662	10.7759525771584	8.13763546607128	9.56893612864011	10.3581371815229
"DHPS"	8.7351890530759	8.35868423597738	9.81081793050763	9.46343959042453	8.71976083383176	9.07332708222841	9.32612744057315	9.29311416200976	8.9504611602461	9.84070814820711	9.86249700984204	8.13101161574933	9.13000067266697	8.87327224277758	9.68846617216284	10.1406217244536	9.24071240914104
"CHCHD2"	11.9562285996138	11.5690760991634	13.8586276731701	12.8556184642904	12.8458261315822	11.1505861330409	13.5050784159757	12.9870491496061	13.6610658638802	13.8441150778514	14.2112024566973	13.8282266432938	13.3594683524862	13.6531076605422	14.8354541935705	13.775212419798	13.2569023094362
"NGRN"	10.7345547044461	10.5436264239768	11.173804245602	10.5356896902882	10.1827653124973	9.95361253145022	10.9455639000611	10.5915280540813	10.786298519962	10.5295119424462	10.495625784764	11.0904833441341	10.6126544009326	11.1490966396762	10.7836665665339	9.85752964008409	10.7552610594723
"LRRC20"	6.07333302601913	7.27931872610915	6.41125005040142	7.33850195990021	7.60411873582532	8.77336924982256	7.66148617524233	6.23099918905954	7.09098572730269	7.81178477931097	7.3839028626679	7.53490296343655	7.46388117911578	7.01680068971494	7.51280547305035	6.84964627423135	6.78483975716934
"THPO"	6.03965698815325	6.22650546417535	4.97485810230408	3.24159422603061	3.49007283205762	6.80309686016022	5.0365834358867	3.94800375187921	2.5429883010298	4.77782252720931	3.18705864534153	4.39054880160185	3.96160589192781	4.16197227075275	4.51448041545705	3.2426245250406	4.86912351279639
"HSPA5"	9.50130812915928	9.81421179705728	9.22737082714904	9.12867710507895	8.44394836907542	9.60349477378021	9.03767780338642	8.76355523914018	8.5164120488322	9.46594097990305	8.25710580779644	9.62277052797765	9.24187644181884	8.61664356278128	9.16212065557234	8.68739173891664	9.09942364012356
"FAHD2A"	6.7417001179844	5.5838804724595	5.53193563806209	7.14167981328343	7.98978417909634	8.61965557539218	6.98912229787559	7.23795692339145	6.4307138161819	6.40435374476892	5.96256566444449	5.15134909904206	7.2396846378499	7.35270245671565	6.6804269633599	7.34449868916795	7.47699136325195
"ATP8A2"	6.12022305533756	5.52212412585844	6.31118355729013	6.16447383875211	2.78853102681868	8.46951830148086	5.784677970166	6.45912611488416	4.66120666620378	2.83000052090106	5.90791520630909	7.70685114431344	2.77610088890454	5.95100522203684	5.54011163636907	3.83405914378545	4.55035398805086
"ADA"	9.2242420987326	11.5005994152163	10.4565365368061	10.9663593005233	9.6818081252709	9.62046716355002	10.0215931406092	10.3883951455784	10.6485208165262	12.7292105959468	12.7735265377796	13.1564009236185	12.5156424304474	12.2684132770488	10.40832442681	10.6561255702953	11.195543473509
"PRELID1"	10.720985884582	10.8065517625637	11.0808762149834	10.7487076458982	11.1398159035549	8.00092980120396	11.0099846214886	10.9884868037202	10.8754102277712	11.4631087584008	11.8801453951346	10.86592980369	10.9055089184013	10.5865078455894	11.1997580317161	11.0511576708184	11.2420356176488
"KIAA0087"	2.62457273057529	6.47263190341906	2.28307171367776	5.72202698654989	1.66268999359116	8.11694987731772	5.07189024342891	2.74765175156573	3.52965368111583	4.05680232092545	2.54402447130929	3.96247193637684	2.81810980985113	1.42007276860082	4.3732966695732	2.28404901011843	3.64618317117853
"MKRN3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ICAM4"	4.1798579699371	7.38590838386519	5.96779931225117	6.33306454654157	5.23481775497654	7.56081789455619	6.68103074585394	6.1058496540475	6.67933975322175	6.58822496348511	6.56112746588199	3.94352276356159	6.57540066847812	4.42311420326523	6.4930744489114	5.96990987680431	6.0628661016819
"LOC439957"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSMB1"	13.9767242025822	13.3982528156044	14.5571516736393	13.2931376097375	14.0205345288858	9.29116108364967	13.8150459226641	14.2598601679078	13.9783618671087	14.0273673786491	14.1894829312192	14.0322543012444	14.0969187792029	14.3027892043754	14.1223198731762	14.2223467648771	13.4423696997551
"FAM3C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ORMDL2"	10.4718031783049	9.98818767934129	12.2704018105778	10.5567772312219	10.748932719262	9.70411368521747	11.1183117482715	11.5261093388338	11.5364576344157	11.405737184791	11.9602037037598	11.8667341082154	11.2203180668066	11.4010217398784	12.1676555119634	11.7694066362769	11.0307762041384
"CAMK4"	8.93788894340689	8.73335239790834	7.41867637619645	8.23065683117394	9.50265508152522	7.71117281619257	8.72544877753637	9.87371559605694	8.26280848031787	10.0463918372393	9.81895316420697	7.66945763124657	5.83749044655875	8.03089496266293	8.9518648736152	9.96457754621754	6.84856278695347
"POLR2F"	6.9930457463278	7.47901141591251	7.26338325188118	7.12541204055497	7.22631226612056	8.21228948592425	7.1995848865754	7.04837913842922	7.16174797035985	7.0394236114381	6.96180767367227	6.85354109057528	7.15970964032313	6.87978741624977	6.30468599334171	6.60285876667225	7.44792806360226
"STRAP"	12.5037303168146	12.0972359662856	12.3229436081066	11.5116610280911	12.5031644106628	10.8936653893721	12.4468145230836	11.7094499922258	12.0689420652672	13.0146168240322	13.1164740696083	13.7446699938269	12.2704605146462	12.3529855757777	12.5920547014018	12.1799082532477	11.8805448866793
"SUCLG1"	11.7971661575185	11.1886445186017	12.3617991520469	11.9217452506853	12.0485912306	9.9590876594166	12.4664606479601	11.9515791672663	12.0884201019742	12.2697052589205	12.5876875302764	12.2760857171269	12.2598490894657	13.0626108817653	11.6256531333129	12.3225938097256	12.0721226808968
"MRPL52"	10.9142694694754	10.8832891803536	11.5307824972371	10.7608638140552	11.5454436653497	9.53061876538004	10.9279244051604	11.0969386589961	10.77986555303	11.2460137506848	11.8415805292543	10.9475628159095	11.0508215036973	11.6576205107948	11.8983067445277	11.4113840564514	10.3704958414065
"TCEB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTBL3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GFI1B"	3.20069895535282	4.15148765295458	2.65576149371608	2.22294880725146	3.00468533087967	4.72481409120153	2.54442807009603	2.3040298381649	3.51071782043896	5.09020126005872	2.30267041923276	2.62501657771539	3.57471556857213	1.76784904536708	3.43057417885624	2.5616383078738	5.49127634979322
"FOXO6"	4.28371216127894	3.59871610849182	5.01833974145921	5.3120567519767	5.27361255674014	8.62087985801928	5.25062321716145	5.8240446742834	6.32217108237895	6.64622532877053	2.55267643177813	5.52709609610302	5.47129155528063	3.7394349636984	3.11295682402416	3.76068054937602	3.79689123902364
"PIWIL3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100132977"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USP2"	3.96950245289492	4.46823227323779	3.05980664920814	3.04537695692534	3.75479801694876	7.98314963348646	4.10185666680712	7.07166127475782	3.0013577817605	2.11756136961427	4.38798646667182	3.87291105130339	8.85559749510644	3.72543538622408	7.84021085689926	4.94208532117643	2.74629211707235
"LOC100130084"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"VCX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"REEP1"	6.9407558310792	5.97612877240366	6.55657386570836	5.39516977067096	6.0848489320547	7.85075849065087	6.997073021677	4.88118697364535	6.20079761010112	4.52199778979992	5.41552094433007	7.43681828100179	5.78180085328676	9.67239858831291	8.10635334009553	6.29209325570837	6.32188979717354
"CSMD1"	4.49004487623925	5.92925228924639	4.39537967341129	4.93353444354681	3.3117586172878	8.61345203606725	4.90688097812432	5.3402234422161	3.5558182075011	2.59340220397275	5.10576907530276	4.53135162534254	2.83089280965812	4.10259475853949	7.10651895389487	5.04489513546027	4.90846892208899
"RALYL"	1.52676350046651	2.43094462960482	5.17105499813753	1.96103957410346	5.23517364061735	6.68175924941954	4.33016344652333	2.78797117695335	1.37986832986821	2.0333388665227	2.16377519318068	3.07003069411216	2.06016073354002	3.33493409500857	8.29122655141502	3.29215859207843	2.2377740910304
"LOC100289180"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARGFX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNRPN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C20orf26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC34A1"	5.24107788221733	4.56900026576144	2.70644941271852	5.80787503637566	5.16528006865797	8.80056022744351	4.60870855090663	6.09531255298914	5.98114694969582	5.55277147200569	4.91189677999871	5.49137209125752	5.1819635255736	5.71575298275745	4.43516459678416	4.23178188964733	5.3863495576365
"LOC400750"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CADPS"	2.91527090504224	6.49748788324266	2.18564987446441	4.78454839381328	2.96110211778264	7.24139554909031	3.18911840851795	5.38442445258518	3.00366234078836	2.76588595740175	5.20489032776321	4.14699851757914	5.89443712501868	2.46671785338457	8.4901859796846	3.01415584092574	4.787006861839
"DNAH3"	5.17801536210947	5.89605614884222	4.99855067828842	5.35503345330553	6.34495958089355	4.59333453508976	4.34864351399668	3.32224280686204	6.29783455179418	4.60653524446682	5.19625393520656	4.65257778649835	2.75943233096131	3.50793533369442	2.98272331590792	3.23887567123695	5.66064566545566
"PRG.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DNER"	4.83406496635544	6.98942906930531	4.76894256675381	4.67809617949224	6.04762347208431	10.2332617718444	4.86805189349686	5.66552327109674	5.8343300303466	5.28729791281995	4.56300184659802	5.12141035904148	5.18434794100674	5.07335967686964	10.0974221371483	5.5408989093207	5.02628528840655
"LOC100130746"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARX"	2.07313428305597	2.85278685392054	5.7152047711562	4.76145683135803	4.16345477435642	7.09245336767302	5.13256693048268	2.70841974496475	5.04210065572765	2.58004120496353	2.49285913926411	8.95011856354385	2.00620603752918	5.74627711837443	2.57163186558265	5.57313071133725	2.30860866489178
"MEG8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS20"	2.32964190017993	2.06749848020084	3.65873757102263	5.19088508826725	2.94083878499263	6.88047641050823	1.68786926892792	3.15705787170405	2.12221869755665	2.00052628592049	2.73057321374303	6.50706749575071	4.58139602663691	1.70200095898633	4.64321844165836	1.35033386687285	2.36173540582917
"LOC100129942"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CPA6"	1.84845741752392	1.95553888793793	3.73481199910719	7.23002406292475	5.85748758504658	1.98083054290969	2.50842664115833	5.07825011067641	4.35083856887405	7.75512599483117	6.47191975876752	4.23734613050121	7.67188902191105	2.87940034256655	6.4152991670509	6.79480742948749	2.88050060691211
"PDGFD"	7.91192372028782	9.45760440357965	7.59323004799149	9.04282602997972	7.51840352034801	9.14920538846606	8.32130437626257	8.88826958447836	7.70140842469611	7.970631827203	8.88645070131185	10.2420515300997	9.36486378777665	9.64428559596061	11.4890533524618	11.0594270065696	8.81103994856386
"POU3F2"	3.31900404545768	5.56798578121449	1.93849017751111	2.84110037211347	4.26834399128398	6.71915432869652	2.96341964745576	3.94191796051929	1.9593609081404	2.92411645891253	2.47669480618085	2.85547947233832	5.18739769869993	3.75281354417177	3.50107050089744	4.47294132874314	3.63495840029973
"LOC150568"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EVPLL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC6A5"	1.80328834623735	6.88900313424311	3.60207907765632	2.9066047143097	3.68115987089362	6.39846554796173	1.97970161758441	5.91323680868004	2.95192140629203	3.23047736294563	3.53447187411611	5.37835030416287	2.31204285944	2.28141348757161	2.66267239073291	3.22710815645855	3.58722003508609
"CALN1"	5.04677602517115	6.42131663821789	4.73981159598713	3.14037950016812	5.54786112785407	8.05335457761962	5.82895810670261	3.33274352112261	4.37637715943609	2.59135232560472	3.93390440265606	5.21037746445635	3.16277971639331	2.39240082927908	5.0917758479972	4.29730458815056	5.52230128120726
"LOC100289338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KIAA0319"	5.04272341894241	3.89767322035468	4.97745699153833	2.29355431772779	3.50167140694415	4.58246799799847	4.1836250166428	4.49088383140948	5.65516430961507	2.55423147015889	4.25598434629663	2.81275433317115	8.88763035210143	3.42170246914412	5.82790012097143	6.16399695058378	2.4208831437287
"DMRT1"	5.57867926834043	1.95822383389624	4.58005617741857	1.82594929842093	4.83789508830719	7.14416975569701	3.85159932970802	2.92610287866758	3.35198166991661	4.32966520036136	6.71172074745633	4.50933111754252	2.42074571796346	3.61907421274599	3.88194014373944	9.793842526501	5.8084987073204
"CCDC85A"	5.90982563675277	7.21819965943314	5.14812086184582	4.09328098953943	5.61581186195099	8.91777926826016	7.77698905202726	2.89008039822779	4.75677376799384	8.18079698246351	9.27403817344263	8.26715672227036	9.6325345656719	5.30165481161933	9.83215916558271	9.3391551333626	4.70720723854227
"LOC642350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KCNMB2"	3.65515877108762	2.37770585623441	2.61560623453781	5.02309088894538	3.59404396732189	7.61748625902216	4.45191320395005	5.05272169158189	5.10687320603174	5.3965379239873	5.67506870250179	4.35726178145138	5.41784659566475	5.80949554887711	8.68095210674318	5.19071031171008	3.36054152394192
"ASZ1"	6.00968388312163	6.40538412441881	4.89672487783159	3.85906159851912	1.91759537206188	5.35444571775647	4.68210238301373	7.60371793369284	2.2502550081662	2.14832456367931	4.26580165966115	1.48500143093329	5.19685389942478	3.06771644570911	13.3063351792022	8.57414098296923	4.06287779242504
"CACNG6"	6.46063585166455	6.6702286513489	5.76855466304061	6.44235046776027	7.04452740163375	7.84051447717229	5.1235054991044	5.6546332141939	6.42198518363995	5.86358639455261	6.35072989231187	6.32309528897222	6.52418798388867	6.44477322123947	6.83868496924369	6.23624060735191	5.91842509898777
"C8orf12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RPRM"	2.21706233557381	3.34160758834517	3.78404849528363	1.64734430963668	3.42227128684456	8.28492494000273	1.95126858164994	3.88111085877389	3.45003364910408	1.7730681272012	4.14924556778662	5.51822796103984	1.58908958301844	3.11988270414339	3.53827841470145	3.34747691028723	4.64194400822084
"BRWD1"	8.47232324443938	8.44783285306499	8.50745129253721	9.7198512212609	8.11684506926471	9.34339081268197	8.6094762113966	7.8599410941975	8.36452808553749	7.71493531708998	7.39379190840109	7.75824356168741	8.81488544153463	8.00619174021056	8.44623022865284	8.87545699726021	8.41585522188912
"CASC1"	5.81104770076653	5.14318720848461	5.65892702910566	5.83045789224288	4.88637093398855	8.28318818216067	4.81945995527425	5.7902580024722	5.69235661139776	5.46699023592096	5.51324284004149	8.86239491473954	6.0032926232399	7.81846559085125	8.08471781635611	6.99784003315956	5.94741281533449
"C2orf51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RAMP1"	7.62679463854478	8.81496305519312	7.610652667928	8.24604001735311	7.77205904590529	8.60088364005149	7.55490720426947	7.57990540981421	7.75382022137787	7.70369435361032	7.83703816884779	7.16918625307083	6.79537778163365	8.85715618441509	7.91979474625337	8.28483487562467	8.52401862961994
"XKR3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CORO2B"	5.509276738937	4.93542399024417	5.24033022752186	5.37369598653554	2.24111290111196	8.30589066919764	4.85686630914575	4.58373717095186	5.39446709455312	4.64983971261714	7.63601195161152	6.92901925309823	2.57571277754089	6.56704817290993	5.74316079992188	4.2817349466179	6.32871403618356
"RTN2"	6.81817962952388	7.62650750801304	5.32303961824385	6.05489393845743	9.00488478536649	8.45003699015807	6.96948489663369	7.2800191741776	7.29055968732819	8.2159672743592	8.44560918449739	8.0477905977275	6.61007388789801	6.42879293419323	6.39931926135302	6.58354302950169	5.78968708684585
"NCAM2"	1.95063378669277	4.23789384265283	3.74577889375471	1.96982285896597	5.66540368228271	7.90811823540685	2.2049652828347	1.66787350570226	3.24347160175608	3.2413067374309	4.18436794882151	3.75989160035075	5.58566131738834	6.35279951513152	2.10976757234362	4.66690089430187	5.5697298804054
"LOC646976"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf174"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KANK1"	7.57007739820011	8.98722868095589	7.34113961306868	7.38310415116264	7.62501185922138	9.63565457960394	7.6779913413079	9.22643315166193	8.91194822559144	8.41684690322849	8.68478756433594	8.47841631557468	9.04022399422889	9.28002689883425	9.23974933378085	9.10659136297057	8.34223280511885
"CRLF2"	2.65535071543968	3.843702221656	2.55547391339626	5.40331485580244	2.32618237925707	4.59111951001835	2.28819188976346	3.25122217003466	2.06803669991423	3.40709074916772	1.72203367660157	1.95011092325473	2.69254347770165	2.26834972915751	1.97336003103059	2.17503288817767	2.64285428596284
"HPSE2"	3.07961642930672	7.47546816166358	2.89091970862341	3.32435043022001	1.67847891240611	4.22648072109261	2.05186076014252	5.52817108422939	5.60009540836348	1.4362679326272	2.22985773111971	6.26210783460432	2.72590898487245	2.79130240192019	2.03798590642936	3.54509979554763	2.55291855892944
"GRM5"	5.03894849570762	5.60836798569069	5.87222088239286	6.08649778037416	4.82619706976962	8.04262674856383	5.22116954499098	4.47103279323148	4.73583625137592	5.66577718850354	6.01031943113696	4.68792287193976	5.98786016426641	5.6027874545883	5.50113031474251	5.51680914958083	6.26144897673588
"C1orf130"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CDH8"	2.23011406900503	5.54740568817355	4.23984773743761	3.35131323379157	5.47756795078111	8.76105818205478	5.35495291869884	5.40921215932568	2.29172271579675	4.35902008669605	5.02531085117692	2.29086752307494	2.06179199588278	4.41983337321272	3.99007370755354	1.89787538293084	4.9889058740575
"HUNK"	3.12103396081975	7.06534800601912	5.25742425299753	5.7296800271298	5.01833401777013	7.51954202089378	6.12080015182439	3.26745575486134	5.38860251036891	4.86741498234517	4.80455731551819	4.7951018426237	5.59141737122152	6.24539296303248	5.80423563011274	4.65342529384698	5.53219087017536
"PXT1"	3.59100265288029	2.70272780993894	2.3820281279603	2.04379463128099	2.87105836336476	9.25638197534387	5.64830712126425	2.80138672711224	2.25519612306038	3.59529806793164	3.11152226664818	3.84041938396946	5.55091787084847	2.70909197386751	5.19528970993514	1.64778201712721	5.76134646311604
"SUNC1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PKD1L1"	7.28975997279617	7.34540240919689	6.54771134432385	7.47724979533476	7.31977535640494	9.39166200611769	7.31070293691943	7.18560069902912	7.22553029614574	6.66393471747381	6.6837162477889	6.68156488202256	7.59350477289901	6.9797785242954	7.09323296606048	7.37422612458502	7.58826088321174
"LOC100131471"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC22A9"	5.46493151236821	3.72827999825597	1.96403764617452	4.88887554967001	4.86152527408559	8.93645512624927	5.66389055259262	2.72367805962903	2.01728114792339	2.83630745185884	1.98385639532023	3.95594081451159	5.38108229480571	5.79777933491684	6.54397982164481	4.61262734399015	5.15437890048842
"SYT1"	6.08762156636846	6.87854099488313	4.34481815450697	4.44461023100888	8.08262686008817	7.60315218415151	4.01831876237852	4.56091103306257	5.85587097108347	3.14753846630961	6.06576103560019	4.96050949748013	3.04577684669053	5.03901418674472	3.29140161582298	2.86155050594463	5.0435300852543
"ACBD7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NAP1L6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANTXRL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DAK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"STXBP6"	6.75977555376622	5.86386153950774	5.79699981397688	6.61792898601893	3.54143163195171	7.44780813589639	8.71640956366783	11.1582802292132	6.7662404479967	10.6451082451872	12.3700218502753	10.8814003900928	12.0799352798054	9.52796705876737	11.2920298939579	6.24317814202242	5.41074252090118
"TTC9B"	2.58699704160691	3.47747594068372	2.92690292741063	2.28419969845954	3.28619696924669	4.70662786097321	1.97519044539944	2.57278881696096	2.57512947639321	3.0934121442469	3.34606577234865	2.72124803939813	2.97295877192134	2.09871185482374	3.06676809647755	2.45206551736597	3.56255863792518
"HEMGN"	4.40840057964075	3.28304583380574	2.97189380912177	2.68073604531271	3.07011860570257	7.53398565204842	4.05585045553609	1.92431301165634	1.91932582683186	2.97426258796758	6.13675459577999	4.64096348803963	10.8743292657915	2.0542915777851	5.49632551035603	1.90845214228159	2.73599147462008
"LOC100287598"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MAGI2"	6.51847024306379	3.49665964076463	5.61850067249694	6.51631928699993	6.23060837167231	7.96235468237864	6.19458245579937	5.61936699381295	6.41375499575088	5.70992145633877	6.46880462464484	6.48924072375301	5.33732289939469	6.51439549557776	6.1199691505514	6.07070157140631	6.75608457806068
"NLRP11"	2.66804813132472	7.83316125161046	6.24880985709432	9.3106398011778	6.86259733581472	9.86483309759699	6.9385591914572	6.45712642416938	4.8181774739744	10.5403411435101	11.5202950742574	4.55867514332415	6.41936043931353	8.3946679062575	11.0845348904055	6.67358611403877	6.6606206323387
"LOC728853"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C15orf2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288685"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PKHD1"	3.12593619088809	3.8575258092352	4.8301347197226	5.12582912339798	3.55118893655247	8.01894273614241	3.44550000158539	3.55477976188421	2.98510441887113	2.94962558922343	4.4797431934575	3.30405255960711	6.12154389989357	4.94128823422089	4.35964942531594	3.34614946006936	2.14949919961209
"MCC"	9.05867917185025	8.80833504606742	8.2620112765333	8.42003679884121	7.63429487418439	9.50902056286257	8.09967772438202	7.73331051440663	8.71935307385638	8.11580925170575	8.43342787518438	8.42168260471554	7.11476147766438	7.82837887344478	8.7795375254829	7.978746643517	8.05359994741716
"RNGTT"	9.17434773798864	8.90882453649834	8.86679544468775	10.044606603726	9.01904897571963	8.77454568108671	9.57262466534033	9.79704800267461	10.9240544260014	9.74405620527452	9.08023940813081	9.51630918221412	9.92091679342226	9.02126150080415	10.7075228714873	9.26872847736087	7.5833933901188
"C3orf67"	5.27177772450518	5.15048892115068	3.3241729062581	5.54457468817457	4.79838913669375	7.2412579126637	3.74171471004833	3.38305043608379	5.62515746640943	5.44980316226365	4.34844662231417	7.37793625851928	5.86458453641037	6.8447476980203	7.75309157099502	5.55494133498976	3.56876008906006
"TXNDC16"	8.53597466971586	8.32487758503357	7.40016602645186	8.45298892256857	8.11445516199068	8.8263752812972	8.55739046896665	8.44853807325205	8.61749857428034	8.27452040226183	9.02596314197124	8.80054820129975	8.86181146244887	8.45064286718753	10.2032396726788	10.135423191825	8.51184395366628
"KCNJ4"	2.64570519114199	3.86648551017764	4.60411821329243	2.36218416661893	2.81550456787781	7.24424476525068	3.27624468255556	2.55507221142962	4.08625549345682	3.18712117258165	4.44423592439686	2.35547782661641	2.2602187583922	1.73571421299794	3.09912370669234	2.9898432794196	3.17103601357703
"YSK4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRPH2"	5.96679097928406	7.74448299127189	5.65137944178739	7.16744235771478	5.98996273379791	7.46049026378336	6.02777688634089	5.85608270439334	4.12156479972214	6.43286441666855	6.11552928221169	6.07281792659328	3.55937920642926	6.94706492189555	5.75351072092062	2.96647478759064	6.68232514055004
"POTEF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALS2CR11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC401859"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287906"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"QPCT"	9.98138822455192	11.5083348786938	11.4193794966187	9.97795254936308	11.5176751752664	12.3701236678702	9.42578039623455	10.7128773769846	10.3858333493655	11.6527459768804	12.881190406085	12.5891009294626	10.0398989482462	13.7663127167921	8.34588042932681	11.5389040954083	10.6118071302776
"LOC389257"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FUT9"	2.52659438684475	5.90055598372635	4.96779892622274	3.37808697283934	1.76578160995174	6.41752022556983	1.41315472676213	1.48085030185601	2.52777611423593	2.16863806016821	5.22611664251831	3.04403301423185	4.79949610613188	2.11192400128569	2.07317189240196	3.00939406179844	1.72765684314769
"LOC100288073"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MAPK13"	7.81104260955722	8.29159769480635	7.45779165706685	8.06207790263593	7.69329007928974	9.65199729991849	8.31003228755061	8.76371391722848	8.8760437903919	8.16997423605556	8.83173623046249	8.31461080163337	8.65341310221344	8.57063572860786	9.50635116133293	8.24968193111214	7.70782436594165
"CASKIN1"	3.40694913224128	4.58280446202298	2.55256028178407	3.77303613251103	5.87314696933067	7.14606027405838	2.19372432990508	3.57383810866774	3.58990914680682	3.83535803024784	3.20189665675585	3.04675644343916	4.3689757964387	3.13629965491232	2.6757809602121	3.40680545921636	5.46148901188619
"LOC100128009"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC388564"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GABRA5"	5.65836471776213	5.41303410123345	4.18478485357639	2.71629682560723	4.73633044869363	6.12318384441471	4.77361727002919	2.883668188925	2.26072118186211	3.88832637791823	2.62102674077422	3.93046867692373	2.18126101216133	4.59346039174107	4.78865954065432	1.84744456055444	3.15947309965921
"TEX11"	3.41058922078346	5.98641927638093	3.12116738739379	7.09775515911348	4.87178743858973	8.35233779099522	2.21808473885725	3.1733549466608	3.16397947046802	5.0339858373736	9.13245309045854	9.68542421741867	6.34468632119828	5.99362635174455	4.98083777340279	5.76272166250401	7.62031831001081
