"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"State"	"MaxFC"
"PDE6H"	"PDE6H"	-0.0312094475065642	-0.0676198072224283	0.190357698304175	-0.0317130586410614	0.0222436738808401	-0.0524970063769083	-0.0798069456260993	-0.0557042739601818	0.961483110053437	"IS09"	0.961483110053437
"GNG13"	"GNG13"	-0.00398137288743285	0.0829367024116652	0.285940037199747	-0.177361007546076	0.0140651715133828	-0.0990033785254324	-0.013334056419248	-0.0603172414297193	0.960818108135378	"IS09"	0.960818108135378
"TCL1B"	"TCL1B"	0.478695517484582	-0.0312461504024348	0.266121919844343	-0.180113438075459	-0.0929931944816093	-0.159517800098091	-0.05442837481111	-0.114714273762957	0.960083123697945	"IS09"	0.960083123697945
"NPHS1"	"NPHS1"	0.874696411036961	0.340159439112767	0.376173129869598	-0.230112412158931	-0.338773469078569	-0.434921171834058	0.1201694697594	-0.053808928724742	0.946573105623048	"IS09"	0.946573105623048
"CH507.9B2.2"	"CH507.9B2.2"	0.316498150210696	0.146104889524936	0.0519929514816611	-0.112633589199342	-0.0893804752299272	-0.193945776617496	0.123207181468242	-0.108265483482088	0.909209873348452	"IS09"	0.909209873348452
"TAS1R3"	"TAS1R3"	0.0999133674381707	0.0141582791591945	0.240363004838251	-0.137585526356232	-0.0519193716448859	-0.131951774073393	0.0757453979807004	0.00909715615342073	0.890008389926749	"IS09"	0.890008389926749
"GABRR3"	"GABRR3"	0.0769524676886905	0.157421442865192	0.347447162576598	-0.0280622198791898	-0.0929304076534631	-0.148812248872839	-0.0479506865799861	-0.0460253519930946	0.867537544130369	"IS09"	0.867537544130369
"TBC1D26"	"TBC1D26"	0.103972421132134	0.425342713304329	0.260401090421287	0.18257972708158	-0.129326027235256	-0.334696611230796	0.394379651721338	-0.158928755722557	0.815150943508218	"IS09"	0.815150943508218
"NLRP4"	"NLRP4"	0.603749959038181	0.0165565055912271	0.25786407323699	-0.100628070955438	-0.17784987985146	-0.179292763572762	-0.122561787590821	-0.107605383078733	0.785622441395607	"IS09"	0.785622441395607
"IL17REL"	"IL17REL"	0.107791124770488	0.159201837067452	-0.00119304082300654	-0.0075709210719578	-0.20104122041939	-0.194169135922845	-0.209136980155216	0.186237231565661	0.779379620983194	"IS09"	0.779379620983194
"MPZ"	"MPZ"	0.0879103488640865	0.0154035439269853	-0.126185960148316	0.502771185897494	-0.13764563178747	-0.219155153691803	0.0835958070090916	-0.0518357244322964	0.757468581863703	"IS09"	0.757468581863703
"TNR"	"TNR"	0.439647916510644	0.334384382977233	0.121618829249062	0.442244689365184	-0.268581564870604	-0.486005674468845	-0.0524175231967169	-0.0403900777754232	0.680887873508788	"IS09"	0.680887873508788
"ANKRD34A"	"ANKRD34A"	0.0408846828159029	0.326282886003184	0.160822818379974	0.144700116795713	-0.122253256478385	-0.286808244738781	0.136272273080641	-0.0183853987909923	0.677838573734634	"IS09"	0.677838573734634
"ZNF804A"	"ZNF804A"	0.284765227789227	0.142522825549562	0.247358489139997	0.291189567916638	-0.702056816097321	-0.0272591727454351	-0.246027390825555	0.380682667162011	0.652156099455683	"IS09"	0.652156099455683
"ZPR1"	"ZPR1"	-0.14699838968052	0.098473410516134	0.0848925116824616	-0.144869340867459	0.0234599293807965	-0.036954532928096	0.0793564856724046	0.00180423974755283	0.638339373206492	"IS09"	0.638339373206492
"CDKL4"	"CDKL4"	0.0519221320971342	0.363223858891843	0.311068318040895	0.107806190167869	-0.168315742357091	-0.329688639806608	0.226623258568983	0.0418261013367404	0.627630447306238	"IS09"	0.627630447306238
"MLN"	"MLN"	0.0438490092814114	0.369815361216544	0.0445811944851344	-0.0912541329633829	-0.0988453869323359	-0.21817468513904	0.143102809962887	0.0128288394976616	0.556744057218637	"IS09"	0.556744057218637
"SH2D6"	"SH2D6"	-0.000791802626504711	0.4655450660967	0.348709373543247	-0.0733985893071211	0.00104500910192134	-0.41812135285304	0.160989127503027	-0.000875811775399757	0.525456092114808	"IS09"	0.525456092114808
"OR5F1"	"OR5F1"	-0.0239779661430137	-0.0236823066537057	0.0522576286550181	-0.0218400541871305	-0.0248693817848161	0.000480336023763697	-0.0190048734689794	-0.00903263424745529	0.524250635897893	"IS09"	0.524250635897893
"TRPC7"	"TRPC7"	-0.0344558225236791	0.182181290042138	0.0355718885692226	-0.177751843521563	0.0467104177358944	-0.124994437127024	-0.0445970667918899	0.00332463624367697	0.418580506989964	"IS09"	0.418580506989964
"KCNN3"	"KCNN3"	0.134496749815552	-0.0261046878571109	0.00455577099751812	0.00609881373294966	-0.126232797310507	0.0333803642716789	-0.0987936098498455	0.0219900824662435	0.272410959515433	"IS09"	0.272410959515433
"IL12B"	"IL12B"	-0.312002982087463	0.131925780860382	-0.0524802681071182	0.0114888597271109	-0.0406984194432989	0.118062032054313	-0.091356226088161	0.0626151994740691	0.142645808022176	"IS09"	0.142645808022176
"MBOAT4"	"MBOAT4"	-0.14508415056634	0.037291442179067	-0.0198989937648069	0.0572630087160996	-0.0277296149115295	0.0144229869972573	-0.0865488892429501	0.0621144157026994	0.137470961805313	"IS09"	0.137470961805313
