"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"State"	"MaxFC"
"UBASH3A"	"UBASH3A"	1.41704703252676	0.293613490883726	0.170478312828763	-0.141983782879992	0.732541538989137	0.547428833596915	-1.00714360817122	-0.100169182637305	-0.0300184667980331	-0.106866405837383	0.0178877826605409	-0.175184122162461	"IS01"	1.41704703252676
"LILRA4"	"LILRA4"	1.39671369633566	0.113542703296671	0.594054536001749	-0.131401917595626	0.20609463469745	0.127424578411287	-0.640182508916931	-0.104298424265098	-0.114107207392748	-0.252592526842191	0.0743360210651972	-0.158836242809295	"IS01"	1.39671369633566
"KLRK1"	"KLRK1"	1.38473338160933	0.17495927858845	0.220108575896941	-0.0543476678689015	1.01653531191299	1.26777330626081	-1.24169002359973	-0.0410494640352717	0.165193276525341	-0.117914593698216	0.236076393606826	-0.219326936443032	"IS01"	1.38473338160933
"SLAMF6"	"SLAMF6"	1.38285265604436	-0.176267162007173	0.0582994903104611	-0.0726812646708437	0.404557038694522	0.307722827831208	-0.698032755872249	-0.0583053287209793	-0.0151843330295226	0.19128324462118	-0.00719986720955077	-0.0852865579215343	"IS01"	1.38285265604436
"P2RY10"	"P2RY10"	1.37256125802464	-0.127803568441222	0.0595024545139004	-0.170740698102679	0.153795794101344	0.0775671117125667	-0.541810693000673	-0.116064576193001	-0.132083294195891	0.218689544027786	-0.1684946538581	-0.19131477135596	"IS01"	1.37256125802464
"TIGIT"	"TIGIT"	1.35498607150971	0.174991974165014	0.310231850883686	-0.101103886827583	0.776908747315098	0.440339730007637	-0.992976862110989	0.0750120613675877	-0.00253538119695164	-0.0402524343607834	-0.0122323867704944	-0.081330229816111	"IS01"	1.35498607150971
"CD8A"	"CD8A"	1.32732862746758	0.288412908652744	0.260722869307155	-0.0295423531365946	1.25693963319293	1.11724109327637	-1.39933513111657	0.0695218839746873	-0.0186637140613943	0.0517623832667838	0.145769555227832	-0.201209210981048	"IS01"	1.32732862746758
"SH2D1A"	"SH2D1A"	1.29677937617575	0.0305312898094621	0.27294794821444	0.0284147791919735	0.555311845431706	0.459648932093847	-0.892443331287463	0.096354463272293	-0.157308471873505	0.154488390746112	0.0738638949999731	-0.285544545636037	"IS01"	1.29677937617575
"XCR1"	"XCR1"	1.28905279886525	-0.146139407718308	0.152382997479328	-0.184588082800996	0.12093501767812	0.259430699917821	-0.481762725516065	-0.136670889452119	0.0826951691052219	-0.224333886706167	0.610450956924233	-0.155000747140048	"IS01"	1.28905279886525
"DCANP1"	"DCANP1"	1.26430298866584	0.349839982978964	0.0193246123156665	-0.140307457062428	0.00489502633147815	0.0916114779253306	-0.548817807310433	-0.21615479001722	-0.101539912243974	-0.283846733972928	0.241562728474499	-0.222625360563271	"IS01"	1.26430298866584
"SLAMF1"	"SLAMF1"	1.25538292068736	-0.185653352226717	0.0802054992702314	-0.0976204120442809	0.0936630397576833	0.00171469864206123	-0.407435175063107	-0.197256791002647	-0.0384663771290035	0.1264726957731	-0.112698093123179	-0.137295129178007	"IS01"	1.25538292068736
"STAT4"	"STAT4"	1.23933479679832	-0.170945345308822	0.0969282118515039	-0.142735243904973	0.357894437388819	0.59101036456655	-0.557647478919579	0.3016226519598	-0.0667343382206235	-0.220236805928175	0.114944581872745	-0.156201441235142	"IS01"	1.23933479679832
"GCSAM"	"GCSAM"	1.22931044889087	-0.192173679711371	-0.102054163511321	-0.102141607666213	-0.0476011099665851	0.0826588730820733	-0.347157792753496	-0.107705150429693	0.904694148252743	-0.163255385428783	0.124081581567099	-0.197443441114573	"IS01"	1.22931044889087
"THEMIS"	"THEMIS"	1.22173668113894	-0.0911083985809617	0.102362230788906	0.110866767474479	0.563060255230817	0.883326112252732	-0.797365596710461	-0.166532308304524	0.0501482068626825	0.0170882424001958	0.0524499946696929	-0.175144041016031	"IS01"	1.22173668113894
"CD3G"	"CD3G"	1.22149492597853	-0.230934276486784	0.224807263531764	-0.00179522457825891	0.485345852534499	0.538244244669206	-0.638743344748906	-0.0421980934551913	-0.0539872369619501	0.0455828925974126	-0.0933256739882368	-0.0122303292886299	"IS01"	1.22149492597853
"KCNJ10"	"KCNJ10"	1.21187226601406	-0.173556627927605	0.201132593264067	0.564075325267056	1.06028890196899	0.223173601436348	-0.633021156433005	-0.088769407459863	0.0949985113027994	-0.375634849379748	-0.1819787514991	0.043402997206578	"IS01"	1.21187226601406
"IL9R"	"IL9R"	1.19967197001359	0.0539459449888547	0.154227499159946	-0.0415157025835181	0.576368856173026	0.769128697168402	-0.787515855073792	-0.186222807272948	0.40498972241439	-0.192821125473811	-0.022777412699227	-0.0762354033805718	"IS01"	1.19967197001359
"CD3E"	"CD3E"	1.19216251797152	0.420088635935329	0.248906633271099	-0.0636552626412449	0.781789103152558	0.698579765534599	-1.21727542745832	-0.0333428277625698	-0.0789676166036818	0.175274745129706	0.171543691379708	-0.201093566643562	"IS01"	1.19216251797152
"SLA2"	"SLA2"	1.19081398210123	0.108807688292612	0.229721779586464	-0.00516201972983083	1.01460005106145	0.863204717911417	-1.11977971924314	-0.0245210996880236	-0.01340372710542	0.0903415062225252	0.0928343885000378	-0.0344288665575071	"IS01"	1.19081398210123
"PYHIN1"	"PYHIN1"	1.17734485679662	-0.11765289572145	0.111539308610022	0.0120114437831136	0.368766355121663	0.471666871185167	-0.721021783423977	0.0337157545210656	0.120085008444752	0.14605399350795	0.132523107327121	-0.0843318606761385	"IS01"	1.17734485679662
"LY9"	"LY9"	1.17417549026188	-0.0246039790680591	0.122772571092601	-0.0401277460915296	0.113887274373012	0.114695247234925	-0.554130088856603	-0.153031911763974	0.0749182959900132	0.125978066047649	0.0749714350253247	-0.198020401139543	"IS01"	1.17417549026188
"PLEK"	"PLEK"	1.10583795825841	-0.261192436629433	0.965768206136259	-0.118616540329755	0.58217031704251	0.276619019558295	-0.569050343667368	-0.032990336598208	-0.220283600201785	-0.0952272424894888	-0.0320516012273422	-0.271510700212928	"IS01"	1.10583795825841
"CLEC9A"	"CLEC9A"	1.10251454311301	0.0326293383544647	0.374116625471214	-0.0840471304220733	0.179691219767692	0.695404379170615	-0.690542549767707	-0.248156490750578	0.0423162260884713	-0.17653644720054	0.700002270740011	-0.156750908512996	"IS01"	1.10251454311301
"CXCR3"	"CXCR3"	1.08313627491824	0.21163751458361	0.0464870001371667	0.05342457781872	0.742956056857625	0.392613607391289	-0.890612805137155	-0.097856716675779	-0.0814854791312938	0.087469125184045	0.0281381668870681	-0.0742825259838627	"IS01"	1.08313627491824
"KLRB1"	"KLRB1"	1.0785434214276	0.0833146956030773	0.222452720800542	-0.206211644261196	0.197973936224575	0.620746349584587	-0.63534265440042	-0.136557848288527	-0.100854306057474	-0.0389297675312745	0.117171131436119	-0.190284959666839	"IS01"	1.0785434214276
"CD2"	"CD2"	1.06905035539074	0.346683143931419	0.253531301208966	-0.207363672857622	0.799386517520406	0.567725380802255	-1.11386174251893	0.0175373814629939	0.0126696112254105	0.190370857917519	0.106094249115636	-0.131709131613446	"IS01"	1.06905035539074
"ZNF80"	"ZNF80"	1.06818672522928	-0.194553369830838	0.008623314866295	0.0589374080520729	0.358317966869763	0.255349696022449	-0.454672028772691	0.0154487507105766	0.787474478945854	-0.193568636609288	-0.144519401934364	0.0438570904451934	"IS01"	1.06818672522928
"FUT7"	"FUT7"	1.05336547947742	0.293759540602278	0.440157110968171	-0.168681417911221	0.590516835706272	0.0901967289809266	-0.671226511640404	-0.202059200544148	-0.0731914079470975	-0.217512316205515	-0.142393828940918	-0.188067175265782	"IS01"	1.05336547947742
"TIMD4"	"TIMD4"	0.989883739636427	0.0986062220692855	0.681140853464674	-0.0892776610045841	0.193212899805802	0.0967922081781981	-0.521558276658397	-0.000173387746920987	-0.0691394339325658	-0.225698648425174	0.051245634231754	-0.0395449520566207	"IS01"	0.989883739636427
"CST7"	"CST7"	0.838394254810236	0.356501171054369	0.453813222740512	-0.00919849636700429	0.590055034566612	0.662010824507379	-1.00373115912385	0.00223308124455333	-0.0963391347427182	0.134450250026637	0.120110627868126	-0.0611689853038254	"IS01"	0.838394254810236
"FCRL6"	"FCRL6"	0.834242329926058	-0.0581132805993672	0.585159671118484	-0.0459741640555429	0.592124554777465	0.73248747872411	-0.803534123502686	-0.0337893251602173	0.209000661141855	-0.0231824240089066	0.476557389433152	-0.0813241671584261	"IS01"	0.834242329926058
"WIPF1"	"WIPF1"	0.819119709836776	-0.198468150811052	0.741308889755655	-0.094849875662343	0.223648386321051	0.345942504245266	-0.473395608815916	0.0320801015778556	-0.000653422901136039	-0.0741568905655177	0.384314545025246	-0.193578183855439	"IS01"	0.819119709836776
"TMEM155"	"TMEM155"	0.799286338361891	-0.233658406607608	0.133926257348212	0.00318171375010888	0.344051406842268	0.410382920316804	-0.368132734558939	0.0570491085792634	-0.0362828149961002	-0.257569144025433	0.551020908936972	0.0678980588536443	"IS01"	0.799286338361891
"TMEM244"	"TMEM244"	0.725904443197409	0.139002932116182	0.286587452209133	0.0084237163586933	0.393911189519583	0.497127474081921	-0.517968295456084	0.270706805644534	-0.094249410551925	-0.262662571244332	-0.19176495225496	-0.00826139524825484	"IS01"	0.725904443197409
"GTSF1L"	"GTSF1L"	0.627854079458363	-0.092481547458422	-0.0995058060113884	0.0988844611714521	0.0532181596462522	-0.095019245108526	-0.107392389166015	-0.0713969334073767	-0.0432094307673326	-0.0711455627397434	-0.0943543138946231	-0.0597674904547566	"IS01"	0.627854079458363
"DOCK10"	"DOCK10"	0.624718628748495	-0.138238140616959	0.421010095134631	-0.0263158312830854	0.221513484982465	0.166022336391875	-0.45369455708374	0.13973884120139	0.160839482093256	0.116732703661011	0.295763990186186	-0.171762613651467	"IS01"	0.624718628748495
"SIGLEC8"	"SIGLEC8"	0.587570415440583	-0.0366200709345501	0.505957158918372	-0.00313034837343945	0.189091942568185	0.500212540559644	-0.446469286565266	-0.0696076837321785	0.0674702070648945	-0.159172762572524	0.452055368763947	-0.0689998516724796	"IS01"	0.587570415440583
"IL10RA"	"IL10RA"	0.509758554123188	-0.288104539327019	0.147518227333453	-0.0285543792931603	-0.107878489006698	-0.181672357143243	-0.117247738140594	-0.111135533061552	-0.0561688561188535	0.374563343545454	-0.0954907426580271	0.0417680617407913	"IS01"	0.509758554123188
"IKZF1"	"IKZF1"	0.475245640294186	-0.224936604330849	0.0850224481244084	0.0416699174984124	-0.0321835040072699	0.000191946949138724	-0.189093677627896	0.0949184556535461	-0.0550894941876967	0.325417839868787	-0.136586655098833	-0.0516806205105504	"IS01"	0.475245640294186
"CCR5"	"CCR5"	0.463895429576257	-0.0862440701317117	0.198172404855874	-0.115770850364881	0.239545043319436	0.0970748021467116	-0.408109329082041	0.0799584766347246	0.00979277127741168	0.314143790187268	0.08958518286652	-0.120423051913718	"IS01"	0.463895429576257
"SLAMF7"	"SLAMF7"	0.41014452829613	0.1460646179905	0.364403064508961	0.0879008593311451	0.283658505964276	0.172653239550611	-0.593758864028087	0.142519189158181	0.00977066699597418	0.299666586601308	-0.000177750799074498	-0.0436931865015657	"IS01"	0.41014452829613
"WAS"	"WAS"	-0.102775635315079	0.240006823280759	-0.143041523643417	0.0684291621891858	0.0354624745192466	-0.0491670987913068	0.159452868158644	0.0304099667042996	-5.30627321849847e-05	-0.447698861195858	-0.248255426455559	-0.0219158073647931	"IS02"	0.240006823280759
"LAIR1"	"LAIR1"	0.43937637466145	-0.319858613170736	1.53412282121339	-0.0557860040665354	0.231678948750347	0.193691916646923	-0.233815816346283	-0.128037354688734	-0.0659529645802282	-0.218632554454091	0.0746817943850068	-0.0660688982324777	"IS03"	1.53412282121339
"CMKLR1"	"CMKLR1"	0.51506787313736	-0.217993610282304	1.27395087392374	0.00420674312536595	0.439985316480854	0.21274424732306	-0.393991798521025	-0.0737602047746679	-0.12609031403747	-0.173674625939752	0.246569801905007	-0.1413571197556	"IS03"	1.27395087392374
"C1QC"	"C1QC"	0.413450164389446	-0.244573625232114	1.26854604523536	-0.0787564506573014	0.758181278225913	0.306175750892032	-0.517475587816401	-0.019395354534803	-0.1404243247708	0.0136990602103645	0.0992917189287136	-0.201692549051995	"IS03"	1.26854604523536
"FCGR3A"	"FCGR3A"	0.227622788179878	-0.122771712688442	1.21508983006548	-0.084021107858993	0.832195303897135	0.441271967496975	-0.56687747125722	0.117733769830341	-0.112426338837539	-0.0129828914731157	0.034952615946934	-0.130357670591509	"IS03"	1.21508983006548
"SRGN"	"SRGN"	0.584033805218047	-0.139602794057331	1.15628925792818	-0.200580172527611	0.325945553421716	0.502580734394275	-0.442092125521986	0.0272661024146253	-0.109287679120423	-0.144528411114667	0.0314218685419237	-0.249307444356236	"IS03"	1.15628925792818
"HAVCR2"	"HAVCR2"	0.353985394721023	-0.363330662251887	1.10923590500441	0.0642812944659233	0.43929053419724	0.315150151504232	-0.277733682164267	-0.0810797723516246	-0.0643829451360612	-0.0373052131799579	-0.00970130734340338	-0.120402818761856	"IS03"	1.10923590500441
"FCGR1A"	"FCGR1A"	0.179685814834459	0.0375146822238183	1.06883437318792	-0.047627751445055	0.78611708540632	0.336879182948246	-0.464718692673889	0.0788067427514857	-0.213116064879793	-0.22482544432011	-0.0676507556374029	-0.0137246276854337	"IS03"	1.06883437318792
"FCER1G"	"FCER1G"	0.0951319968845125	-0.161394780122388	0.996944205257099	-0.0679249913570815	0.455926808515597	0.223660871056792	-0.0783793148167313	-0.240107547275685	0.0592281851064696	-0.331147353811906	-0.194246409870682	-0.150632034923247	"IS03"	0.996944205257099
"TNFSF18"	"TNFSF18"	0.255657356283224	-0.0701737109417702	0.980856058641927	-0.0917114114431235	0.12230829700473	0.1179270324044	-0.247663443184403	-0.0209314834464344	-0.0697676316394418	-0.0694952213318459	0.077195248444392	-0.0268867068415202	"IS03"	0.980856058641927
"HTRA4"	"HTRA4"	0.73971043908025	-0.211905831315648	0.836338293352155	0.264300966807426	0.372719732219369	0.205908047782589	-0.455847007290438	0.0027383169858065	0.323564708396037	-0.215128503476816	0.0596770629375369	0.234011287177128	"IS03"	0.836338293352155
"C1QA"	"C1QA"	0.153608536696511	-0.179196573924306	0.823600252889317	-0.00446959932927979	0.401665720048963	0.13769342060001	-0.267026018173799	-0.163451682406936	0.00277536909530641	0.0883426698086822	-0.0109795511250993	-0.0273612995625696	"IS03"	0.823600252889317
"IL2RA"	"IL2RA"	0.319043739241665	-0.163206199725474	0.704391006739854	-0.0235951816721287	0.338520500663509	0.0443015903280972	-0.221900273909998	0.0286109818371653	-0.231968152700844	0.0201922266329212	-0.150215456749953	-0.0542496088155927	"IS03"	0.704391006739854
"LCP2"	"LCP2"	0.476772475888901	-0.162233138794652	0.489537972732494	-0.154791158780087	0.335769712813219	0.34732837340859	-0.507101091795862	-0.0495366020132452	-0.135795143484322	0.385188657615653	0.121029155657422	-0.0952565539714294	"IS03"	0.489537972732494
"LILRB1"	"LILRB1"	0.302293450854908	-0.31956121383188	0.484437329977819	0.0142126018386062	0.130269919041264	-0.0594399482191021	-0.00771808587465445	-0.261459186674203	-0.0444249173136508	0.0552128725146718	-0.0619558007595109	-0.104987262567954	"IS03"	0.484437329977819
"CD86"	"CD86"	0.0852983234614854	-0.203239527064056	0.425049655884708	0.0395162462500548	0.0184476085009261	-0.0389367716084213	0.0199057235054909	-0.154221454891585	-0.0712430860445062	0.135024821393193	-0.209488953172602	-0.0890909904897279	"IS03"	0.425049655884708
"DBH"	"DBH"	0.621115340511969	-0.161792735879406	-0.0373215964159449	2.40391595423811	0.145654999032484	0.144604716506184	-0.321292772242151	-0.117697954804219	0.0906803819884932	-0.228256631890117	0.116359957881063	0.0588155250785095	"IS04"	2.40391595423811
"MFRP"	"MFRP"	0.0484019144932171	-0.0946469040053439	0.0871514171351224	2.31851428059496	-0.0902404727078626	0.0352810533294587	-0.105554907755931	-0.119109590819695	0.0452946103414732	-0.11976796372506	0.00312008199126838	0.290293012729926	"IS04"	2.31851428059496
"DNTT"	"DNTT"	0.264691534480552	-0.0985553314890131	-0.116537217290534	2.02803523958629	-0.0716591984138541	-0.0668852867969894	-0.0905759454588859	-0.0854117349470423	0.177066435352426	-0.138301179095137	-0.0809870782029228	0.0920521021520184	"IS04"	2.02803523958629
"C19orf47"	"C19orf47"	0.0875106404636121	-0.0931777911085616	-0.113359466175415	1.83666808503356	0.00378032568936166	-0.0826430580769295	-0.124459906159076	0.177527178407031	0.0355481439356631	0.00533807749455898	-0.0648591122116748	0.146805911247551	"IS04"	1.83666808503356
"CPA5"	"CPA5"	0.637448714187009	0.0731863730790118	-0.113048945931565	1.45677722051495	0.0738207500563457	0.0346159503139974	-0.298869034744753	-0.0285705121678715	0.0145185404405091	-0.196912473106421	-0.179282598104005	0.0260684010960728	"IS04"	1.45677722051495
"GPHA2"	"GPHA2"	0.335352095467122	-0.0301709927515459	-0.148408571985515	1.07099903714854	-0.0940199558933344	-0.113449854917229	-0.0687136202855277	0.00841312501973881	0.191244964120183	-0.204129787897015	0.0557792726175119	0.154472197625384	"IS04"	1.07099903714854
"CXCL11"	"CXCL11"	0.577595436110049	-0.0439660336036713	0.135151928671877	-0.196384446787192	1.96662452406879	0.37395165537353	-0.840371289899815	0.219139045480162	-0.16430219834304	-0.0518828602614952	-0.305730768109342	-0.134843148953748	"IS05"	1.96662452406879
"IFNG"	"IFNG"	0.955015702313094	0.0332348596206975	0.135714636861794	-0.124634477669311	1.90224886384757	0.7854140057706	-1.09394602090639	0.115110451698724	-0.0857383456463918	-0.0480164185311728	-0.309314871281714	-0.215368888824429	"IS05"	1.90224886384757
"GBP5"	"GBP5"	0.935724648195886	-0.0527852281504819	0.376897129640174	-0.144278210498754	1.8893097899432	0.654537514392904	-1.06504275006825	0.166353293367205	-0.0496581649526706	-0.0856602875708332	-0.148428750613376	-0.170966276124843	"IS05"	1.8893097899432
"IDO1"	"IDO1"	0.464841442719872	-0.0788002899680767	-0.0271356021763571	-0.156798903201762	1.67156778128339	0.325190163561789	-0.616975238370953	-0.0711895981595011	0.0270344767487043	-0.118804922979372	-0.237716874733863	-0.060873846095488	"IS05"	1.67156778128339
"CXCL9"	"CXCL9"	0.998017566354574	0.0460013874406224	0.270178322007181	-0.0327183861370498	1.60573203311007	0.511448506915418	-1.04436973411935	0.185587827689479	-0.0879997340818134	0.00109221082066285	-0.20117943488856	-0.188506591572907	"IS05"	1.60573203311007
"CXCL10"	"CXCL10"	0.365368089154583	0.00437521725972708	0.187010539850684	-0.158048377755743	1.5998359105791	0.282080473242763	-0.692649892683733	0.141230327138124	-0.0983208820099473	-0.028579065483814	-0.19525429527713	-0.069709480286869	"IS05"	1.5998359105791
"GZMB"	"GZMB"	0.801984216416948	0.00970351993084164	0.15336711903927	0.0636504453528864	1.50566966984355	0.67453431145072	-0.851207498216927	0.0159815736720987	-0.244718053229421	-0.0749613138310796	-0.305568839954519	-0.164096015641309	"IS05"	1.50566966984355
"FASLG"	"FASLG"	1.09762793575936	0.143938855139186	0.26468509022259	0.0872500564086471	1.46016690919015	1.07621479113086	-1.16924515618007	-0.0325370823193068	-0.0249834591745019	-0.112234960204782	-0.0447707132237794	-0.249160701983316	"IS05"	1.46016690919015
"GZMH"	"GZMH"	0.949072635222479	0.280366801891404	0.382328046974628	-0.0757562421657036	1.40605615857064	1.12838568683033	-1.25463656381195	-0.00815405056648843	-0.0818503686604357	0.00542820542172352	0.00328880345147494	-0.215892595226244	"IS05"	1.40605615857064
"LAG3"	"LAG3"	0.808884808009551	0.17815961972233	0.146526125288248	0.144083961530395	1.3780828649237	0.53774367932978	-0.937828023989101	0.071664362426154	-0.0590253488353323	-0.132600447853853	-0.11255528706681	0.0438578536312685	"IS05"	1.3780828649237
"NKG7"	"NKG7"	1.11116422197066	0.330597499412203	0.361952981701002	-0.0395225936557382	1.30118280715748	0.995262846543375	-1.22287443544924	-0.00501039899744854	-0.219693113592459	-0.0959524384488205	0.0357459348615982	-0.255451614594002	"IS05"	1.30118280715748
"CD274"	"CD274"	0.540714729855976	-0.174907504553533	0.512232813005739	-0.183303132176802	1.29490306657018	0.520953316369162	-0.781145832370451	0.496311204286642	-0.0538394621924231	0.0658828931763668	-0.00889103483800285	-0.124868152816909	"IS05"	1.29490306657018
"GZMA"	"GZMA"	1.08421766517272	0.400422864319503	0.344247497375458	-0.0819051745175474	1.25391380377486	1.03568018522198	-1.30670819145324	0.0170956166658594	-0.180125550109437	0.0526981170271495	-0.00630050094748271	-0.289630698934927	"IS05"	1.25391380377486
"CCL5"	"CCL5"	1.06156685193348	0.377903567877055	0.293111339220048	-0.0496936235962532	1.22087396597153	0.960037294211261	-1.27392676697791	0.095655063118775	-0.10385945088226	0.00923897785918381	0.100316708796549	-0.214348756291895	"IS05"	1.22087396597153
"CXCR6"	"CXCR6"	1.07463205853765	0.0560537186391888	0.293568526523492	-0.0163302315835763	1.10177453692267	0.773187544445226	-1.01509764976252	-0.0530903816020255	-0.0247069083124552	0.0198657325970104	0.127607820087482	-0.191005881047452	"IS05"	1.10177453692267
"PRF1"	"PRF1"	0.804972270267603	0.0422441336306334	0.358433286227194	0.0486774885564249	1.07016408253911	0.965530887146618	-0.955456658946732	0.0365346756385479	-0.15504869982235	0.0538269731326236	0.15508277814861	-0.328388681815152	"IS05"	1.07016408253911
"FAM26F"	"FAM26F"	0.597340841724441	0.162482435643264	0.537452221472694	-0.149865534783953	0.950933990205357	0.3007103380485	-0.729796131799414	0.301877825671932	-0.157957815059024	-0.0780530962048826	-0.090961855554582	-0.162691081211922	"IS05"	0.950933990205357
"GPR25"	"GPR25"	0.740516222576036	0.00543754108914927	-0.106703060985788	-0.11851881389978	0.925233640652024	0.312999162543948	-0.495361134162014	-0.245538593768047	-0.0583113520923741	-0.106970803070152	-0.129758594877423	-0.21459158887567	"IS05"	0.925233640652024
"IL27"	"IL27"	0.307180548650417	-0.0601215227224587	0.469675299818143	0.0304066158599114	0.734968273784566	0.226943440449205	-0.430139634093947	-0.106069856679728	-0.0213181647444424	-0.146079302781982	0.372435236996952	0.0806667270704647	"IS05"	0.734968273784566
"TBX21"	"TBX21"	0.536976298873426	0.243045168295911	0.449873640408113	0.0303391277284656	0.696618146078778	0.519450117770443	-0.896984352137541	-9.52840510240627e-05	0.125027940669191	0.190588357799034	0.297840734324187	-0.133506597027896	"IS05"	0.696618146078778
"CD7"	"CD7"	0.416297512382518	0.125597381628248	0.046511547247031	-0.142778647730432	0.559141946838822	0.057213898352161	-0.411526270864066	-0.0936025612909771	-0.043954105881393	-0.00767622855614458	0.132984104980131	-0.0926831990651528	"IS05"	0.559141946838822
"KLRC3"	"KLRC3"	0.575894810612781	-0.231101135807863	0.0469493856724723	-0.00050751659214812	0.583037460573501	1.66565007264701	-0.550508557808593	0.0426032278660678	0.0128513662024817	-0.159698922461692	-0.110329867747445	-0.099319202337465	"IS06"	1.66565007264701
