"V1"	"TCGA.FD.A5C0.01A.11R.A28M.07"
"COPZ2"	"COPZ2"	0.228032064938289
"ISG15"	"ISG15"	-1.08275628200683
"TESC"	"TESC"	-0.696194799114346
"STEAP1"	"STEAP1"	-1.06092061116077
"CXCL1"	"CXCL1"	-0.175428795694602
"COL8A1"	"COL8A1"	-0.142209948293769
"CTSC"	"CTSC"	-0.457964537553661
"MUC5B"	"MUC5B"	-0.253846174208461
"RAC2"	"RAC2"	0.192043942327613
"FABP1"	"FABP1"	-0.111211424409005
"GJB6"	"GJB6"	-0.0351795186101835
"PSMB9"	"PSMB9"	-0.862655255271077
"SDC1"	"SDC1"	0.708370188382652
"RAMP1"	"RAMP1"	0.805094157039186
"FST"	"FST"	-0.889073783032815
"C16orf89"	"C16orf89"	-0.343984016071077
"CYP4B1"	"CYP4B1"	0.741144007443068
"LDLRAD4"	"LDLRAD4"	-0.308391914383687
"S100P"	"S100P"	0.69469699521558
"FAM3D"	"FAM3D"	-0.344976299618191
"KLK8"	"KLK8"	-0.477895825096926
"TRPS1"	"TRPS1"	-0.546803634494219
"STEAP4"	"STEAP4"	-0.236510608027953
"ITGA5"	"ITGA5"	0.526835093177818
"SEPP1"	"SEPP1"	0.921188527697329
"CDKN2A"	"CDKN2A"	0.422565929634342
"LMO3"	"LMO3"	0.942592161895496
"ANXA1"	"ANXA1"	0.393987660092002
"CFB"	"CFB"	-0.729801232689008
"TGM2"	"TGM2"	-0.205784982268391
"SNRPN"	"SNRPN"	0.0236456134397041
"ANTXR2"	"ANTXR2"	0.360806824749626
"IGFBP4"	"IGFBP4"	0.271096901467854
"HLA.F"	"HLA.F"	-0.97076418996723
"LOXL1"	"LOXL1"	-0.273022392729639
"TBX3"	"TBX3"	0.966309919904983
"CASP1"	"CASP1"	-0.784468967806675
"PHYHD1"	"PHYHD1"	0.273935753444075
"FAM20A"	"FAM20A"	-0.749830457741173
"AREG"	"AREG"	-0.489235503870249
"F3"	"F3"	-0.770636566490303
"BHLHE41"	"BHLHE41"	-1.41494004132255
"ALOX5"	"ALOX5"	1.09332184680203
"RBP1"	"RBP1"	-0.148617498455654
"ESAM"	"ESAM"	-0.311356915687094
"SCGB3A2"	"SCGB3A2"	-0.242094528336208
"PRKACB"	"PRKACB"	0.146087501288327
"GLIPR2"	"GLIPR2"	-0.180081812492149
"LTBP2"	"LTBP2"	-0.259958970978282
"CCDC74A"	"CCDC74A"	2.16080808059179
"SCUBE2"	"SCUBE2"	0.346193442803211
"ID4"	"ID4"	-0.0589480041119858
"SIRPA"	"SIRPA"	-0.158170275890749
"APCDD1"	"APCDD1"	-0.245252313677227
"PRSS3"	"PRSS3"	-0.753183284371611
"APOL1"	"APOL1"	-1.19959441655485
"CPB1"	"CPB1"	-0.0483933918495827
"AGR2"	"AGR2"	-0.814768310207438
"ITGA3"	"ITGA3"	-1.30110673125083
"SECTM1"	"SECTM1"	-0.850942591789617
"KCNJ15"	"KCNJ15"	1.41145458125309
"UCP2"	"UCP2"	0.993555633317633
"C10orf99"	"C10orf99"	1.51136019312237
"IRX3"	"IRX3"	-0.248933647779014
"COL18A1"	"COL18A1"	0.648151794755027
"DPP4"	"DPP4"	-0.303545356763741
"TSPAN4"	"TSPAN4"	-0.0691925381957215
"COL16A1"	"COL16A1"	0.459469431233177
"CPQ"	"CPQ"	0.400694703003545
"SFRP1"	"SFRP1"	0.480491803678794
"AHNAK2"	"AHNAK2"	-0.337395708664882
"PEG10"	"PEG10"	-0.461211737419858
"HMGCS2"	"HMGCS2"	-0.510041268086491
"ARMT1"	"ARMT1"	0.378945973788998
"CITED1"	"CITED1"	-0.411032688030622
"SLC2A1"	"SLC2A1"	1.35191609819529
"KLK1"	"KLK1"	-0.0435955289817163
"LRIG1"	"LRIG1"	-0.016929050273421
"TMPRSS4"	"TMPRSS4"	1.00971995895166
"STEAP2"	"STEAP2"	-1.26103834669224
"PITX1"	"PITX1"	-0.686535033432143
"COL7A1"	"COL7A1"	-0.67102325753604
"DSC3"	"DSC3"	0.692682396926152
"MUC3A"	"MUC3A"	-0.462474497799683
"TUBB3"	"TUBB3"	-1.05161950893479
"GCNT3"	"GCNT3"	-0.490147083512483
"SLC43A3"	"SLC43A3"	-0.601049626178893
"FOLH1"	"FOLH1"	-0.630136339292254
"NKX2.1"	"NKX2.1"	-0.327748510107402
"VIL1"	"VIL1"	-0.223543402789405
"VSIG2"	"VSIG2"	0.0609288734233853
"EPSTI1"	"EPSTI1"	0.691879242030872
"CDC42EP5"	"CDC42EP5"	-0.20962963667639
"DNAJC12"	"DNAJC12"	0.0533174889169676
"DAPK2"	"DAPK2"	-1.0170422079097
"THEMIS2"	"THEMIS2"	1.9889492847222
"ESR1"	"ESR1"	-0.417726606642982
"PAM"	"PAM"	-0.44896276187671
"EEF1A2"	"EEF1A2"	0.141841972309788
"PLS3"	"PLS3"	0.227851448994555
"MMP10"	"MMP10"	-0.824806569341719
"AC009060.2"	"AC009060.2"	-0.519151463226876
"TMPRSS3"	"TMPRSS3"	-0.340866389844329
"S100A16"	"S100A16"	1.23589807708463
"LCN12"	"LCN12"	-0.865229036920155
"GSTM1"	"GSTM1"	2.40204271855755
"CYP24A1"	"CYP24A1"	0.111376273846242
"NFIX"	"NFIX"	-0.0613438194755812
"AQP5"	"AQP5"	-0.216022108796923
"DAPL1"	"DAPL1"	-0.465523247756414
"ACOX2"	"ACOX2"	0.446458775467266
"NRP1"	"NRP1"	-0.875605268645913
"CAMK2N1"	"CAMK2N1"	1.64781323666921
"NTN4"	"NTN4"	-0.382075132453254
"RAMP2"	"RAMP2"	-0.910679878413658
"MAGED2"	"MAGED2"	1.12090316530271
"S100A14"	"S100A14"	1.7960187965033
"LCN2"	"LCN2"	-0.305708495340165
"CAPN8"	"CAPN8"	1.12023419201999
"CDH3"	"CDH3"	0.243888000986601
"SPHK1"	"SPHK1"	0.00055920656430469
"KRT23"	"KRT23"	1.51761239375321
"MT1E"	"MT1E"	-0.627246080627516
"NRP2"	"NRP2"	0.0115347250977343
"OLFM1"	"OLFM1"	-0.0404697981608272
"NID1"	"NID1"	-0.418882515984939
"UTRN"	"UTRN"	-0.0388797756325894
"WFDC2"	"WFDC2"	0.565059788509471
"C16orf45"	"C16orf45"	0.446294472257212
"CDH17"	"CDH17"	-0.278144356118782
"MBIP"	"MBIP"	-1.98173207455649
"ERBB2"	"ERBB2"	1.19916709874282
"MX1"	"MX1"	-0.375754208610286
"UGT1A6"	"UGT1A6"	-0.439143194513827
"PRAP1"	"PRAP1"	0.79785186467288
"ALDH1A3"	"ALDH1A3"	0.0222710687788726
"MAFB"	"MAFB"	0.538444085779719
"KRT20"	"KRT20"	-0.495408041981727
"CAPN13"	"CAPN13"	-0.751426597054352
"AOC1"	"AOC1"	-0.335644126437618
"MME"	"MME"	1.43881619976263
"DNALI1"	"DNALI1"	-0.60990098163932
"SPINK4"	"SPINK4"	-0.572076632888862
"IVL"	"IVL"	1.92848846497412
"CTSF"	"CTSF"	0.123856993154609
"SPOCK1"	"SPOCK1"	-0.154999688975662
"SCPEP1"	"SCPEP1"	1.16578231266781
"PTRF"	"PTRF"	-0.177752681430293
"IL33"	"IL33"	0.367827243052336
"SCARA3"	"SCARA3"	0.467370877792225
"TSPAN1"	"TSPAN1"	2.05507103375582
"PRR15L"	"PRR15L"	-0.0446849885268336
"GOLM1"	"GOLM1"	0.264534829905834
"MXRA7"	"MXRA7"	-0.235076967000358
"PERP"	"PERP"	0.651106592924813
"CLIC3"	"CLIC3"	0.882976273907846
"GJB1"	"GJB1"	-0.327765230561625
"RDH11"	"RDH11"	0.0438037346060225
"IQGAP2"	"IQGAP2"	0.590154335163973
