"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"State"	"MaxFC"	"InitialState"
"NCKAP1L"	"NCKAP1L"	-0.513305918588907	-1.28439625916252	1.38425464403312	-0.680869021025074	1.20708165820979	0.365495987840115	0.140696434376559	"S02"	1.38425464403312	"IS03"
"RASSF4"	"RASSF4"	-0.38323385265945	-1.22987556426792	1.38333240535045	-0.159780860372594	-0.324797035628732	0.756971295780024	0.56648888898646	"S02"	1.38333240535045	"IS03"
"TLR7"	"TLR7"	-0.187031826951516	-1.4158863664067	1.38091821189305	-0.756116036249	1.27312571958743	0.505901594760857	-0.0613479092491092	"S02"	1.38091821189305	"IS03"
"GAB3"	"GAB3"	-0.887886145700044	-1.27110840026339	1.3806664219436	-0.352598694472249	1.18545803938765	0.437016140308606	-0.096457547181244	"S02"	1.3806664219436	"IS03"
"CCR5"	"CCR5"	-0.248416871534776	-1.68690128045828	1.36649771616904	0.131835310730549	0.566435832941089	0.2003832231831	0.849064792096901	"S02"	1.36649771616904	"IS03"
"SIGLEC10"	"SIGLEC10"	-0.0885620457918909	-1.04030573032534	1.35609328054337	-0.0558014441993245	-0.294964370665254	-0.266779643184236	0.696693319734527	"S02"	1.35609328054337	"IS03"
"CSF2RB"	"CSF2RB"	-0.61955063292275	-1.39838783598336	1.34788645286426	-0.506739008113598	1.15424778207693	-0.0212045467011742	1.24101802829664	"S02"	1.34788645286426	"IS03"
"FGL2"	"FGL2"	0.0377677337331628	-1.49858313501015	1.3463494963819	-0.334411452295894	1.02774939542408	-0.00209763902066703	0.242235492024054	"S02"	1.3463494963819	"IS03"
"TRAT1"	"TRAT1"	0.218516494684222	-1.64537703448849	1.34522643578223	0.149100381272567	0.580005428479778	-0.21963671165132	0.517605337196704	"S02"	1.34522643578223	"IS03"
"KLRB1"	"KLRB1"	0.101730190055654	-1.45829567838979	1.33795219897345	-0.0220535271249226	1.0120724569548	-0.270684364684809	-0.308780460267623	"S02"	1.33795219897345	"IS03"
"CD4"	"CD4"	-0.705363430228489	-0.820405582308805	1.33241475722964	-0.976100349639394	1.06209302660901	0.135662525065288	0.108606014939613	"S02"	1.33241475722964	"IS03"
"SAMSN1"	"SAMSN1"	0.430781424465243	-1.5721849719478	1.32708427377257	-0.345168316486678	0.80463611255901	-0.0604379870354612	0.429093478261087	"S02"	1.32708427377257	"IS03"
"CD3G"	"CD3G"	0.0081619091294144	-1.60772666786564	1.32648339808506	0.183223770517614	0.42173409264324	-0.0504732065553973	0.742991098752475	"S02"	1.32648339808506	"IS03"
"NFATC2"	"NFATC2"	-0.877448163952909	-1.31369937908667	1.32469917696983	-0.234987610408491	0.781817414827626	0.656512310047622	0.356267508144559	"S02"	1.32469917696983	"IS03"
"ITGA4"	"ITGA4"	-0.477793592560044	-0.975425680800412	1.32343345285182	-0.663883796895122	0.978957092959207	-0.142566163755204	0.212623613588708	"S02"	1.32343345285182	"IS03"
"CMKLR1"	"CMKLR1"	-0.241647871500195	-1.36330547786759	1.32227396109243	-0.490643838851966	1.30531588538308	-0.128316075616154	0.356986666077985	"S02"	1.32227396109243	"IS03"
"ICOS"	"ICOS"	0.0392174310926697	-1.55957109811843	1.32006791303634	0.00480600505150153	0.718963472447994	-0.330298154715468	0.857847999849751	"S02"	1.32006791303634	"IS03"
"PLEK"	"PLEK"	0.0141035781108059	-1.49224306306828	1.30436592932173	-0.453404761629156	0.867994498804619	-0.116905309682651	1.18001762068633	"S02"	1.30436592932173	"IS03"
"CD2"	"CD2"	0.0419831191249092	-1.67326476812678	1.30220727498463	0.259068287298327	0.380848822419085	0.0240174138352244	0.80973423342476	"S02"	1.30220727498463	"IS03"
"SLA2"	"SLA2"	-0.372227161745843	-1.55873256419974	1.30056330469218	0.420854245013875	0.513393121336052	-0.225785214270087	0.865042356405784	"S02"	1.30056330469218	"IS03"
"IL12RB1"	"IL12RB1"	-0.243459796044787	-1.65444513432266	1.29479961673184	0.242688370259708	0.820023768987776	-0.0639783233429724	0.660822215330503	"S02"	1.29479961673184	"IS03"
"IL26"	"IL26"	-0.273125146178178	-0.941518755580275	1.27380382891149	0.220665405686168	-0.0145267999574287	-0.532238194125377	0.165097933695469	"S02"	1.27380382891149	"IS03"
"CIITA"	"CIITA"	-0.69874159825285	-1.34725608370719	1.26365248310066	-0.109945282642863	0.731975052315247	0.407040343907689	0.581981702281098	"S02"	1.26365248310066	"IS03"
"ATP8B4"	"ATP8B4"	-0.0750493691436212	-1.12951527375755	1.26257892114972	-0.588943306212103	0.00770852405399767	0.686164744785373	0.579220108920918	"S02"	1.26257892114972	"IS03"
"CLNK"	"CLNK"	-0.768810931080482	-0.857796535220888	1.2621463171107	0.185538625640787	-0.38397799292079	0.376156346516309	0.0453483652971817	"S02"	1.2621463171107	"IS03"
"CXorf21"	"CXorf21"	-0.092997444655113	-1.43515653093738	1.26107484581894	-0.452320281983931	1.00819152505626	0.360768361296071	0.258281706220484	"S02"	1.26107484581894	"IS03"
"IL2RG"	"IL2RG"	-0.181621088214143	-1.64249699257657	1.25768491768127	0.124430705564382	0.645791652025131	0.121210436350209	0.937802721201319	"S02"	1.25768491768127	"IS03"
"HLA.DQA1"	"HLA.DQA1"	-0.0945826720538496	-1.42703883494821	1.24673998366132	-0.593120165003672	1.16611208456862	0.211241657720107	0.578228299830184	"S02"	1.24673998366132	"IS03"
"TMEM106A"	"TMEM106A"	-0.662998273958575	-0.958751690265023	1.22928405439661	-0.504035397483629	0.25542558199642	0.800456136521521	0.216952031884233	"S02"	1.22928405439661	"IS03"
"SAMD9L"	"SAMD9L"	-0.706990384199959	-1.19435600339842	1.22827225945935	-0.432676675818939	0.92795672966065	0.330902053764085	0.643290570871598	"S02"	1.22827225945935	"IS03"
"GPR183"	"GPR183"	0.417195229589175	-1.2629732469717	1.22804587273923	-0.563353780239052	0.412551080062352	0.243466056698284	0.279595832027138	"S02"	1.22804587273923	"IS03"
"CLEC4C"	"CLEC4C"	-0.476112630538579	-0.791113682723052	1.2189795435208	-0.0652882689645452	0.263911433323081	-0.0325651450385929	-0.515212759837736	"S02"	1.2189795435208	"IS03"
"IL2RA"	"IL2RA"	0.508368155881921	-1.22109892546122	1.2091099529444	0.0716248961250736	-0.864765042644167	0.0255717822776234	1.14327896056932	"S02"	1.2091099529444	"IS03"
"TNFAIP8"	"TNFAIP8"	0.0827679984546051	-0.869316265951381	1.20761921248044	-0.53495364096477	0.033577367488695	-0.362904430818056	0.936229082785762	"S02"	1.20761921248044	"IS03"
"TRANK1"	"TRANK1"	-1.16064450360542	-1.15069627864158	1.20398469188772	-0.3892086757071	0.923247868461546	0.796979811232387	0.52134066940843	"S02"	1.20398469188772	"IS03"
"TNFRSF1B"	"TNFRSF1B"	-0.334472684396512	-1.58947264102246	1.19929475318987	-0.00352482738948745	0.94557420753634	0.223128748102294	0.806621049589299	"S02"	1.19929475318987	"IS03"
"MCOLN2"	"MCOLN2"	-0.677898810351589	-0.835297888422336	1.19219557420626	0.104191283423736	0.125686363724778	-0.213537405237384	0.26684422357764	"S02"	1.19219557420626	"IS03"
"ADAP2"	"ADAP2"	-0.217858995570751	-0.656501549977137	1.16227571730939	-0.709358771203144	0.0255955327808939	0.543922662308014	-0.272083046442947	"S02"	1.16227571730939	"IS03"
"BIRC3"	"BIRC3"	-0.527096501504254	-1.03669737300403	1.16220171746771	-0.434231784315287	0.473240152885171	0.214741852394039	0.920943269407858	"S02"	1.16220171746771	"IS03"
"CERKL"	"CERKL"	-0.606688015755212	-0.857610881001773	1.14978809859258	-0.530671686447355	0.734568418547961	0.544205614076147	-0.411768062449554	"S02"	1.14978809859258	"IS03"
"ZNF671"	"ZNF671"	-0.449569911564716	-1.01161828335399	1.11713733130667	-0.589222821363852	0.835664934048681	0.684916570624013	-0.210634758495827	"S02"	1.11713733130667	"IS03"
"LCP1"	"LCP1"	-0.307701420120898	-1.20083581441057	1.10549161831167	-0.67532894237617	1.0772579510521	0.159021393751947	0.984940158974356	"S02"	1.10549161831167	"IS03"
"HVCN1"	"HVCN1"	-0.59647622219551	-1.26876333321204	1.09798811734687	-0.128013011598495	0.992265764132053	-0.11526759596519	1.08680272765912	"S02"	1.09798811734687	"IS03"
"GPR141"	"GPR141"	0.135017988319663	-1.19585888478846	1.07916588752119	-0.395546896811571	0.355487452033764	0.270894200846273	0.70338465728241	"S02"	1.07916588752119	"IS03"
"TNFSF13B"	"TNFSF13B"	0.0102706666614064	-0.736366533253709	1.05220244456782	-0.533969314393402	0.524759516824966	-0.407217043632534	0.250283046748662	"S02"	1.05220244456782	"IS03"
"CYP1B1"	"CYP1B1"	-0.0722354354871732	-1.15161959623724	1.01550507730017	-0.459815919760725	0.393515507220157	0.456688836810068	0.912903405330687	"S02"	1.01550507730017	"IS03"
"MARCH1"	"MARCH1"	-0.382049897816224	-0.535409596584571	1.00215443843505	-0.736315826904458	0.845216529089989	-0.4186116645245	0.239220372999388	"S02"	1.00215443843505	"IS03"
"CD80"	"CD80"	0.30219994127551	-1.20257810691321	0.94918135998921	-0.436790718173331	0.307061211597153	0.492524526273309	0.724248795494487	"S02"	0.94918135998921	"IS03"
"SMPDL3A"	"SMPDL3A"	-0.18228422422424	-0.766827569639716	0.909731593587068	-0.373386585986316	-0.0971257040852451	0.800130953757565	0.0210480845689522	"S02"	0.909731593587068	"IS03"
"CD86"	"CD86"	0.224577217074881	-1.43520278703538	0.864117436933229	-0.120780660882851	0.812355225973815	0.241979291280667	0.854627879548093	"S02"	0.864117436933229	"IS03"
"RASGEF1B"	"RASGEF1B"	-0.441654236569378	-0.942747041716659	0.671426872884126	-0.655949574162407	1.62678204674895	-0.133735695697006	1.15083781016919	"S03"	1.62678204674895	"IS05"
"CTSO"	"CTSO"	-0.507817304782485	-1.07194548454554	0.812043186041957	-0.690627048992282	1.51686225356832	0.688280358731218	0.247911988809876	"S03"	1.51686225356832	"IS05"
"HLA.DOA"	"HLA.DOA"	-0.470959792379923	-1.22713477936846	1.21932705783162	-0.480841672105532	1.51196394715089	-0.101148758754454	0.135858682990296	"S03"	1.51196394715089	"IS05"
"GPR65"	"GPR65"	0.0697795157295945	-1.37774109336906	1.36121663743853	-0.590007404565364	1.49443382714251	-0.196770942322434	-0.283437166345176	"S03"	1.49443382714251	"IS05"
"APOL3"	"APOL3"	-0.689855209064057	-1.1850317181438	1.19534201506577	-0.332821456238779	1.4387477119568	-0.227879416165724	0.425524862340431	"S03"	1.4387477119568	"IS05"
"GPRIN3"	"GPRIN3"	-0.779864687764423	-1.07836437189866	1.20440218710341	-0.350073752444946	1.42339966222097	0.0403692007359666	-0.253156806358905	"S03"	1.42339966222097	"IS05"
"CLIC2"	"CLIC2"	-0.504996140161967	-0.698415290470689	0.499732142875318	-0.724984616341914	1.40553999118782	0.550562051416629	0.329180151139073	"S03"	1.40553999118782	"IS05"
"RGS18"	"RGS18"	0.595887321482273	-1.42090424768038	1.03814904717219	-0.508304903248719	1.2670603255728	0.140369323385133	-0.230021939265109	"S03"	1.2670603255728	"IS05"
"SPECC1L.ADORA2A"	"SPECC1L.ADORA2A"	-0.835521573661464	-1.1409019663453	0.96707423830252	0.00362613694528543	1.24344933827226	-0.0369721987795549	0.556972760653594	"S03"	1.24344933827226	"IS05"
"JAK2"	"JAK2"	-0.495328871395555	-1.13971614854575	1.05069128087759	-0.407017856112212	1.20249020616168	-0.311363209857265	1.15317389670187	"S03"	1.20249020616168	"IS05"
"PPM1K"	"PPM1K"	-0.65642719477984	-1.01557735727527	0.984369375360895	-0.466174935743528	1.08328006759447	0.202651535795615	0.695917210372575	"S03"	1.08328006759447	"IS05"
"MAT2B"	"MAT2B"	0.263797736496207	-1.01264761451458	0.763012422128212	-0.53326566743777	0.863977238507278	0.121851438600035	0.499535407937656	"S03"	0.863977238507278	"IS05"
