"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"MS2010072023"	"MS2010072042"	"MS2010072835"	"MS2010072930"	"MS2010072932"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072001"	"MS2010072004"	"MS2010072026"	"MS2010072034"	"MS2010072038"	"MS2010072821"	"MS2010072828"	"MS2010072837"	"MS2010072904"	"MS2010072921"
"NR1D1"	7.57802450187378	5.10621755357833	5.11022617693782	7.18582790219945	7.73390770752358	5.90537661476906	7.1903364005183	5.65965327505936	7.3080261235032	5.08288766636271	4.44665771685097	5.7228457884125	6.74315772641418	4.74873186385029	6.68753485962709	6.73024791081514	6.93505154918974	6.5704314256964	6.50409941585447	5.47608867314709	5.7091502948125	6.31843535936953	5.07702532061629	6.72629364347904	7.19847927674174	5.90470298159843	4.03630401925842	6.41517020985017
"LOC100288120"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC442609"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf105"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FLJ22184"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KCTD19"	4.52976820728903	3.97889153914971	5.11096002340221	2.22708643088017	8.35078995542989	6.70866224103916	3.63449860148424	2.36016603382597	4.12048240359122	2.83807588835602	2.78908343998644	1.87813304821885	2.24243019356118	3.23825306894576	5.68901893236945	2.8949064066544	2.91497073499797	2.95765152448404	6.00769087262642	3.84610126676135	2.45876741248577	3.18610975052537	4.57066719683556	6.0151874643644	3.77105803233472	5.71010436803687	5.7278405985022	3.31334924760098
"ATXN7L1"	5.70949567265714	5.23292088907221	5.95882075714047	5.45113787402378	8.32431351222106	4.54272288458127	5.07467935993294	5.62624037435901	6.02586862070997	5.25314374860142	5.40033652707638	5.35033458607727	5.42778497873854	5.69375720260427	5.22598704175353	5.70426026287766	5.37682089489091	5.93768438083971	6.7230974413857	6.2243240112884	4.74616730270537	5.8870764924859	6.08259319842267	5.23827333470456	6.91777217822177	5.79409390566939	5.8276694624819	6.64490248021768
"HAVCR1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BMP8B"	6.71314951134361	5.89426464000108	5.30163961256386	6.03060987005265	8.0578463919844	5.12910674286855	4.66184883193496	7.16775541203806	6.0976234318176	5.29111544260786	6.29919359493865	6.04821308427622	5.64603376961374	4.94679475152495	7.00307196874795	2.91146576964534	4.90175632772791	5.42109395981363	6.38836328609233	7.09523127957386	5.02638958039125	2.910908821851	7.22903093258137	5.69029250919886	7.90620037648494	6.27079007124624	6.52762723981194	5.8909954766217
"ZNF57"	3.5714582760166	6.95862026671841	8.46780488469927	8.5822591307288	10.9749730856076	6.71260951709156	8.60098483190931	8.08701140848495	6.99650938034704	8.12041065098096	8.58509812882118	8.3980837601545	8.51926179698858	8.33014381270573	6.33715502734073	7.17685005445104	8.02682980859221	8.47598512145679	7.92969171981712	8.46796726475423	7.24331437760723	7.62189932260635	8.3856516712336	6.98606071902645	8.01978768922306	7.16834106482398	8.39657014125426	8.02305277139885
"LOC727768"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MLANA"	3.13033210877531	2.78423523283582	3.4419936080051	2.27837299087515	6.58013883502079	4.56353737432784	1.9980047260151	3.37254592748816	5.7011578783035	2.49608300165433	4.96067056073547	3.1914911059197	2.09346425256361	2.19862701667828	3.47768986646511	2.18229773773654	3.51169921682019	2.70910562922159	4.23032958471413	2.86754319128292	3.98741709184472	4.87509970549853	4.15051690463426	2.90856800157882	2.80520460962666	4.26117391907158	2.33003337491368	5.43681446487694
"PRR19"	5.99241121086724	4.31742500068275	3.61675607686119	4.19155098021517	7.61685642321085	5.3217689734989	2.92945939878937	2.31849301662317	2.75944859373143	1.86590944673079	3.87030217904971	5.13434680672775	2.3618421370718	2.47935589833373	2.42615767420309	2.18324867704477	1.66501253891642	4.4570498305961	4.59479663071369	3.04257238548177	4.99818175863247	3.03260738926094	2.28442780383309	6.09023930506082	2.09670083864562	5.27287624071904	6.36647342262046	3.92864531394584
"DCLK2"	7.49537521756099	4.84049483957478	4.34036163048489	3.92235484591093	7.89693432078869	5.59820721561761	6.19373080319813	5.81554760336117	3.91468724506623	2.42680591675405	2.57202474196505	4.71370494611092	5.8906579093205	1.97739577333349	5.13114352409656	3.67058349225419	2.79603168447117	3.9309534584227	3.46943476575774	5.08504673838262	3.42118914803117	1.99630892534695	4.02931368332247	6.43328613210498	2.43245169008997	4.77296321964751	6.53341993133011	4.05316345591835
"FLJ46552"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC38A5"	7.75301469401482	7.46703329792638	7.87168916817663	7.51300424589725	7.25006832964554	6.46725546490351	6.44501758760498	6.41413667057856	6.91261798611259	6.3572427892584	5.54049566463227	6.46457856502098	6.86369185554506	6.15853639547023	6.93550240089048	4.87679740234851	5.63154289409668	6.56634822950987	6.51684393003126	7.69143858006431	7.48623400105233	6.3682097337136	7.80659554587909	7.74690620470755	6.58531397868521	6.20182958862349	7.50784129475809	6.67084271468487
"LOC100130522"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SHD"	6.40726600198766	3.49929773865227	3.48595136161688	5.21360103549008	9.71379586100068	5.94337434825848	4.82603078162065	4.99843136622058	6.63749260766996	5.6091226300571	4.34934155797299	3.82874403632176	5.41561002200083	2.61256521546129	4.52801499563244	4.42336234873707	2.95394572515567	4.69760794216592	5.31070664464483	6.32255646476135	7.20743778274715	6.62026175403018	5.51860566784567	5.97640475413611	3.71712667629163	6.05711332540178	6.85436723055673	4.29503512533294
"C16orf5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RAGE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OXTR"	6.92948704080381	6.66722032818726	6.55192960437952	6.33027144661115	7.55308756376641	6.89825438589342	5.73738047610258	5.67440928869195	5.96526255117851	5.80180970563108	3.08092800566002	5.6147014796567	5.81537242141222	5.10561982369302	6.44763217609061	5.15346679524406	6.5268108810814	7.35869197323135	5.49269680396279	7.92783451241139	4.69564056358014	1.76244346218771	5.97943863229203	6.84118012016589	6.50922024819815	5.67270282506413	6.48528319345853	5.79519733770663
"LOC100289457"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288480"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM59B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C11orf9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OXCT2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C21orf136"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CD320"	7.87742833303497	7.44340639312281	8.43694750626584	7.48599430870134	8.56583276493148	7.48649834829971	7.7046249710933	8.0048314705017	7.68821581878623	6.65578305560508	6.9081231533097	6.68959218113183	8.12550465471113	6.94948233040991	7.22476278073659	7.22165219152626	8.56335382250886	7.27715466153714	8.14086162978718	8.43735435344871	7.86506023582621	7.52212633209145	7.80613288144524	7.37412637434921	7.490096582026	7.97495680853462	8.54802992529069	6.98108292454737
"RGR"	3.82451219508008	5.34218984924743	3.89371141001877	2.29300797703704	9.59766355400055	6.13319531710351	5.18395969236297	1.50431984267995	3.5060112333155	4.98099668933493	4.89103449550073	2.12517027105511	2.40195886883587	1.75380141924415	2.64017261571516	1.83090108554204	2.20041439986669	2.32877265692328	2.57399440784656	1.79165066726992	5.70478693780804	4.7693950630528	5.06715802908422	4.90960237015692	5.58896643426229	2.36969799581394	5.4498470894192	3.78565744035444
"CYP2C9"	5.57988724977102	4.77687150596415	4.23974040371501	5.82237154446507	6.75067289357103	5.11518165436241	4.84138241209583	3.36179072203109	4.49321286233211	2.47939423941981	2.29919413134645	5.32125651306755	4.94923305730898	2.71697713771699	4.94226612113866	4.56931595821963	4.51834148691677	5.26915037054875	5.98518474344626	5.23299946794577	5.09037462647802	5.97567110972564	6.21394038431963	4.56882819684339	3.73593171397278	5.66857656490312	3.54728767684731	2.35731046209427
"HIST1H2BM"	7.38368981554332	6.00907357870984	5.9536676134765	6.44135845215219	5.15429972979357	5.82205458715996	6.35910726955747	6.35606786123501	5.74403724284374	5.989210551036	5.6423623084325	6.33748550628803	5.9785002010274	4.96372996594116	5.55987886019662	5.96077883124569	7.52845241735817	6.05238789643916	4.75195785107105	5.33162262145977	5.6664701742667	5.81108840524989	5.54063224945367	6.80402089610553	6.8223197364675	5.32614193640126	3.79690441836661	6.44114810323995
"RALGDS"	8.56754565811947	8.6166242977766	8.9088172614094	9.60846475996875	8.30004550131184	8.90750586776741	8.91231599380659	9.97089377882417	9.13272242788868	8.82830968009067	9.41894945415127	9.09136986699001	9.14956868951704	8.52489599605723	8.55673453200642	8.7010179833869	8.36427567152469	9.29232977792422	10.3643823497058	8.66016693813908	9.40069168738646	9.62427049644737	9.28509254193492	8.77063739896835	9.56107715917467	9.45657079819371	9.5493606171573	10.4289832316196
"HPD"	1.77875007627983	2.36321944123018	1.69919594944857	1.64380273488486	8.14265708363499	6.0215711912284	1.83058306047712	1.10473653279761	1.26720329835497	3.33171420215664	4.04215759190835	3.00052410856084	4.83164199706728	1.94334957295707	3.50792083974213	3.64644825698444	1.35023913709714	3.24018173385273	4.37786464661905	1.91666649871027	2.7513187340654	6.14346441646634	1.98236030614489	4.50344928616398	1.23258363490685	3.16397162723169	2.50285095112834	4.70949795099123
"PGA5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCDC29"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NMB"	9.03689450707696	7.37435300243239	8.04573041135511	6.9789922683168	9.55920652936709	8.37475297781663	9.00014593967361	9.57032909765725	8.27942170512885	7.14487035437542	8.1512479065784	9.82445885227129	8.0525597020136	8.92071037903249	9.07999991574503	8.7665349791101	8.26611981670708	8.62507439554762	7.56950516524646	6.94480905932732	7.47723887274932	7.90627801231994	8.69256828794978	7.18006301758594	8.30246089769788	7.89681522271961	8.13085843963168	8.15992527103487
"LOC100289439"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288180"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288406"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TUBB4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TXNDC11"	9.38496335231459	8.29132555588487	8.33336463187384	9.09246953420755	6.90840209158092	8.75412672987038	9.04777039635529	8.75878628799282	9.49242964445378	8.11441876471737	9.14472147787296	8.7348334932437	9.56495954988878	8.16568316974343	9.07493859751253	8.16693098343347	8.1032030921702	7.8001972679203	9.5388843201865	9.30618383653006	9.0548274706696	8.85624675259485	9.30417296574204	8.55321959934031	9.31190389543022	8.6536996232087	8.82469993432408	8.91276569295985
"LOC100133076"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288165"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FKBP11"	11.2506890132492	10.9930569998853	10.0235033328434	11.7721764294862	8.77529622434399	10.0264857982723	11.1968722916018	9.63876231326856	10.8027272919492	10.5491879336244	10.4344962980195	10.3476339433141	10.606360455401	9.93721472418333	10.0303776213294	10.6471237904238	9.67626021385511	10.8967326858569	10.0224430260739	11.4764682338657	10.6223996753518	10.6927539684669	10.191333579367	10.7213338853246	11.4629203812466	10.32300239415	10.4085725794065	10.2698618060287
"PRHOXNB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NR4A1"	6.19512191578946	6.37075491730196	7.43401573485847	7.62057604735632	8.75461787853675	7.35020162016697	7.97596558813775	7.80022280831608	8.19470290471301	6.94277943335962	6.8752118351466	6.79817530193931	5.15965886927591	6.74615268562784	8.18987166037497	6.93910393460696	8.96581852797327	7.22848752482276	7.15850520495023	6.80240843069195	7.12645553280601	7.37330465838904	7.71770712399081	5.48859241287053	7.39179075387334	8.29460018786391	7.17537659152497	7.21260691996094
"KISS1R"	8.30736194605509	5.66778842473669	6.90606293640189	7.45996540723891	9.9913848548681	6.71775564150802	6.56757137021995	6.03802971814661	6.18396809915695	10.0088321239483	6.79874651563789	8.89288277558643	7.36061907287646	5.47888828755604	1.66589008544714	6.66128492364406	5.77734146320672	8.12845646416085	6.31512667297968	7.69972693942352	7.15971010015729	7.33374248819374	8.11758275487648	6.31992511156425	10.8024777754307	5.44468170002971	5.60460347934617	7.79209321052083
"LOC100287347"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KDM5D"	10.0387599031645	4.04624830043202	9.87977182137105	3.82722734591899	10.3969652193287	9.69999493579744	10.1062708424415	10.1429083874215	9.9192295261535	9.42976634339077	3.51392847715171	9.38634716132232	10.0511811996774	9.74506632262099	2.40618577714029	8.00183836044539	1.39799072839564	3.2724259328164	10.9205556479564	10.4116454724205	10.4605656912257	3.30078727045863	3.99611655731807	2.98887695580552	10.7713878858665	11.1635285161845	9.83352025800781	10.7966877970036
"CLNK"	4.09937357323854	6.64489009309435	5.32016148540308	6.90502887968808	9.04866837837192	5.19741389058764	6.17679952127815	5.6923967030948	4.21064495268811	5.33276672593429	6.81410686504954	6.5408646927696	6.58138134345696	5.32289731945744	5.12039875762195	5.96465765986258	5.26176178918248	3.14166613814696	7.09300296301156	6.82119237234549	6.58273920280982	6.62878374935798	2.33747788163644	5.06623249624345	6.56060836180455	5.01742343400329	3.52785165548143	6.81364281223287
"LOC286467"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MPP2"	6.06436766960736	4.35721587572108	6.33177780396349	5.65176269267804	8.73120080585282	5.90084633964566	5.85609987572694	4.16606123769259	5.31415169938088	4.06922153687045	5.58610128289475	5.32812178391672	5.07556846547372	3.5791802060504	5.60101360629734	4.56300082528982	5.59663172856858	5.79154398056117	6.12914453981939	6.37287773995618	5.9462185864183	5.43712623182463	5.72823398184808	5.37798253886655	5.23326504363255	6.618522036263	6.19731172810934	6.53712715616577
"LOC645781"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KPTN"	9.02124105810528	7.78203506307239	7.81725673571754	7.12639867923922	9.1235185169214	8.82457144004717	7.21153882074202	7.60984259652034	8.10408294850141	7.7986629032223	7.95541276595984	7.63736686709412	6.39443549705687	8.06949622872167	8.27950634972955	7.03323788841727	7.78407741400598	7.55035016637798	8.0583927697481	8.32719327380709	6.79235009041092	8.38843146511534	8.01508439052286	8.9406120681081	8.47092410594173	8.01634340746651	8.27113313704661	7.87562295772093
"FAM22F"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCDC144NL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HSP90B1"	14.2041555946262	13.1866691950594	12.8215573326576	13.4530938948522	11.1647872477141	13.1003272332362	13.7575744379652	13.3678741163025	12.9573717170941	13.1480121057216	12.6448584238339	13.1779547593174	13.4462649168735	12.6718574336796	13.2735764282876	13.3698360665217	13.0724729366383	13.311235150079	12.8825410305363	13.9121883043554	12.1858075497446	12.7350920915443	13.2568034192335	13.557308787161	14.3034946491062	12.6749418807434	13.4126636627384	13.6722337262431
"KCTD10"	8.97307625698144	9.05801498267271	9.2908110801448	9.05934694347848	8.4829124495253	8.81814800964677	9.23911374972124	9.52942958174461	9.27724976129295	9.12120455512141	8.9973680194736	8.95627982208632	9.24804601667975	9.55771823326204	9.32261967959965	9.66099091293558	9.2161375953264	9.61423136857047	8.92780525125239	9.09014923556222	9.3852840878915	8.77501869981337	9.60469655188095	8.6728360712966	8.94123177907389	9.83207474594112	8.91544181055497	8.63583708860464
"DMBX1"	0.942180984657252	0.966404670348482	3.75220099953973	3.99355177090539	8.23980746659588	0.781951257624782	4.51372065753251	1.1558872034853	0.537042387646622	4.24948584117442	5.28989172816167	3.5697773693829	2.09515506560475	1.61985358340224	1.18409699158824	3.71969970573876	1.16467779225582	3.17838196559039	3.56273557423493	2.3074086946729	4.18401327188152	1.28614962728937	6.08112055287451	1.37358099399154	2.62310816528315	1.69258188681977	4.25305713601677	5.86150177253446
"USF1"	8.53775953481741	8.16900369404626	8.81096281903632	7.56291416405052	8.14834702962461	8.64578172515095	7.18145830377984	8.13548176991976	7.52439527470512	7.67955840837689	7.92628260332008	7.73253455266904	7.92984964688833	7.68955931681836	7.38347790181484	7.67509394040736	6.60844879229937	8.07550461154885	7.73762244089889	8.47921579998742	8.27556638516503	8.5634890488238	8.22207963053121	7.64632803372092	7.83667829608062	6.13371026563142	8.19597014413592	7.70435872762773
"ABCB9"	7.06571630705516	3.56008787309346	3.3371095515736	3.0373606088258	4.11180453717357	5.50459638892012	4.40468779232997	5.36424129831476	3.55949528560006	2.2723646653939	4.03405826421854	4.64656414345145	3.74925070083145	4.29238808764893	2.95908659744505	4.85461294136268	4.42350688221867	4.76746832754121	3.37947880713875	5.35398176861083	3.47630442677701	2.83912273390832	3.48762804350894	4.71392721855092	3.1909571925456	3.02235071931828	3.76863771328844	4.8900745727986
"LOC339788"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCR7"	7.6734660086311	8.8493563119192	8.55135390077393	8.7885055206589	8.60529991407779	7.89836841098738	9.16651873616247	8.85435721657424	10.5034231391871	9.10756169791838	8.01470405840881	9.44950941097248	9.98313904636364	8.34099763795888	6.79019331924382	8.54964413701392	8.54429502619513	6.96606820580199	9.23399470363415	9.97123183211589	7.75986617274969	9.36621734625152	9.25734782702328	10.0623458872386	8.68250474410627	7.03033955670983	10.240665484363	7.14240098857785
"FAM23A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288709"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SAC3D1"	10.6431786583977	9.61089862377406	9.09931244383469	9.85650460894696	9.1589495103295	8.99033528224535	9.74716318630614	9.30353195895709	10.0078120027776	8.55582848845561	9.20750922304524	9.14898177532619	8.84691959046877	8.50739560213555	10.2118509260092	9.63853915668904	9.41870482003458	9.26540602587428	9.36338183341565	10.0109200490212	10.2964066687297	9.2386548539054	8.8113113094351	9.2194203403105	9.32004068294575	9.53357460947709	9.3480413226481	9.37154493900295
"PEX16"	7.05116529040578	7.90744029592576	8.58260430493142	8.34679427248627	9.55394863205127	8.09121672615625	7.85535256221999	7.77137962084234	8.10752571704709	7.21162308190253	7.85315233895063	7.52875114854868	7.50399675220514	7.66375009457492	6.58774015659635	7.50914344692287	7.3717928598719	7.78909936813628	8.07702928776992	7.87128674275621	8.20048115154151	8.32589941252229	8.3058233622275	7.66520585492103	8.24093742729134	7.49664262945937	8.33763413714079	7.85990232483567
"ZFP57"	6.5830392434612	3.12643186131145	5.38304462793183	3.47866103702984	7.81170827122316	2.32051194689585	5.01291970503926	7.56602534742543	3.00287822130243	4.98789737762654	3.89747145930342	4.72473483699696	2.61537086773849	7.52477068212835	5.3648037789339	3.83817724258999	7.00487764578877	2.65712557334754	7.93158619231438	7.63829091263379	4.74961700906552	6.61836086466401	5.97515017071544	5.88307922323537	2.7443119696385	7.35110644554818	3.41910840858602	2.29612067055185
"KIF5A"	8.06942247277419	5.24267112986532	3.65691486534973	5.8491687067199	9.60668680802779	5.37187613896083	5.55162561511439	4.95125972456336	5.21310900110558	2.15287410604258	5.14774159988044	5.62270014722916	3.0276332802223	5.02080694333219	4.82014545669609	5.33726528264257	4.10790464122124	5.70586941026633	5.12652638650562	5.75971296564352	5.92058110710966	5.89001171560591	6.31405574732646	5.71719187047014	6.01913730898049	6.41448211141879	5.90025569273613	5.97375936187042
