"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"MS2010072023"	"MS2010072042"	"MS2010072835"	"MS2010072930"	"MS2010072932"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072001"	"MS2010072004"	"MS2010072026"	"MS2010072034"	"MS2010072038"	"MS2010072821"	"MS2010072828"	"MS2010072837"	"MS2010072904"	"MS2010072921"
"JMJD4"	8.51390329953439	6.88999882902994	5.99524008649814	7.20543645287303	8.90840613286988	7.14026973188235	7.13094106979379	6.35743435600204	7.47193623838982	5.91397229064256	5.65887138900511	6.46707323906776	6.46657529251734	5.53626366494587	6.69704956511931	6.00383410178339	4.21307365082904	6.29259274200141	7.15466109274265	6.90326055561045	6.34363187058832	6.21196132952515	7.25475920537442	6.93879417392299	7.24901330436189	6.92494447861549	6.33459065462028	5.17529058694122
"INPP5J"	3.49304097973723	6.45702357148978	7.30239901762421	5.61195022509453	7.02866440317158	6.64977514171145	6.37585800921642	2.48691718482318	6.33422568738922	2.75154321152323	2.82075369902065	3.7930040818083	4.47626967435044	2.40053350760369	2.07092157904796	4.02093700780742	4.91063984169898	5.15654636907802	4.09748133685204	3.87424409644228	4.80760941125428	3.7772836138819	4.59530713414141	6.93948186751751	4.08883471065591	3.32026749239851	5.90454660265539	3.27129078092429
"LOC100287921"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZNF556"	4.20254800047725	4.30788415417107	2.40017039453498	6.72744464282481	8.52975742478638	2.3784775726561	1.73822803734527	3.17877051760376	1.14122663652582	1.77004349277096	1.65283691963399	2.2950339450033	3.47206164742687	2.46901977296303	2.77897702528328	5.22378479677307	2.19362664248451	2.16890392381195	1.78801958838397	2.85353305203444	3.15584943503395	5.34958217778984	2.26023239108175	2.0231338391487	5.23658514674072	4.74996256446871	2.80006687292361	5.81139341937459
"GGCX"	8.23606897388996	8.26846600212574	8.09573844140101	7.86599501855787	9.44013132723244	7.66333561030546	8.148115051126	8.46146629123675	8.04481286948985	8.32577546328144	8.70396725116203	8.58309630050359	7.73483549750094	7.89478568743236	7.95773432990622	8.50620307063756	8.55620178701832	8.83480785699444	8.16295283470834	8.27397442924588	8.13515010117563	8.17214027288465	8.41504612258748	8.06157853549445	8.09766609168721	8.26467378002633	8.32214372308053	8.37185719728686
"NGEF"	4.91221094002388	2.99838802416162	3.31603295964773	3.04011742317793	9.53889336564814	2.9802214682215	2.06478436747395	2.72144520326479	3.11434570533483	2.77784513677338	2.59628077480795	2.43268013463617	2.81327933846051	2.08863409225918	2.26597007567059	3.19420340486852	2.7761639486895	1.86240835913574	5.26942376843078	3.09744702464508	5.20032639310397	2.9967465017217	3.06275502581338	5.0258198131743	3.8707557650297	3.82964434910755	2.67855363146777	3.13110662164604
"LOC100130935"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SURF2"	8.00513772039447	7.74515605204213	8.79524165532904	7.47156367305914	8.70064773682482	7.38639413288315	6.89739559443645	6.28725702705105	5.72561164601367	7.06161040187829	5.68124071769411	7.94649377664564	6.54288749925479	5.24625306843779	6.16786371570857	6.20057434701179	2.40503593578289	5.99245817253277	7.6521621173845	7.66826837992672	6.98156731165246	6.64455718706598	7.97874370918334	7.05876766253864	6.9562774047528	4.46719337506468	8.36515855933308	7.20149582363551
"SFXN1"	9.35740057762641	9.11029913154038	10.4162109817262	9.8268635362989	9.62366304412418	9.91776097104728	9.05564939264631	9.37757161894094	9.22788363214449	9.50095994834353	9.69738527609134	9.80300865632181	10.2354566986891	9.23796361614498	9.83839986748795	9.64721134223039	9.20291783316048	9.47397472430246	10.5230260473502	10.0210172140619	9.83097210811638	9.30805813892123	8.63110783516002	9.68400834551672	10.0211581725915	8.92990486865544	9.70140991163516	9.23934324144555
"PRSS21"	5.50266835479651	4.98722377122187	8.4337101140965	6.17376407343912	8.56031635782766	3.47861152975956	1.9013930021961	5.83419417381163	5.18678351695971	5.98283106056348	4.58270904631321	6.59769684350929	5.01449759228693	2.13827179686311	7.53358186779772	5.13509242955233	7.62260939967759	6.85869228556054	5.77375095600001	6.19367970598729	5.39507720103749	7.26824030324952	6.75490537618058	5.94034549731827	4.58236965946212	4.41641009629746	5.32796413607926	5.90964931143847
"UFSP2"	9.81747892807438	9.67462292217721	8.4332058720609	10.5822265692414	7.38228575735984	10.2547825270168	10.7468117622733	10.397273327212	10.1385128484993	10.3506783493305	10.3717896751328	10.3655502725558	9.66110387027893	10.6156214113732	10.2870923509302	9.82384436372922	10.320986004135	10.5276555665137	10.2400723421102	10.4352934555119	9.41048324238258	9.75312901209058	10.2936829418921	10.2466131928662	10.404519261497	10.2617687607733	10.5340597340229	10.3781545509797
"LTBR"	7.35688858855204	6.68470434991033	7.40645770628789	7.73200826351238	9.14859596822586	6.43451736552435	7.22824638291367	7.97627801219596	7.43556275251949	7.59689246027396	7.80434629001757	7.58078133680597	6.56694879750146	7.83510693478739	7.83104335586459	7.24374788486402	7.46038830864917	8.80056860247802	8.07260942895716	7.18939239247846	7.64927465185311	8.61903176184968	7.91098103046993	6.28246983971348	6.91130323999751	8.35681290265656	7.24198337309697	8.21489669356575
"NACC2"	7.64464951732178	7.23115230368008	6.69338801424887	6.99802656637177	9.07969658140791	7.22013499100186	8.11051988728524	8.41649399498225	7.71091249262996	9.07434473600586	9.40078157282533	8.48511219968479	8.95953270921758	8.03791744235226	7.72830585541446	7.80771467051625	7.92706800778851	8.45923269361113	9.0686189274795	7.86429706098046	8.32003481164581	8.65205434135969	7.37399036605837	7.35920327327767	7.85707502529137	8.57035586096525	8.34648531119441	8.8548776698172
"TGM2"	7.42343794882638	6.53902947478273	6.4604929713384	5.84174837472574	8.1749364498858	6.41015021016702	7.88831813187416	8.58662215169426	8.37975549069196	8.61278078341516	8.81592540528466	9.01451937088697	6.09583994748302	7.14946419268568	7.81838723664197	7.77185694218216	7.8924685734094	9.05374522039397	6.26397739187971	6.24251254566024	6.45193863749806	7.32206705111462	7.78939476972065	6.82168287291192	7.16885249213115	7.15880303376351	7.39319762677959	7.74930235415005
"MYADM"	7.57732916683657	8.17906025721225	7.61623419035685	8.9460182164119	7.91804839346799	8.36664546064453	10.1681162749428	10.704233768847	10.2336948422212	10.827448014917	9.66939327282643	9.96004022840723	9.70418167161391	8.79831302919443	9.78088479719561	9.60894899942509	9.50051029631232	10.0572486894057	10.0078951341462	8.40917940945881	9.25066164486297	8.74692303975296	9.3057220527532	7.71232216668312	8.91422891977444	10.6142272427331	8.75428549578391	9.22375384744111
"AGAP1"	6.80030768116337	5.97775253207588	6.60848962016554	6.33437279995263	9.56283581374106	6.65990397943135	6.87549315540468	7.26379483374536	6.82526004218277	6.9986251972938	7.71778670113656	7.14256609072283	7.7836297084333	6.86184160107716	6.11220732739189	6.27277252950587	6.10661917783021	6.69365065095273	9.01122368473924	5.53405952277293	7.1312159465284	6.24555406667899	6.96496308455474	5.78696626092283	7.25081323548323	7.96950434602693	6.56520706991141	7.20280064025271
"DOCK5"	6.23432307587676	6.48818325228664	5.34782343194099	6.09512976402741	8.61434899516401	6.11680235642038	6.40098343361532	6.96365976634007	6.64259271941977	7.44529720017272	8.00218477893491	7.15960174247632	6.44945573486076	8.01927904276179	6.31726432472732	6.64984930636514	7.19714872255341	7.38246819798361	6.73842906632849	6.76047814190768	6.67905497581832	7.52435726769879	6.84167272354857	5.9493864820267	6.17193668540771	7.37902505557922	6.38774860420907	7.76161631877516
"ENG"	5.33351795144769	6.86119425089366	5.9608783402148	4.75746793871136	8.80479231758357	5.09950169621698	8.01461560833666	7.50191888585592	7.41021256842633	6.87468718968433	7.23860046743906	6.7401933980274	6.75238176435346	6.11712107638877	7.30587433754891	7.10418803587201	6.04751804449855	7.53734737234336	7.43690074512925	7.3285017938832	7.15616117261462	7.04072475178084	7.20912733700425	6.87176438698586	5.98676623718843	7.98283230715694	5.01104120597549	5.270257645764
"STBD1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGRN"	6.48963139523173	6.28828994722449	7.34192947542674	6.83157999034875	8.48576343234677	7.39638765426587	7.45013813249461	7.12548507021811	7.12898716450867	6.8106917631661	6.60687087747065	6.76385005579506	7.15211079079817	6.40216292895896	6.69067268109082	6.93665561779743	6.84853445311525	7.05287293558808	7.50569350783504	7.13564489245603	6.71658473685821	7.40593698108916	6.94925225250016	6.19867113449332	7.11871229438214	7.35825631131267	6.78823032103956	7.13290975509805
"DYSF"	8.99821961505424	8.56898507708549	8.33668266213313	8.28443245110737	8.11718115456339	8.98246254473104	9.58314295894714	9.94210319088471	9.64010199812588	10.1291887066075	10.3318641792834	8.96368808682468	8.8316574401459	10.0592757140492	9.56925833841767	8.92843106440992	9.19975029897749	9.04422228409025	9.78093963540743	8.59439590570946	8.83471350691648	9.93238483893109	8.61569159321197	8.74403894432628	8.90912587722518	9.77348516499655	10.0692898618212	9.95955570359734
"C14orf4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FLJ14213"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SIPA1L2"	6.76517080634917	6.75510064273848	6.948743226141	7.77779882016056	7.94691606137148	7.60671237309954	8.03030794830068	8.46487215565835	8.22985872820966	8.01887635968262	7.59313572909762	7.88893824244889	7.71199145011986	8.34508506555231	8.45121968556825	8.06882394659544	8.10814992311743	7.95500871786629	8.85065118655445	7.51721989878328	8.01110950451225	7.49841365228434	8.18437490890345	7.63746763041585	8.65049922233661	9.09716011656907	6.70817341640218	7.91233827482348
"LDLR"	5.81553065503872	5.77304469078504	5.98618421488438	7.07864173425858	8.51232548828173	6.04606291075608	7.02753469340584	7.01722206108558	7.33890126567776	7.27859134937929	6.98580661972627	6.85653420522865	5.77222596281786	7.14307567899217	6.06968995276437	6.66576489774939	7.10793154860608	6.25101292319215	7.53547496889057	7.2067853829799	5.98750881620634	7.95500658337877	7.10761694621277	6.15704503853382	6.82751131409074	7.27006392516673	7.06873770933114	7.37950138601671
"CYB561"	8.44133543453636	8.32112770623971	8.57860763284805	9.22127647884757	10.3186085501853	8.28945249916217	8.98228175206655	9.16040859877351	9.04795301365344	8.82640854262516	9.0478742348197	8.47968502178695	8.17768663163662	8.00325645339653	8.5231242335372	8.27793711841715	7.15770632326436	8.74943081578878	8.87247882350825	8.23196539269626	8.86868952196656	9.39136446238861	8.92071214794175	8.34245514660914	8.74885873800635	9.17633239876639	8.47184271241594	8.73967603176719
"LOC100286995"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OSBPL5"	5.53366535019472	4.94460495593237	5.38339833410291	6.52808908347711	8.30395345424685	6.50235976762683	7.28992636373243	7.18862593627958	7.41416274749456	7.06935690532281	7.34405477333357	6.75137331016243	7.06418359546069	7.00730488105834	6.71408334260993	5.60073024081895	6.86898006575564	6.67756770615545	7.22277172326997	6.54342433088998	6.68847206773889	6.89132347506703	5.86139697849572	7.04323506699353	6.74170458991099	7.84470611341164	6.50714891485425	7.33139292166106
"GLIS3"	6.2760566310155	5.6587943859243	4.45588215640205	6.27971682989447	7.25604382497011	6.91115809351544	7.40130746469213	7.10001682865883	6.46113539145623	6.69681724146307	6.80669496250943	7.24840361065199	7.84558488484027	7.77625328528786	7.38737129732284	7.03738665529269	8.02126315819082	8.8589456908962	5.94027444230411	7.49146556564937	7.10097312134508	6.04379070431236	6.87200921718533	5.23486875680703	7.37217370701586	8.50804362614417	5.70793209481671	6.32659882319157
"P2RY6"	6.34642479199432	7.92158703829984	7.93293914377633	6.37747951683327	8.38454276808933	6.85469373037823	8.47537954774392	8.63334315417241	7.63059388918222	9.6125473267079	9.74144674675617	9.17523253904972	6.52335680243418	8.03749507312784	7.42290318673428	8.71777627073213	6.65107098156342	7.30656252236849	8.46361431252688	7.23617021531602	8.72256401817987	9.21556152281961	7.32481724110696	8.3315414755472	8.45101549990385	7.9296630355154	9.15104309322598	10.5215473488414
"SYNPO"	6.11593966269613	6.50173965709597	6.11863031080024	7.16390824530371	8.12299435687108	6.41665112854583	7.18907352843396	7.06631455989494	6.74441156589616	6.81490170227495	7.30781600458438	5.96046024496665	6.77213721844083	6.82746429754954	6.76726020526994	6.41762718033546	6.83613763158407	7.03607038980719	6.57628205788946	6.34884023580925	7.52196904776322	7.33275054936144	7.18561353309088	6.49309625551122	7.0374661738761	7.35479701476142	6.19740786061504	7.22957378572957
"ALDH3B1"	6.43385769377058	7.62661801481863	7.40875735109317	6.9772133146077	9.00631089500156	7.14999798190527	7.2839780096655	8.24068625727614	7.6237681541519	8.26345940756867	8.72084001387916	7.57020682489435	6.3861305972563	7.94452432601354	6.96096607244833	7.51374296290518	7.30368156167511	7.42089298689471	8.13129393780384	6.90505722594606	7.52597783194301	8.59388446350336	8.1759241766236	7.33672715520851	7.46077000291536	7.21018230976143	6.96897331811039	8.57212537091359
"CD97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSF3R"	6.44655071207419	7.8703148077383	6.7269720840031	6.97183096251829	9.10915169841079	7.38377137855541	6.99144233474878	7.93860696874383	7.11285645560477	7.28260799164646	7.86305701544307	7.30533940443052	6.88712945929038	7.85522478704178	6.92568572771517	7.25952759652157	6.66793714814902	7.20983051033962	7.22482173069151	7.19478099386338	8.09146575113635	7.75025753684304	8.34851934376637	6.69500663866187	6.6559322642183	7.08815304181558	7.270164925145	8.5303555885573
"PREX1"	8.39988792332701	8.88002289535229	9.77063146478319	9.42819086258657	4.7530944869438	8.3307795161869	9.49823983160879	10.2024472803495	9.96468760378266	9.8754786933979	10.8381051466067	9.87361864643622	10.3351320443751	10.5483693593815	8.98363685637084	9.34844876410621	11.2850107571051	10.8024160204912	10.8994132114752	9.76574687395331	9.62891254547632	10.9007916198544	9.32707951766434	8.89862153549485	8.69488312917026	9.35546949491889	9.46625182739906	10.6312180762551
"APOB48R"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP13A2"	6.23330837975268	5.95860301613228	7.31021415755889	6.58120727475397	8.30306070532361	2.68186228429565	6.91509300314032	7.68767333534922	7.26437945290309	8.53013741719924	8.03701861845047	7.21022729106515	5.90128494874299	7.45033107148189	6.41963519125106	6.25027450656043	4.58215385886776	6.47277041605236	8.99038890965292	6.59861451512354	7.48635584618865	8.13945087814529	6.77366258769323	7.51749683369168	7.62776008155113	6.23965167304083	7.58392164963641	9.06663694670937
"IL2RB"	8.85151142533304	9.41425072484974	10.4683751934724	10.5373653198606	10.366446012972	8.50880623627075	10.3572170213307	11.7342978209209	10.3155087873206	11.8069174035437	12.1929470400206	12.9123144612213	11.4945455111952	11.5742757008278	11.0514079265523	11.0470956419077	9.10412382765994	9.8382966360588	12.3161229947786	10.5312132497895	11.0907899331234	10.3624088305364	10.0909077889303	10.224080093385	11.2890735332152	8.10412780672985	9.76981802951131	11.4488408641492
"ADCY9"	6.92401192061625	6.43970836543953	6.30472324871782	6.81952442229723	7.12946683798266	6.64200060121894	7.14423922520646	6.86727010340217	7.3733272051325	6.44227310536051	6.34064453856316	6.02631220007511	7.42870386947868	6.89302597418503	6.80979513900312	6.41886256552537	6.27946291975498	7.22838597748679	7.34186453261698	5.87341094363724	6.54441445036814	6.59740760332686	6.30963485205701	6.35631229366304	6.4472109402616	7.65264988877162	6.23898401524328	6.19384975075994
"CAPN2"	10.4064947147597	12.1674694433845	12.4762504561065	12.0862862666935	11.0907768568279	10.8848319093174	12.8856030284602	12.489005682562	12.40334456366	12.4789525689028	12.5972383690018	12.7375784762406	12.5082602165208	12.2715660318701	11.9987932269823	11.9132818177757	11.1353602495338	12.1099102394527	12.6281179852914	12.2093313743642	12.216032895977	11.5905143554081	10.2680692000749	11.7272508294029	12.3760648280233	12.9510298283654	11.8233956801693	12.2970288209565
"AFAP1L2"	6.08509407084867	5.62410939456907	5.65528307545979	7.06082310920418	8.19752102358375	6.58308732873765	6.75492603088335	6.48527503918451	6.88633661439798	6.58908190470165	6.79226408054041	8.83982589096292	7.7780205120133	9.45292325466161	7.43723491971061	7.82795953968517	8.10279543768431	6.60737923354022	6.81025918507637	6.81502407198686	7.12662335046891	4.42513200937523	6.54575853013707	7.04562904151696	6.70524275652313	7.30917383934467	7.22569970208033	8.13681606959281
"RIN3"	8.29619491349842	6.68640037996014	7.83145419867023	6.93271575908487	7.88973373968185	6.1723158426659	7.96623332738511	8.17930755461761	7.11861581266026	7.33184584782668	7.95230579746244	7.20977598249468	7.54633960148481	8.21437752109112	6.23307235667716	6.85094938497648	7.54268513210737	6.52773317231861	8.01724721634315	7.26874805099316	7.24507090168848	7.39903335900785	6.10559895807082	6.98680207791194	7.18974191361427	6.95518401171995	5.98149620309813	7.18178047859377
"FLT1"	7.28571035489728	7.0583760963417	5.33091113835619	7.02058159080711	9.36060517959163	6.81695515760465	7.27740108895602	7.2192031503276	6.87824867092391	7.65020364048264	6.75129441674152	8.17515141488389	7.73473414572521	7.41106528996815	8.02089363261297	6.46497507509818	8.3847932748983	8.39523677851618	8.09474305553715	8.41175610274815	7.37902570138816	7.08378993872374	8.52444612847676	7.62123875382397	8.03959407304143	8.19265886331648	7.58446472589558	7.45800892960437
"SECTM1"	8.00044227752289	8.76169972998555	8.77123274290415	7.79101854311084	9.94005763483061	8.03818732658813	8.69943458599094	9.2684331185038	8.95014674763307	10.4073526046487	10.5122277710199	9.69848982757905	7.96379684496739	9.44474446763205	7.86499974840876	8.26527042111793	7.46851379191144	8.9025910736781	9.75452930002999	8.7997767371532	8.89673385544843	9.79401007690878	8.10805676583477	9.17390978353284	8.66660977890622	8.19175759041318	9.9623045916226	10.6891795166376
"HDAC4"	6.87065293693172	6.39038334021765	6.58137574740598	6.67038272685574	8.41491300132671	5.98178965207497	7.44958099333448	6.94779457422317	7.36739871012143	7.63960598866409	8.16061549843107	7.12142586483526	7.94015515403419	7.27915885839297	7.11337583563347	6.48974822362773	6.99215042653776	6.5930457611293	7.89692453871888	6.94022073798841	7.50971277872671	7.15942418812148	6.66168354134957	6.54914192693412	6.5714432195557	7.59945655600311	7.11871956822425	7.37317048745338
"ACSS2"	7.90398926836235	7.99919722820915	7.68356084456473	7.7454630870929	9.15999216256424	8.32253838578974	7.94990023429296	8.50324961716685	8.57982934700373	8.06486269225637	8.5245368736466	7.87129718906093	8.09919542892347	8.31543450572752	7.29139900728225	7.61185374939287	7.26052376063775	7.46922222088763	8.79052181940361	7.67280175907074	8.20518016702788	9.32101658527278	8.09097517096289	7.70104410347357	7.27439000417882	8.43297151978665	7.83679412788412	8.73134379900119
"CD300E"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GJD3"	6.32729021913091	6.68284179937548	5.16061923998688	5.56987857417144	8.18546026104217	6.5296283391689	7.01095375305727	7.03500499425276	6.48513372791027	6.32418250231274	6.44789971697442	6.54258810910815	6.78775505047839	6.59187670315444	6.39062005085299	6.11200091534757	6.60753138435307	6.62386869008341	6.29579522629282	6.01888929692399	7.20566457962341	6.99662200989959	6.56587500797234	5.54917735962825	6.17730764060756	6.26263668411736	6.85551220565434	6.5562762263128
"RAPGEF2"	8.20357831638509	9.50639460333083	7.62169857891874	8.72055908540922	9.31425159436732	8.96510410092046	8.85334699853848	8.80830839306717	8.45891472823861	9.88312812433801	10.3201491470033	8.25888956061189	9.41117269559634	9.35546171501352	8.33421562850115	7.65035753390202	8.92274801248781	7.67169099782535	8.32970821494813	9.31555934567876	8.30792021547092	9.56297885737426	9.16917868096858	9.03723877581867	9.88500296945171	9.15749932615034	9.52691794727632	10.8682034190179
"KIAA1128"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BHLHE40"	7.57615337450213	8.68348643055132	8.88570488785655	8.62465251141001	9.45317476644072	8.40058092205148	8.41523574876192	9.58620542289387	8.93513578176978	9.22380216796487	9.32434009819823	9.64449005007408	8.84288687276704	8.45498692541595	9.1957513624136	9.26297827767306	11.4743226494275	10.5496420920907	9.11257273490342	8.80816715162503	8.85018518022489	9.54833889896158	9.34256886613608	9.06623901691137	8.81093528135068	9.38181554639261	8.13712470152416	9.61485436713473
"CASKIN2"	4.18544984575249	3.5715812084604	3.79498215168362	3.32566395095838	8.03253581690498	4.23929030978389	6.8620632644423	6.25823292116212	6.12033478718918	5.8926486620707	2.69121760120732	5.54940971011806	6.0190309124733	6.99038761923201	5.61939394798106	6.22013263481433	4.11281173512912	3.64216302757264	6.19945995616733	4.13768656085756	6.10460988240967	3.90940931661116	6.03445617213122	3.33761857378836	3.8053722587236	7.37367935807852	3.56114645258199	4.29094784948575
"GPRIN3"	6.61902079729511	8.50761334651996	7.75873637425137	8.30638487298515	10.7738014266993	7.41258150863997	7.18422905595266	9.12338098790623	7.44469828964471	7.46824396725406	8.7913745284347	8.61440015342344	9.5837243831455	8.30819853259606	8.71683492568682	8.38718296706355	8.55039704956762	7.52096481149714	9.82259054832297	9.10398784436801	8.82260436326256	8.58666379141318	7.39730305299459	8.08774004583474	8.84472107052651	7.47945265790842	7.7532229231832	9.24065835158018
"C4A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LILRA1"	6.14354303384589	5.01416458910045	6.08153800339967	5.78521219520722	9.56577487481069	6.00377663101936	6.57479826718229	6.70838419150697	5.95469447225657	6.78107757032043	6.93737249749771	5.6082812077638	6.77927530750036	7.62969987944977	5.1904748798505	5.70035161128228	6.67557487808027	6.44898687692073	6.94202882578485	6.82499046557736	5.30385798865558	6.67541089723883	5.44516239506642	6.0797474192336	5.34360520393131	6.15588345361912	5.97723958057431	7.35446400695709
"SELPLG"	8.33774196247276	8.01714063734182	8.28823374122207	8.78458922382858	9.35292428830537	8.77625327430795	8.99064151670141	9.31488158968438	8.25363638748224	8.4595185191161	8.82171926415012	8.708206533714	8.76853297847251	8.6886123742971	7.72996503797656	8.21056097911562	8.4125655703184	8.45258084027991	9.40962519200164	8.81905414483179	8.90680066603786	9.02266789995523	8.71338157266626	8.04193553548628	8.78473254252656	8.01938628546673	8.42534764741205	9.07751435808918
"FURIN"	7.79706983359352	7.29761452295828	6.88193894055232	7.00155559989787	8.81033600728511	7.59606451897169	7.61593546641908	8.14376200488378	8.76630105064624	7.48984334696206	7.89942019762766	7.55878167010827	6.91266510137142	6.66235806641607	7.51262565098672	7.43790713644355	6.84752966204001	7.85720057388044	7.5195493791024	6.92226087984113	7.84037260929249	7.90581594163831	7.4104001007345	6.1502835857971	6.94998464716972	7.40774063472251	7.34461068276833	7.84738869845403
"MEFV"	4.88948365748857	5.05017835252349	5.0757857220697	2.06479145854229	7.38792838415112	3.71785809052737	5.12452782702534	2.51048985292298	2.59946859416267	8.20480177369392	2.16168948314577	6.57775374915302	5.91628186336587	5.26195022800164	1.97338502285608	2.50421433673443	2.40117438968219	5.80006453038582	4.41963006709207	2.54229564396138	2.51398548839323	6.2479766674281	2.80377383748877	2.84059773083793	4.13196476299513	5.88881483220776	4.23318918597645	6.58649195678672
"ZNF205"	4.2738809933781	6.75377865171157	7.04831844107417	6.897369820794	8.29616607793845	6.95455695935624	6.27365511468864	6.71434304011044	6.58709310607493	6.30670792759935	6.41208918084617	6.51951264824267	6.98443381126453	6.07073225714124	6.07017581243602	3.9857527011019	6.23923396710059	7.07852863452636	6.27627710100613	7.2744640301884	6.06814811106493	6.70092450835497	7.50232522437058	7.39088184043247	7.51461209733037	8.09345397278978	6.54220373844701	6.78962094569364
"SEMA4C"	7.3311163544192	7.6068827947356	6.47925563993607	8.20507868666378	8.24645772332637	7.59787170051612	8.405883066196	8.57304687183193	7.9566498224116	8.23355688923934	7.30182120702588	7.61532386135553	8.31665666330708	8.69922178889142	8.47004638004568	7.82226032101405	8.87796652169916	8.44589871270977	8.16596579580274	8.41848784078883	7.92053545245075	8.17094517227814	8.57300863233547	6.11184532143416	8.45855260424875	8.9788656002026	6.82028613823161	7.31232148744133
"SLC16A3"	7.86452294136974	9.56695386909056	8.82197180648705	8.77160251196118	8.70263372137398	9.41609202279714	8.81339070284329	9.63540796455981	8.21330422008319	9.80668063972978	10.0834124214727	10.0380962056691	7.36451452427408	8.16463891807543	8.74265746473887	9.56899991327379	9.43087416298002	9.97076463396854	9.5972063937926	8.732790131971	9.73516533913953	9.75453644511811	10.6679951458018	9.43673789844976	10.1651799608616	8.90536743062565	10.1732435747245	10.4404896879056
"CDC42EP2"	6.02522537719091	5.87370111019493	6.01728550956056	6.06551735855207	9.17191263547195	5.98487899169219	6.67235119097964	6.24490797055305	5.31551950797223	6.95917330968762	7.28118435888483	6.34545695706686	4.66009809161885	6.96015487179556	5.11169623959635	5.13401244645529	6.53299363061663	6.6547790727777	6.41382066538114	4.96474510957246	6.17863951110436	4.9472925149798	4.72567928288099	3.57775102535268	6.09888027673173	7.27330077351793	3.47164224584835	6.73347945744726
"PLTP"	10.2052321754009	10.0906154565562	10.3258908674557	8.54921690157255	7.83897633654256	10.2285423923023	10.0602984967245	11.3125011777569	11.7677366217392	9.45423882059222	10.8624739483306	10.0073841962395	9.64363868332663	8.47651116695509	8.00814172182454	9.87633492413006	9.08847972537173	9.68166456674047	9.14030049997237	9.01340151002985	10.024574327774	9.4457203850485	10.579983084242	10.4738641747747	10.820567785792	10.2556416080952	9.92414975924212	9.67754536934115
"SEMA3F"	5.2726021852759	6.54930820419199	4.66192110582008	7.30076771115719	7.88173467313398	5.54429412992572	7.14075576825161	6.97698174601456	7.28292594126401	6.14580840287696	6.76443853260318	6.03471054779728	6.37158805072682	7.11992916908121	7.02801998479386	6.40347724625349	6.59379849697829	7.25446565408002	7.24155067891931	6.41991193731268	6.64757094323422	6.81556905043801	6.82342008585235	6.1412705648503	7.13210125270235	7.70450705055767	6.29222866089055	6.11000243936093
"ABHD4"	7.92853676654378	7.2058970469794	6.67693470811005	7.19923567098072	8.76140600172695	7.85847506883584	8.03884467334215	8.37688800762823	8.11488028554491	6.83968630891684	7.44049540105478	7.4100409384887	7.62580010443743	8.39804964840098	7.26486806639626	7.34593250910165	8.40018135468606	7.54928489507217	7.63880286063714	7.39269686217524	7.32240073173058	8.37899873164078	7.63684243944407	6.85643558622296	7.30772285444491	7.96941932848599	7.0724364482563	7.87003489299743
