"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A10_841922"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A03_830756"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D07_830762"	"MS2010072835"	"MS2010072925"	"MS2010072930"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072026"	"MS2010072034"	"MS2010072038"	"MS2010072828"	"MS2010072837"	"MS2010072921"	"MS2010072932"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072001"	"MS2010072004"	"MS2010072036"	"MS2010072805"	"MS2010072813"	"MS2010072831"	"MS2010072902"	"MS2010072917"
"ETS2"	7.90414324671142	8.45522008422769	8.04723454265051	9.11123160239879	8.36594364889614	8.27947713355547	7.13363958940406	7.07373389762439	9.60000290482602	8.81795772255942	8.56119563644504	8.07565970006182	8.43746636431542	10.5860492536683	9.04000127263939	8.20114451232481	10.4698637489436	9.5790060636172	8.11328311528043	8.6945757672035	9.6470262162312	8.33630088815858	10.0883014606774	8.47434470312934	7.98973097334584	9.87153724939073	9.23371127373655	8.74627911317225	8.29580894732808	7.95961751635288	8.2145782351744	9.68050609428774	8.81105019806957	7.90190132817485	7.92270307799433
"KLF9"	8.10180588581928	8.21997169067893	7.80173144194205	8.3135138476588	7.8687547625071	7.70450157813558	8.0204736645573	9.38552584997863	8.46712807184236	8.67165607227752	8.91030880722577	8.62627501172993	8.61648684592706	9.51770060810716	8.18979720554603	8.28851992734008	8.8737235703842	9.12700980407895	8.64405567776836	8.1733611388119	8.60252979845232	8.6841877932976	9.698519360902	9.08534393976866	8.25497315480837	9.86164966315421	8.24784143363201	9.16420856809529	8.20980512655867	6.91760274126954	7.92750643518591	9.0556988624831	9.31241770934213	8.45621136117697	8.0824922131784
"CAPN2"	12.3187825695619	12.40334456366	11.8308186821403	11.9987932269823	10.8904637084946	12.0862862666935	11.9547357167806	11.0907768568279	12.8856030284602	12.489005682562	12.4789525689028	12.5972383690018	12.7375784762406	12.2715660318701	11.9051688973701	11.9132818177757	11.1353602495338	12.1099102394527	12.216032895977	11.5905143554081	10.2680692000749	12.3760648280233	12.9510298283654	12.2970288209565	10.8848319093174	12.5082602165208	11.368776998731	12.6281179852914	12.2093313743642	10.4394356020576	11.4986298652126	11.5641143100894	11.3031724648093	11.1894687270444	11.0822736226823
"VPS24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SYNPO2"	7.77445274285979	6.90921955013864	6.96519693063382	7.74542338421138	7.23381344646401	7.08998971987338	8.69386649509998	7.86034400815273	7.67379436994345	8.01892815760898	7.39790291316838	7.77168302633288	6.89113485634526	6.93343151117573	7.25652510537662	7.55665542541279	7.56366511271698	8.38345941676968	9.61054680768786	7.47626917272568	5.88326131713708	7.36777353007683	10.2063252300823	7.11527213943976	7.91375673604832	8.47905423300022	8.04151391248506	7.702777252988	7.87802802854312	6.95400834867548	7.38434227790238	8.17122301309742	7.62230837238433	8.12330965360606	6.69216826419447
"PLXNA4"	4.63021726886521	5.59766286687457	5.15978171098966	5.13262607759148	4.43015528296158	5.26814636883348	6.26502463659421	6.52507424742339	5.29652941503001	5.16804261810848	4.57978629941478	5.0743707145029	4.2369442501888	5.35455249582044	5.22504371404663	5.87793436453644	6.04883906419941	6.00102440712914	5.1960270366186	5.47525477485853	6.42373848806606	4.88104387909498	6.76464626276589	3.61186090462571	5.04335366287625	6.98560093731333	7.09205612238687	5.53637009020954	6.60727477658536	5.50016955923948	5.57990469854126	5.55844761816704	6.30612989109732	5.76342606552774	5.63712355296644
"TNFAIP8L3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IL6ST"	8.86764940442357	8.41081722536672	9.62761871220026	9.69471573141487	8.13033860518354	9.43597658802347	9.15011421749311	9.89326786465693	9.41693070910738	9.64348380197723	9.74107461598508	9.67368233081052	9.34937675542829	10.2641363341215	8.6230781989149	9.12691878257674	10.3595642229648	9.54930504096401	8.57497601901827	8.83205346960831	8.46915310835407	9.43614182381356	9.50095899573929	9.87100880949949	9.34133938927887	10.8481321577179	9.4166284841369	9.10467066089396	9.888426173438	7.99844467622174	10.5257821336786	10.7128752716962	8.54480027087911	10.3771444189074	9.42693898907316
"MYCL1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RXRA"	7.25730627672882	7.48544557973828	7.21159480046566	7.74773320112117	6.82924168231928	7.70610339160745	8.26062456293083	8.53324212827754	7.20806029957553	7.68886620741825	8.01006963621031	8.02054815691562	6.85873433580319	7.35185972074418	7.24613735839386	7.43270822181984	8.58394319064893	8.04011622623261	7.83475294963831	7.7119427012076	8.27173560455626	7.04037235604221	8.02823251367359	7.46000599991499	7.18493886509953	7.42199594636787	7.41882959869446	7.78032116524832	8.1921811889116	8.06190740023798	7.18045147868266	6.48006295272582	7.84548188661949	7.52245498110166	7.13767276177797
"ANXA1"	12.6276381030413	11.6568029303105	13.8861621874993	13.7636711347731	10.2402129237271	14.7350144320071	9.9991111090709	10.4456471821181	12.9795112973262	12.9626899198495	12.0949743183524	11.7497907338682	11.7900434594537	10.0513587451845	12.1891728417402	13.6749706644604	11.9191161947004	11.6989170795811	11.9495501984044	11.4475252000353	12.0409813375174	10.4181722198837	12.6333428356012	11.9443553924965	11.486697326915	10.5749490977093	9.41143723503127	10.1740613295864	10.6698357360143	9.4842126316256	10.3236891369888	12.2896422231097	10.0759328548126	10.4676517583281	9.19632472781793
"RAB11FIP5"	6.64456808854894	8.23126295940941	7.09268051438477	7.43232607690136	5.89643240104782	7.2128537001932	7.17282064043305	5.4576988644007	7.94399185733271	7.59985190413487	6.39688978093697	7.88407134521355	7.02210670982741	7.8432036548949	7.46653902288196	7.36199089246736	7.25281246074204	7.50370828339903	7.74293431268462	6.97680829750867	7.21608537008366	8.01603108835517	9.20014552376654	8.08810736779112	7.56224000941951	8.24073631403267	8.16940426458906	8.23752870474603	7.27853868286252	7.3103049068205	6.9031078411792	6.70259269173356	7.93850349619591	7.90639412891155	6.67544822091817
"SOD3"	6.74561769959424	6.84361970655272	7.1252715637204	6.37130086892747	6.48634278593378	7.3706270563533	6.30484470186598	8.96255782827134	7.53357046933223	7.25240776040927	6.97865985821193	6.42822428695163	6.73399568002591	6.78563082488663	7.02153239606355	6.29104235230694	6.25867750705487	7.3444622316076	8.06088830156252	7.16385588515249	7.15417431367579	7.51040034451659	8.01840351109554	6.77759057304413	7.13510407189944	7.60180087435522	6.51813332141982	7.3734573445136	6.7886822203558	7.08458553666046	5.31663589784311	5.48397191431927	7.39933228126045	7.48449095279188	7.63429901400755
"DSC2"	8.06888107059986	7.84764846419674	9.09394881756436	9.35745342733006	7.72984221074764	10.3125053153885	7.61505817100128	8.99756368040228	7.44438909262073	7.96734172557834	8.45354614145426	7.95168801018064	8.22603467670242	8.54911984329394	7.86545708497688	8.05305048987975	8.09555903253415	9.60573285936475	7.94354975219894	7.97968692643379	8.70332839914949	7.33033923587512	7.69361664050007	7.47291056201643	8.41939405005235	7.85386599867808	7.69172736416231	7.23411893432918	7.34290729468857	7.67614839888809	7.94204666933453	6.95946148871925	7.69635717341855	8.11831087317465	7.16193795355461
"EFHD1"	6.03772907093607	8.34239763506191	3.96473701474089	6.51583183884409	3.61603492863087	5.75949968896607	5.94546491065562	7.96305217851526	7.44365202615262	8.40132727221783	6.17961532789266	7.04446580341121	5.07187670607446	8.16144213367364	6.57900584873472	7.28062288248913	7.76643137340423	7.29048579568508	5.70039455345468	4.55994988003303	4.03549516358851	4.56698033943357	9.15232050974284	6.669681683442	7.08024429284791	7.22874988406477	7.59841545216221	7.24902089790413	5.57943305275351	6.48968136602135	3.73189314671581	5.60404656319232	6.67968339976547	4.51759348031989	5.69081038754474
"PTPN13"	7.35103695900725	6.64563192081939	8.6813914954452	8.15589615643934	5.66677380981314	9.1371865077277	6.41113510670097	11.6790857845926	7.17361492984835	9.73757384988657	7.42791156396185	8.45398762583197	8.66365559449124	7.51846815671017	7.8648509856135	6.98619620776893	7.37853446267025	8.06015258350761	7.71478494650985	7.72733830930315	7.29244204997538	8.04475907119611	9.20274916657788	8.51250144377131	8.42322320405952	9.5099339139082	7.50322944318374	9.44851972458999	7.84751785241086	6.07130810108933	8.10885992929248	7.42373191849438	6.88858607098837	9.41282041316277	7.91460733206275
"PC"	4.92862688169974	7.28499742155034	2.00992183181347	5.11487959625636	1.54889233708753	5.76032930580957	4.56251999076265	8.52699547459006	2.74908364991855	5.39671073681613	2.77045798886792	4.47119530441229	2.10707693918273	4.25632804053329	1.90573177178188	3.00612411097009	4.74695858335416	5.58464205808126	3.9687902766156	7.02551242732916	5.19777100816424	2.54927534197937	5.99081885966356	5.78175083698106	2.48303604644362	4.75820923581053	4.07964489274293	4.80870916489833	2.20341084908491	3.96554626537184	5.72342560416094	4.77395607898292	3.57051934481875	3.67599122913785	3.18768953720724
"CYP2S1"	5.64049920154578	5.92638551311431	2.49639061474211	5.21218780155848	6.14958569223938	4.29489914082537	6.19935190450678	9.28155147819379	1.83223455824168	5.71193261574111	5.82256969416926	5.78461705322954	5.17885209034637	5.68488991981803	4.27514475728057	5.97166337928005	4.34781431020811	4.90615905545139	5.56082204418296	2.50714559183281	6.4492400196649	4.02110670791545	2.36100767496018	5.58696054780232	2.99190032651446	5.34465129399732	2.69196107977935	6.48521858863537	5.41295243664701	2.90390163097142	5.77444281504117	4.9042678621653	5.88160186306914	3.24534661664878	5.35209131802402
"FLJ14213"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RASSF8"	6.81564953798517	6.00704135834136	5.81667589281239	6.27656620625969	5.11968222501013	6.16556768183939	7.29751872415844	7.88574089793479	5.14713480622846	4.7474269829824	6.20929210530164	6.03977144478497	5.88911014842062	4.83009510788963	5.98566466732146	6.7885772747475	6.00557015645299	6.25818555892154	6.10892621315329	5.4342553681194	7.27453534674884	6.00765524847749	7.01824015871036	5.36763056810337	6.87399216920811	5.64013104974195	3.56259745056324	5.08815445193536	7.05542131705552	5.29812633397192	6.57302482400035	6.0957330019161	5.39918114380967	6.36395377667484	4.77350800233798
"LOC100128025"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CALCRL"	7.7354212620192	7.48030354896305	7.49525782957659	8.87753698622251	5.81777691043375	6.6601196807492	5.92560045889985	8.00053736710272	8.66326779005013	8.7328956516073	6.53710254458331	5.75572439361358	7.54015680663551	5.98058031054753	8.39770201879847	7.32296994689796	6.22149276859859	7.60189738511352	7.03448352940009	6.26884041653271	7.13357819161418	7.40712388831856	8.10553598738373	6.57505076382575	6.92275620393935	7.63695037196868	4.93582828047185	6.32396775066529	7.15421443572999	5.30155372640411	6.65525127826467	8.60013451991564	6.35316501124461	6.1016637468957	5.65865872822064
"ANKRD57"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARSD"	6.10087873007883	7.29898193285595	6.93866567371992	7.45063377239499	6.04243897471886	7.16544560993217	7.15006328873281	9.04407545610418	6.7175238079198	7.32507446360901	7.41101432681349	8.5133103975498	7.32127577144748	7.23892583036049	7.03721473308015	7.28677439047865	7.15203774652108	7.76871256045233	7.23702518335151	8.21453840932139	7.80374814353401	6.61798117720946	7.48755768685162	7.50888177918814	6.9917348295863	7.15277162296376	7.38228820954896	7.33892979472201	7.08879686677264	7.04918880972172	6.93633532917906	6.21182065870681	6.60076779493938	6.7623583203708	6.52497788709963
"SNX33"	6.12882056848719	7.12482610169966	6.93173596598213	7.63787314661089	6.04521672287159	6.96504784399162	6.59647610491181	9.12402017733242	6.52676813396461	7.63076452717035	7.18929162743745	7.48486875462902	6.89082253426532	6.70739714283098	6.15570166223879	6.57789817533361	8.03755432314092	8.51984166553541	7.15390521485668	7.10752752918998	7.74528180241691	7.144392038011	7.81117693928354	7.46345326613931	6.4754550850063	7.36109666270485	7.91004024974661	7.01547582442107	7.55589678924971	7.21193776505918	7.38623122814841	7.05545726145522	6.83419264357774	7.49879310241358	7.0693844834643
"C10orf58"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GSN"	9.84368495370422	9.09661558527604	9.57955870752597	8.05557815477489	8.23891296201793	9.12026138164002	8.10011152907973	8.70809103604643	9.66245595448707	10.4835315774859	10.2237180843146	8.89403325719942	8.90831286242521	8.92955772251549	9.0569348941351	8.11197201677458	9.34743051237491	8.70684659929059	7.73089095940517	8.76310438561043	9.1079815915204	8.9311398295399	10.2149647607558	9.01137681239903	8.9292801509327	8.07284097200407	8.00781663154254	8.5020794192433	7.05323634852837	7.59227095974317	7.96343887787144	9.3740731495797	8.25028760093305	7.82644805665733	8.6816457702655
"SEPT10"	9.33354960470287	8.85732328900624	8.7794572738093	9.33086758626657	7.81215041914425	8.93093713258117	7.89102305260395	10.5928614689825	9.27949608835068	9.36897175176162	8.25898930146551	8.27259872435369	8.40144035706266	9.666622400532	8.54223661222027	8.40543550203493	10.0896225316591	9.25126097406092	8.47354123641753	8.20654358507821	9.7436028318096	8.7280209931239	10.2421480299348	8.00578158162222	8.87881523441867	8.53727868939025	7.21453964023182	7.82282865656506	8.8079033612462	7.52888588558162	8.35487848884468	9.25065994982653	7.84617505519298	8.11062605546984	8.04982799265691
"CYB561"	8.22125381143399	9.04795301365344	8.19744255243798	8.5231242335372	7.39562927306699	9.22127647884757	8.2126667487354	10.3186085501853	8.98228175206655	9.16040859877351	8.82640854262516	9.0478742348197	8.47968502178695	8.00325645339653	7.88535323057467	8.27793711841715	7.15770632326436	8.74943081578878	8.86868952196656	9.39136446238861	8.92071214794175	8.74885873800635	9.17633239876639	8.73967603176719	8.28945249916217	8.17768663163662	8.59350249550003	8.87247882350825	8.23196539269626	7.86149142629931	7.72869034801172	8.12707779447016	8.58319145306197	8.50537906086702	8.36788078172497
"LMOD1"	6.03077967515708	5.77695101623998	4.86606150588126	5.55772474523812	5.34101963760846	6.32043901319095	6.0979730108356	7.95960545613984	6.5784762938229	7.4092973414691	5.32634607326332	6.35858469990227	4.00266388902641	6.4319182593639	5.43790400438766	6.09331308353669	6.43254175806676	6.7368485123289	5.97094388231999	4.00890553164697	6.02077572770389	6.22954930517031	8.56470650134444	5.81323457323851	6.47473110993817	6.03087141536834	7.19346949095022	5.87076527015217	6.44667228709651	4.62221333146696	5.74485371409313	6.83785820713955	6.63386757427296	6.03838655712293	4.56272924858381
"AOX1"	8.39375534292909	7.25480048393802	7.17073240103411	7.09796734704536	5.71609493711707	6.49885507692942	6.78933024403761	8.30257170995432	6.90534855818326	8.35275174120452	7.18728829033504	5.42839240112307	7.0731857121639	6.29904348617716	6.87576690990577	7.95173263915398	6.38860645446007	6.61545387653716	7.27180538579395	7.05795626632769	7.87632869897536	8.05305894441976	9.06280400898715	6.6946845319556	7.77666830015916	7.47293616080549	7.40308581893422	5.23463301406397	7.4969253834072	6.53278478824917	6.88403691752956	7.09785631890297	7.19591017665457	7.44455526216684	5.90378877080806
"SLCO2A1"	6.60934279288268	8.68992796037915	7.11717442703646	7.92229089664308	7.65952270698622	8.00955965505266	8.22845102783204	7.94150279471243	9.29819356482811	8.33163915502216	7.74126013953367	7.90849503245842	7.63343026506874	8.40344081901603	8.35153255778704	8.52425439608768	8.1035235898928	7.97794403340431	8.00876733380369	8.07877255198296	8.13599387987798	8.01604228502478	9.3024299247602	7.48755378547674	8.01090268676606	8.89139023407824	9.56093277860042	9.10995452308455	8.63587586881257	7.97510089221927	8.23792618451643	8.06317489593826	8.59930984768787	8.13941192147167	8.1430551862616
"DDX60"	11.2901887450352	10.9007075803176	11.3703284645992	10.0598571911308	9.13334260225411	10.4768034887184	9.04343318068322	10.870084370899	10.7868607930819	11.2569699793997	11.6844653565058	11.6824961030103	11.8614491073248	11.8579395816784	11.0394581475825	10.5995306677409	11.0127468645916	10.221938515105	10.5423966858236	10.8524313686398	10.0127164859979	10.129710247952	10.4351069200554	11.2705472050415	10.5357057354568	11.5631501348168	9.07026058508061	11.0692939523795	11.1832768029431	9.74985373775486	10.9578669743594	10.4791024840346	9.41490604270649	9.97216458648716	9.79867353836315
"CSGALNACT1"	9.1470416192237	8.68997664550206	8.58374424450617	10.0080216362124	6.44612360538987	7.99684907812437	6.70130407832107	7.65550149381299	9.91002022699397	9.05586217693965	7.29100457607234	6.99213916435991	8.03820910249652	8.07176762339725	9.12779600443703	8.77659753237141	11.7868893121081	8.94041231319537	8.56781022857973	9.84451832169463	8.81133572547572	7.89458169167968	10.2730606541867	6.88457716314847	8.08508444279416	9.319387244651	8.19653251964334	7.07678583521964	9.18503056198594	7.64497026413317	7.02079369202053	9.02571569663227	10.3447013469089	8.19949203835052	8.45114286673037
"DIRC2"	7.39444152246964	7.4097401495063	7.15498733888147	6.49548969159131	6.51437819560613	7.18632369655807	7.32080669897942	8.29719804418093	7.40433543852575	7.96979141340847	8.02549549039159	8.16164658677379	7.47635318333041	7.78640618382944	6.94199465488148	7.11586254078933	7.59670654443511	7.51631251812294	7.48413800142192	8.55547993968409	7.69718769300722	7.87320897091621	7.62267034528671	7.62451115185573	7.70760700809713	6.68948920878596	7.04405191975851	7.59681493775208	7.3274049357269	7.29830422386249	7.17249560508135	7.29963109323898	7.38697165624112	7.41529830769187	6.56076988806141
"NOTCH3"	5.41130796078738	6.45012192379226	5.03899804667585	6.19311856479409	5.71790371860229	5.77669920571181	6.00371382947693	9.26242926708552	6.83681676257592	6.34307534861794	5.70469430943165	6.14205016610457	5.94089896628655	5.9221229045066	6.49526308166935	6.36772879472618	6.29380538650079	6.45699321429873	6.29691141337844	5.88834691737869	6.89854648044852	5.38572972604829	7.37848604408241	5.43643519873125	6.43193419642908	6.28696499230817	6.77548649763779	6.16236747314994	3.28458613532423	6.24464620317528	5.27205596425301	5.84221125777256	6.56361397792211	5.84185023457106	6.08694449262672
"HS6ST1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM13A"	6.87841232638461	7.8421256682113	7.00751740216104	7.15994310851011	6.41968125356973	7.23537309472938	7.16131013707707	8.9629143301266	7.62079392051761	8.05086427697755	7.09878344562162	7.79735098226717	6.98286109390502	7.37276541402204	7.0720627110666	7.08566140570247	7.47081397846097	7.54138571046113	7.90091142471791	7.46655081991425	8.37957464965235	7.6299646297855	8.77458629156035	7.96295689092426	7.77100529983619	8.23265864034768	7.88085626108272	7.11390957851429	8.01506005371809	6.78140685918632	7.42199865327809	7.68220240290339	7.40887405452597	7.28516142360459	6.94444538182918
"PCSK1"	7.68783131933572	7.06691314449239	0.887474653001971	7.40151629825287	6.76743452091878	2.69797632059282	7.00599517074598	8.06257796780163	4.96380141631854	6.50264540443747	4.70268619192679	4.94469390073605	5.8404779801273	1.07882543282236	5.98023676041438	6.21243724130919	2.90326810962543	5.88376078429786	6.21471431890141	5.94586708832024	6.01784454918881	6.94158077932399	5.57905607446481	5.80756963543728	4.62800773805824	4.17670191846083	6.7146786339439	2.71964490885779	5.25874067602257	5.35392577779701	2.72092242840808	1.15965329142131	5.4958683952818	6.4149530953363	1.92506073677788
"ITSN1"	5.75505483613896	6.89321745866109	5.53886784415781	6.51484069690902	5.97829424580915	5.96243861727615	6.08504588871843	8.095794461545	6.40045579563711	6.50757588395437	6.5882161771919	7.13033104390355	5.67760944762161	6.85753112604249	6.10489265427274	6.43108759513758	6.8097385169182	6.64608619208808	6.43758694051076	6.53337185888984	6.53038724635042	6.52829139658653	7.69628858458533	6.84596711577567	6.64611141478639	6.46352910802418	6.57920099197381	6.92232911128992	6.71074675441366	5.90782088905367	6.33365280585989	6.74796038305762	7.03639679745936	6.48411035376938	5.95268718760683
"LIMCH1"	7.1692177723667	9.02694930309209	6.54344717802183	7.31099522293635	7.03611603656782	6.69486192887417	7.18802435310341	8.02845049334604	7.91115026696691	8.28344687647904	6.21416977842757	5.2691841087134	7.25788407533879	10.3710584498841	7.01153010656376	7.06429550053494	9.73592679081835	7.69745086111689	8.51009769307071	6.64083983746679	6.35985940906488	6.77969514674157	9.03375004765015	5.9396916315712	7.34068841134332	7.62658560181296	7.56637140487896	6.95863485962087	7.41828200660487	6.19296567375611	6.84163410258713	7.87761152504409	6.97857452969621	7.19532421979922	5.20868057565982
"MYADM"	9.00878487022204	10.2336948422212	8.59583171056664	9.78088479719561	8.7111192790329	8.9460182164119	8.54467567398196	7.91804839346799	10.1681162749428	10.704233768847	10.827448014917	9.66939327282643	9.96004022840723	8.79831302919443	9.48958419103742	9.60894899942509	9.50051029631232	10.0572486894057	9.25066164486297	8.74692303975296	9.3057220527532	8.91422891977444	10.6142272427331	9.22375384744111	8.36664546064453	9.70418167161391	9.34248571429864	10.0078951341462	8.40917940945881	8.76049297857539	8.13781953262368	7.76895792124401	9.04187631423301	8.84546736117751	8.66179625370177
"CLIC5"	4.76700885205764	6.42041126058767	6.13434107841812	6.42927310473324	4.83355441643822	6.66851558656809	6.23967709037751	8.29920961344441	6.80398522581313	6.37469827154415	5.1603163942072	5.46492916346738	6.26675098783909	6.60510204442486	6.70560778248643	6.02404296233195	6.55790948511664	5.60377558787521	6.32317957116071	5.35041523515017	5.01750433373676	6.05106816705086	6.75114494751704	6.70202423418119	5.24921929838537	6.1309646837302	7.32284733297238	6.36021721670596	5.61796122427581	5.82661931432226	5.1395396987781	5.75210596653831	6.40863269319336	5.70800521770157	5.58133809185623
"MAN1C1"	7.17954459853473	8.09403564684447	8.33170691786535	7.22609523694726	6.71108161803385	8.01408633260012	7.39285381836579	9.07049346000763	8.62155109536723	9.12260875966533	7.92984474008068	8.76119245806316	8.20064338464412	8.94776988292065	7.65979468184787	7.73351042568761	8.14007172095678	8.21377067931667	8.12962458927046	8.60727368579031	7.75097371024145	8.13349338738364	9.32791968702861	7.47687269875904	7.5228561571237	9.39247510689576	8.30228702083151	9.71602502931335	8.18004752859609	7.38809500888578	8.52977977571333	8.38898924612498	8.49455619969687	8.05950476610288	7.60782739987335
"PTPRK"	8.91456043855213	9.22731207283228	10.0466200359762	10.5041277442236	9.68451800253722	10.0954457422629	7.22417895151616	4.45848858555421	9.99383740734937	9.80306267682395	8.73238014613935	8.10220165395709	9.45832844014706	9.83112426245816	9.71034119634756	10.3788097809671	10.5025114299551	10.5151862218987	9.33948186342946	8.42376380835391	9.15679394551682	9.40134301256955	10.7301639912232	7.89312114908845	9.47049562361309	11.3394668238581	10.0871348693972	8.7548510301143	10.0799309064504	8.74340166789641	9.61619886362402	9.06290432551558	8.5853878533079	9.71548486396696	9.00887631736397
"NTRK2"	5.68768550161337	5.89471423117965	5.38019558510578	5.18614828732724	4.42337835865645	5.36044276107673	5.00149860236859	7.97101267437456	5.97172864020502	5.44358165263413	5.28737958586428	5.39598091532571	4.12526850377469	5.73078161033805	4.34685774789315	4.11248056017254	5.42825588299978	4.47335498074715	4.7185183584446	3.36360755693338	3.43120335594342	3.5504186317932	6.58191647046637	4.31184572631673	5.56484843085236	6.86054026939066	4.20986563273017	5.4062165371659	6.22516426604457	5.47527673416411	5.21876967925791	4.06758098629807	5.14648250393803	6.4498256366124	3.05033674766078
"UTRN"	7.7775612660631	8.34966659460076	8.20633919658302	7.92092616726372	7.6446385325163	8.59450966300099	8.04284368836763	9.97196169812986	8.64867999123136	8.91560775374242	8.33246190148674	9.01296621116205	8.24278471934209	8.91782510437486	8.12335860442113	8.21001173443569	9.49700548092621	8.05731220620314	8.66329009904535	9.06449394850824	7.63832892702013	8.34251840280013	9.20776465221747	9.01097848689029	8.30035814944456	8.72431342629664	9.11755111845478	9.42816887732864	8.64643279110672	7.65021795132942	8.04233979838263	7.87255714777243	8.14907980140122	8.26146761967403	8.58819955871301
"ACSS2"	8.00562629464377	8.57982934700373	7.26530805892722	7.29139900728225	7.23860726635486	7.7454630870929	7.74357374211698	9.15999216256424	7.94990023429296	8.50324961716685	8.06486269225637	8.5245368736466	7.87129718906093	8.31543450572752	7.15130193880156	7.61185374939287	7.26052376063775	7.46922222088763	8.20518016702788	9.32101658527278	8.09097517096289	7.27439000417882	8.43297151978665	8.73134379900119	8.32253838578974	8.09919542892347	8.20631967711528	8.79052181940361	7.67280175907074	7.52378533167306	7.49142233031831	8.2027680720301	7.75673569034953	7.54158101429923	7.05633977380004
"RSPO3"	7.22410950043906	8.96897119950485	9.04794908631543	9.83713189920297	9.52927177494951	8.41517232812647	6.64951445726543	9.00358575964747	8.43918538274844	10.371856999772	8.4852157675246	9.00248282982837	9.54383558965951	8.3793754704529	8.93106336171519	9.79908971550458	8.82656712913991	10.4816247959284	9.34164320603896	8.87539295411875	8.94337063544995	8.21814188499174	8.92626235961048	8.57172461143748	9.616337506169	10.3971288912241	9.02510396807807	8.59910565038129	8.91341337441397	8.51292429811373	9.29983271401773	8.80051497323812	8.87775010566654	9.46367333591819	8.36627950335837
"ABHD5"	7.97003073451856	7.65764873736388	7.65344812869248	7.66949435572634	6.9836414026131	7.79616791339794	7.21199328657109	8.71442055339632	6.95667272798566	8.09077576698744	8.51169592764681	8.04230015349391	7.99679479596849	7.59860404878563	7.44924040565042	7.90389743191133	7.85705559151116	7.95507061301741	8.07102148614483	8.64842704934896	8.55565667453128	7.26685919981249	7.93669485586745	8.59346334391442	7.6575759620633	7.32715616283737	6.64169667101844	7.34436020695527	7.87758570957728	6.95371542962899	6.58224593739577	7.16321385880542	6.85833559070736	8.67161651546769	7.24926624016717
"YES1"	9.02275825864717	8.540605809141	8.49204515441631	9.09162681054648	8.98853399147014	9.19063331486444	8.74209916851225	10.3895263468333	9.11482949451274	9.21915139658551	8.22606525421443	8.42083574818696	9.15023469018557	9.98614794161288	8.59806383893878	8.1614275808652	10.4520129150018	9.31650464540436	8.36041727245732	7.87975324396108	9.19685580902579	8.80441698339103	10.3144141284417	8.88552308213884	8.16180424554439	9.41658701163889	8.07426261460164	9.31785572426123	8.92691048441681	7.54679600778527	8.71736952447524	9.21810605954549	7.51673093338795	8.50785670677661	7.82225627616184
