"V1"	"CTSP.ACY5"
"MAN1C1"	"MAN1C1"	-0.103469897280347
"ADAM33"	"ADAM33"	0.254493005334567
"PCYOX1"	"PCYOX1"	-0.290347492392833
"TPD52L1"	"TPD52L1"	0.448424394691378
"ETNK2"	"ETNK2"	-0.312285633658583
"PLEKHH2"	"PLEKHH2"	-0.110665525981822
"FBXO27"	"FBXO27"	0.888000250897294
"TM4SF1"	"TM4SF1"	2.42051932440777
"ANXA2"	"ANXA2"	2.61384335640186
"GPD1"	"GPD1"	1.91234197009556
"PIK3R6"	"PIK3R6"	-0.839749012382016
"ABP1"	"ABP1"	0.651572559934626
"KCNK6"	"KCNK6"	0.543820279342835
"PBX1"	"PBX1"	0.620010152706375
"COL17A1"	"COL17A1"	0.462802146941648
"CTNNBIP1"	"CTNNBIP1"	1.0752945950301
"SNX33"	"SNX33"	1.64804920665854
"CALML5"	"CALML5"	-0.368093190196785
"DSG2"	"DSG2"	0.0985460733072276
"ACACB"	"ACACB"	-0.391767645385163
"TFF3"	"TFF3"	0.446858956536533
"RHOV"	"RHOV"	-1.34702945992381
"PARD6G"	"PARD6G"	0.687083536966177
"PKIB"	"PKIB"	1.2650968117105
"CEACAM7"	"CEACAM7"	2.90691763626524
"PTPN13"	"PTPN13"	0.31356911580236
"STARD9"	"STARD9"	-0.240313653089553
"ITSN1"	"ITSN1"	0.727777649599597
"KLK13"	"KLK13"	-0.337219871475793
"SUPT3H"	"SUPT3H"	-0.689216070934255
"SLCO2A1"	"SLCO2A1"	1.3249264421277
"KBTBD11"	"KBTBD11"	2.30836547940486
"DKK3"	"DKK3"	0.752768998507606
"GBP6"	"GBP6"	0.164548618514919
"TAX1BP3"	"TAX1BP3"	2.04883019885086
"INPP4A"	"INPP4A"	-0.818115738716195
"DNMT3B"	"DNMT3B"	-0.247598379955691
"MGST2"	"MGST2"	0.452879657892777
"PRB3"	"PRB3"	-0.24224712011783
"LIMS2"	"LIMS2"	0.398012909544226
"ERBB3"	"ERBB3"	-0.952490379131791
"LDB3"	"LDB3"	0.221835046666345
"FAT2"	"FAT2"	-0.941653940774867
"GPR177"	"GPR177"	1.48429721399653
"LFNG"	"LFNG"	1.4758969861018
"CHGB"	"CHGB"	-1.01500885770269
"MAP7"	"MAP7"	-0.390795689144861
"SLC40A1"	"SLC40A1"	-0.0239245333885549
"TRNP1"	"TRNP1"	0.944881974753927
"FGFR3"	"FGFR3"	-0.421877104141489
"KRT5"	"KRT5"	0.214081445335236
"EFNB1"	"EFNB1"	0.615504542442222
"NFE2L2"	"NFE2L2"	-0.269040247151399
"TJP3"	"TJP3"	0.2590492997504
"LY6D"	"LY6D"	-0.40371164422302
"TMEM30B"	"TMEM30B"	0.874551398212139
"MTSS1"	"MTSS1"	0.311317797598764
"CNNM4"	"CNNM4"	-0.165980768372651
"CA6"	"CA6"	0.378495715829416
"MYOT"	"MYOT"	0.0362373287514704
"PLLP"	"PLLP"	-0.230067784015495
"CYP2E1"	"CYP2E1"	-1.46671360346769
"DDR2"	"DDR2"	0.752014016756185
"BAIAP2L2"	"BAIAP2L2"	-0.432834011568092
"EPB41L1"	"EPB41L1"	0.396512255631134
"MUC20"	"MUC20"	-0.214087594120952
"CUBN"	"CUBN"	0.873535289852311
"SYT15"	"SYT15"	-0.68079276396071
"ATP8B1"	"ATP8B1"	-1.52851834610597
"MOSPD1"	"MOSPD1"	1.85270484695517
"PPP1R9A"	"PPP1R9A"	0.166011178236968
"PROM2"	"PROM2"	0.263025813214429
"MYCL1"	"MYCL1"	0.459521227266763
"BAZ2B"	"BAZ2B"	0.383552054229417
"ID4"	"ID4"	0.279006149623385
"FAM84B"	"FAM84B"	0.149830692103166
"S1PR3"	"S1PR3"	0.572877464204811
"RFX2"	"RFX2"	0.448345027844431
"CLCA1"	"CLCA1"	-0.332551386175311
"SKI"	"SKI"	-0.543715354694798
"AIM1L"	"AIM1L"	-0.344168372120845
"GRHL3"	"GRHL3"	-0.543502283986031
"DDN"	"DDN"	-0.520503033552211
"C20orf70"	"C20orf70"	-0.303761589977265
"C10orf97"	"C10orf97"	0.0882731546807433
"SNCG"	"SNCG"	2.26845393233537
"SERPINA5"	"SERPINA5"	1.29185840469198
"LOC100287971"	"LOC100287971"	-0.353992194946591
"ABHD5"	"ABHD5"	1.55287128845259
"TOM1L1"	"TOM1L1"	0.985719021473624
"RGMA"	"RGMA"	-0.312463806306254
"RNF43"	"RNF43"	-0.785599037327076
"DIRC2"	"DIRC2"	0.794814701189567
"ERMN"	"ERMN"	-1.09221354573422
"TMEM106B"	"TMEM106B"	0.528779509828365
"PRSS27"	"PRSS27"	0.0268567246084513
"SH3YL1"	"SH3YL1"	-0.533801911573953
"RSPO3"	"RSPO3"	0.958129233094155
"C9orf3"	"C9orf3"	-0.119187757860098
"SORBS2"	"SORBS2"	-0.846549821318505
"FUT2"	"FUT2"	-0.364532257266836
"PINK1"	"PINK1"	1.2639337600807
"CASQ2"	"CASQ2"	1.19123635494823
"SPEG"	"SPEG"	0.549335826001771
"BCL2L15"	"BCL2L15"	-0.53150850874336
"CRNN"	"CRNN"	-0.347121213189513
"GFRA2"	"GFRA2"	-0.159561183444415
"SLC4A4"	"SLC4A4"	-0.591628625075989
"IL17RC"	"IL17RC"	1.43861610669001
"TNFAIP8L3"	"TNFAIP8L3"	1.1621405361639
"ANO10"	"ANO10"	1.36652137503866
"EPHX3"	"EPHX3"	-0.376037333047654
"SNX21"	"SNX21"	0.67714358263362
"SCNN1B"	"SCNN1B"	0.41100214927665
"PTN"	"PTN"	0.497793092849418
"C5orf4"	"C5orf4"	0.646557155990502
"LEPREL1"	"LEPREL1"	-0.305124290579059
"ANKRD35"	"ANKRD35"	0.569437717226171
"CDO1"	"CDO1"	1.09598055734155
"TGFBR3"	"TGFBR3"	0.611571088565887
"NTN4"	"NTN4"	0.804577834142965
